fold,kind,repeat_adapt,threshold_objective,threshold,fold_accuracy,fold_balanced_accuracy,fold_f1,fold_tn,fold_fp,fold_fn,fold_tp,fold_auc
0,extratrees_3,1,balanced_accuracy,0.5299999999999999,0.8064516129032258,0.7019607843137254,0.5714285714285714,42,3,9,8,0.7568627450980392
1,extratrees_3,1,balanced_accuracy,0.49999999999999994,0.7704918032786885,0.7236111111111111,0.5882352941176471,37,8,6,10,0.8347222222222223
2,extratrees_3,1,balanced_accuracy,0.48999999999999994,0.5901639344262295,0.5006944444444444,0.2857142857142857,31,14,11,5,0.6361111111111111
3,extratrees_3,1,balanced_accuracy,0.4799999999999999,0.6065573770491803,0.6527777777777778,0.5,25,20,4,12,0.7152777777777778
4,extratrees_3,1,balanced_accuracy,0.49999999999999994,0.7377049180327869,0.6557486631016043,0.5,37,7,9,8,0.8114973262032085
