profile,mode,repeat_adapt,C,threshold,holdout_accuracy,holdout_balanced_accuracy,holdout_f1,holdout_auc,holdout_tn,holdout_fp,holdout_fn,holdout_tp,train_n_old,train_n_adapt,holdout_n,oof_accuracy,oof_balanced_accuracy,oof_f1,oof_auc,oof_tn,oof_fp,oof_fn,oof_tp
adapt96_high_focus,old_plus_adapt_logreg,2,0.0003,0.57,0.8095238095238095,0.6710526315789473,0.3333333333333333,0.7836842105263158,160,30,10,10,285.0,96.0,210.0,0.6587926509186351,0.6670033763214701,0.6285714285714286,0.7303924281839818,141.0,37.0,93.0,110.0
adapt72_high_focus,old_plus_adapt_logreg,1,0.001,0.5599999999999999,0.7863247863247863,0.6709183673469388,0.4318181818181818,0.736439312567132,165,31,19,19,285.0,72.0,234.0,0.6694677871148459,0.6716844751728472,0.6569767441860465,0.7333438089252042,126.0,46.0,72.0,113.0
adapt84_balanced,old_plus_adapt_logreg,8,1.0,0.41999999999999993,0.6801801801801802,0.6684065934065935,0.42276422764227645,0.6953296703296703,125,57,14,26,285.0,84.0,222.0,0.6639566395663956,0.6640666314119513,0.6666666666666666,0.7025970973617721,121.0,65.0,59.0,124.0
adapt72_high_focus,old_plus_adapt_logreg,1,0.0003,0.5299999999999999,0.782051282051282,0.6683673469387755,0.42696629213483145,0.7538936627282493,164,32,19,19,285.0,72.0,234.0,0.6834733893557423,0.6843808925204274,0.6834733893557423,0.7326209930861094,122.0,50.0,63.0,122.0
adapt84_balanced,old_plus_adapt_logreg,8,0.001,0.38999999999999996,0.6306306306306306,0.667445054945055,0.4142857142857143,0.7405219780219781,111,71,11,29,285.0,84.0,222.0,0.6449864498644986,0.6459104530230918,0.6797066014669927,0.6882014219401844,99.0,87.0,44.0,139.0
adapt60_balanced,old_plus_adapt_logreg,1,0.003,0.4099999999999999,0.6747967479674797,0.6671292624900873,0.4594594594594595,0.7194686756542427,132,62,18,34,285.0,60.0,246.0,0.663768115942029,0.6644484775156281,0.6864864864864865,0.7151307387242051,102.0,72.0,44.0,127.0
adapt96_high_focus,old_plus_adapt_logreg,1,0.0003,0.5299999999999999,0.7619047619047619,0.6671052631578948,0.3055555555555556,0.783157894736842,149,41,9,11,285.0,96.0,210.0,0.6587926509186351,0.6618143576686777,0.6578947368421053,0.7188797254663197,126.0,52.0,78.0,125.0
adapt96_high_focus,old_plus_adapt_logreg,2,0.001,0.6,0.8,0.6657894736842105,0.3225806451612903,0.7573684210526316,158,32,10,10,285.0,96.0,210.0,0.6824146981627297,0.6905546023136104,0.6552706552706553,0.7352631870260696,145.0,33.0,88.0,115.0
adapt96_high_focus,old_plus_adapt_logreg,2,0.003,0.6399999999999999,0.8,0.6657894736842105,0.3225806451612903,0.7336842105263158,158,32,10,10,285.0,96.0,210.0,0.6587926509186351,0.6656196380140588,0.6368715083798883,0.7145071124149001,137.0,41.0,89.0,114.0
adapt72_high_focus,old_plus_adapt_logreg,2,0.003,0.6499999999999999,0.7948717948717948,0.6654135338345865,0.42857142857142855,0.7185821697099892,168,28,20,18,285.0,72.0,234.0,0.6358543417366946,0.6400691389063482,0.5987654320987654,0.6998742928975488,130.0,42.0,88.0,97.0
adapt96_high_focus,old_plus_adapt_logreg,8,0.001,0.57,0.7571428571428571,0.6644736842105263,0.3013698630136986,0.7428947368421053,148,42,9,11,285.0,96.0,210.0,0.6430446194225722,0.6466900979686723,0.6382978723404256,0.6928100957546909,125.0,53.0,83.0,120.0
adapt84_balanced,old_plus_adapt_logreg,4,0.001,0.43999999999999995,0.6576576576576577,0.664423076923077,0.4153846153846154,0.7428571428571429,119,63,13,27,285.0,84.0,222.0,0.6585365853658537,0.6593513132381456,0.6881188118811881,0.7062694635407485,104.0,82.0,44.0,139.0
