policy,eval_domain,review_budget,selected_base_model,selected_router,review_n,review_rate,auto_n,auto_rate,captured_errors,total_base_errors,error_capture_rate,review_clean_n,auto_accuracy,auto_balanced_accuracy,auto_f1,auto_sensitivity_high,auto_specificity_low,auto_tn,auto_fp,auto_fn,auto_tp,auto_auc,system_n,system_accuracy,system_balanced_accuracy,system_f1,system_sensitivity_high,system_specificity_low,system_tn,system_fp,system_fn,system_tp,system_auc
dev_stable_router_all_domains,strict_external,0.0,robust_prob,single:v143_pca_any,0,0.0,105,1.0,0,32,0.0,0,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748
shift_aware_image_directional_candidate,strict_external,0.0,robust_prob,single:v143_pca_directional,0,0.0,105,1.0,0,32,0.0,0,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748
baseline_low_conf_dev_selected,strict_external,0.0,prob_mean_core,single:low_conf,0,0.0,105,1.0,0,51,0.0,0,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108,105,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108
shift_aware_concept_directional_candidate,strict_external,0.0,prob_mean_core,single:v144_concept_directional,0,0.0,105,1.0,0,51,0.0,0,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108,105,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108
shift_aware_rank_fusion_candidate,strict_external,0.0,prob_mean_core,fusion:rank_mean_lowconf_v143_v144,0,0.0,105,1.0,0,51,0.0,0,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108,105,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108
baseline_low_conf_dev_selected,third_batch,0.0,prob_mean_core,single:low_conf,0,0.0,306,1.0,0,65,0.0,0,0.7875816993464052,0.7544098432055749,0.632768361581921,0.6829268292682927,0.8258928571428571,185,39,26,56,0.818270905923345,306,0.7875816993464052,0.7544098432055749,0.632768361581921,0.6829268292682927,0.8258928571428571,185,39,26,56,0.818270905923345
dev_stable_router_all_domains,third_batch,0.0,robust_prob,single:v143_pca_any,0,0.0,306,1.0,0,59,0.0,0,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237
shift_aware_image_directional_candidate,third_batch,0.0,robust_prob,single:v143_pca_any,0,0.0,306,1.0,0,59,0.0,0,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237
shift_aware_concept_directional_candidate,third_batch,0.0,robust_prob,single:v143_pca_any,0,0.0,306,1.0,0,59,0.0,0,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237
shift_aware_rank_fusion_candidate,third_batch,0.0,robust_prob,single:v143_pca_any,0,0.0,306,1.0,0,59,0.0,0,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237
dev_stable_router_all_domains,all_three_domains,0.1,domain_specific,domain_specific,69,0.09913793103448276,627,0.9008620689655172,18,136,0.1323529411764706,51,0.8118022328548644,0.7929425064599483,0.7434782608695653,0.7125,0.8733850129198967,338,49,69,171,0.8497093023255814,696,0.8304597701149425,0.8147104851330204,0.7730769230769231,0.7444444444444445,0.8849765258215962,377,49,69,201,0.8477743001217182
shift_aware_image_directional_candidate,all_three_domains,0.1,domain_specific,domain_specific,69,0.09913793103448276,627,0.9008620689655172,18,136,0.1323529411764706,51,0.8118022328548644,0.7911537127747192,0.7389380530973452,0.7076271186440678,0.8746803069053708,342,49,69,167,0.8483245914430622,696,0.8304597701149425,0.8147104851330204,0.7730769230769231,0.7444444444444445,0.8849765258215962,377,49,69,201,0.8477743001217182
shift_aware_concept_directional_candidate,all_three_domains,0.1,domain_specific,domain_specific,69,0.09913793103448276,627,0.9008620689655172,24,155,0.15483870967741936,45,0.7910685805422647,0.7776859504132232,0.7265135699373695,0.71900826446281,0.8363636363636363,322,63,68,174,0.852194912525491,696,0.8117816091954023,0.800130412102243,0.7551401869158878,0.7481481481481481,0.852112676056338,363,63,68,202,0.8481481481481483
shift_aware_rank_fusion_candidate,all_three_domains,0.1,domain_specific,domain_specific,69,0.09913793103448276,627,0.9008620689655172,24,155,0.15483870967741936,45,0.7910685805422647,0.7776859504132232,0.7265135699373695,0.71900826446281,0.8363636363636363,322,63,68,174,0.8527852312976281,696,0.8117816091954023,0.800130412102243,0.7551401869158878,0.7481481481481481,0.852112676056338,363,63,68,202,0.8481481481481483
baseline_low_conf_dev_selected,all_three_domains,0.1,domain_specific,domain_specific,69,0.09913793103448276,627,0.9008620689655172,32,177,0.1807909604519774,37,0.7687400318979266,0.7710762618095157,0.7279549718574109,0.782258064516129,0.7598944591029023,288,91,54,194,0.8521469912332964,696,0.7916666666666666,0.7931924882629109,0.7487001733102253,0.8,0.7863849765258216,335,91,54,216,0.8353069031472786
dev_stable_router_all_domains,old_data,0.1,robust_prob,single:v143_pca_any,28,0.09824561403508772,257,0.9017543859649123,7,45,0.15555555555555556,21,0.8521400778210116,0.8507575757575758,0.8403361344537815,0.8,0.9015151515151515,119,13,25,100,0.9064848484848486,285,0.8666666666666667,0.8662086288416075,0.8592592592592593,0.8226950354609929,0.9097222222222222,131,13,25,116,0.9036643026004727
shift_aware_image_directional_candidate,old_data,0.1,robust_prob,single:v143_pca_any,28,0.09824561403508772,257,0.9017543859649123,7,45,0.15555555555555556,21,0.8521400778210116,0.8507575757575758,0.8403361344537815,0.8,0.9015151515151515,119,13,25,100,0.9064848484848486,285,0.8666666666666667,0.8662086288416075,0.8592592592592593,0.8226950354609929,0.9097222222222222,131,13,25,116,0.9036643026004727
shift_aware_concept_directional_candidate,old_data,0.1,robust_prob,single:v143_pca_any,28,0.09824561403508772,257,0.9017543859649123,7,45,0.15555555555555556,21,0.8521400778210116,0.8507575757575758,0.8403361344537815,0.8,0.9015151515151515,119,13,25,100,0.9064848484848486,285,0.8666666666666667,0.8662086288416075,0.8592592592592593,0.8226950354609929,0.9097222222222222,131,13,25,116,0.9036643026004727
shift_aware_rank_fusion_candidate,old_data,0.1,robust_prob,single:v143_pca_any,28,0.09824561403508772,257,0.9017543859649123,7,45,0.15555555555555556,21,0.8521400778210116,0.8507575757575758,0.8403361344537815,0.8,0.9015151515151515,119,13,25,100,0.9064848484848486,285,0.8666666666666667,0.8662086288416075,0.8592592592592593,0.8226950354609929,0.9097222222222222,131,13,25,116,0.9036643026004727
baseline_low_conf_dev_selected,old_data,0.1,prob_mean_core,single:low_conf,28,0.09824561403508772,257,0.9017543859649123,11,61,0.18032786885245902,17,0.8054474708171206,0.8046165030897855,0.8161764705882353,0.8473282442748091,0.7619047619047619,96,30,20,111,0.8899794014297832,285,0.8245614035087719,0.8249113475177305,0.8287671232876712,0.8581560283687943,0.7916666666666666,114,30,20,121,0.8737687155240348
dev_stable_router_all_domains,strict_external,0.1,robust_prob,single:v143_pca_any,10,0.09523809523809523,95,0.9047619047619048,3,32,0.09375,7,0.6947368421052632,0.6922905525846702,0.6666666666666666,0.6590909090909091,0.7254901960784313,37,14,15,29,0.6470588235294117,105,0.7238095238095238,0.7197358767424797,0.6881720430107527,0.6808510638297872,0.7586206896551724,44,14,15,32,0.6621423330887748
shift_aware_image_directional_candidate,strict_external,0.1,robust_prob,single:v143_pca_directional,10,0.09523809523809523,95,0.9047619047619048,3,32,0.09375,7,0.6947368421052632,0.6852272727272728,0.6329113924050633,0.625,0.7454545454545455,41,14,15,25,0.6399999999999999,105,0.7238095238095238,0.7197358767424797,0.6881720430107527,0.6808510638297872,0.7586206896551724,44,14,15,32,0.6621423330887748
baseline_low_conf_dev_selected,strict_external,0.1,prob_mean_core,single:low_conf,10,0.09523809523809523,95,0.9047619047619048,9,51,0.17647058823529413,1,0.5578947368421052,0.5666666666666667,0.6111111111111112,0.7333333333333333,0.4,20,30,12,33,0.6719999999999999,105,0.6,0.6137197358767424,0.625,0.7446808510638298,0.4827586206896552,28,30,12,35,0.6661775495231108
shift_aware_concept_directional_candidate,strict_external,0.1,prob_mean_core,single:v144_concept_directional,10,0.09523809523809523,95,0.9047619047619048,9,51,0.17647058823529413,1,0.5578947368421052,0.562111801242236,0.6037735849056604,0.6956521739130435,0.42857142857142855,21,28,14,32,0.6663708961845607,105,0.6,0.6096845194424065,0.6111111111111112,0.7021276595744681,0.5172413793103449,30,28,14,33,0.6661775495231108
shift_aware_rank_fusion_candidate,strict_external,0.1,prob_mean_core,fusion:rank_mean_lowconf_v143_v144,10,0.09523809523809523,95,0.9047619047619048,9,51,0.17647058823529413,1,0.5578947368421052,0.562111801242236,0.6037735849056604,0.6956521739130435,0.42857142857142855,21,28,14,32,0.6677018633540373,105,0.6,0.6096845194424065,0.6111111111111112,0.7021276595744681,0.5172413793103449,30,28,14,33,0.6661775495231108
baseline_low_conf_dev_selected,third_batch,0.1,prob_mean_core,single:low_conf,31,0.10130718954248366,275,0.8986928104575164,12,65,0.18461538461538463,19,0.8072727272727273,0.7708675424192666,0.6535947712418301,0.6944444444444444,0.8472906403940886,172,31,22,50,0.8308018609742748,306,0.826797385620915,0.7966572299651569,0.6936416184971098,0.7317073170731707,0.8616071428571429,193,31,22,60,0.818270905923345
dev_stable_router_all_domains,third_batch,0.1,robust_prob,single:v143_pca_any,31,0.10130718954248366,275,0.8986928104575164,8,59,0.13559322033898305,23,0.8145454545454546,0.741853079259873,0.6222222222222222,0.5915492957746479,0.8921568627450981,182,22,29,42,0.8213891190278929,306,0.8333333333333334,0.7740635888501742,0.6751592356687898,0.6463414634146342,0.9017857142857143,202,22,29,53,0.8161476480836237
shift_aware_image_directional_candidate,third_batch,0.1,robust_prob,single:v143_pca_any,31,0.10130718954248366,275,0.8986928104575164,8,59,0.13559322033898305,23,0.8145454545454546,0.741853079259873,0.6222222222222222,0.5915492957746479,0.8921568627450981,182,22,29,42,0.8213891190278929,306,0.8333333333333334,0.7740635888501742,0.6751592356687898,0.6463414634146342,0.9017857142857143,202,22,29,53,0.8161476480836237
shift_aware_concept_directional_candidate,third_batch,0.1,robust_prob,single:v143_pca_any,31,0.10130718954248366,275,0.8986928104575164,8,59,0.13559322033898305,23,0.8145454545454546,0.741853079259873,0.6222222222222222,0.5915492957746479,0.8921568627450981,182,22,29,42,0.8213891190278929,306,0.8333333333333334,0.7740635888501742,0.6751592356687898,0.6463414634146342,0.9017857142857143,202,22,29,53,0.8161476480836237
shift_aware_rank_fusion_candidate,third_batch,0.1,robust_prob,single:v143_pca_any,31,0.10130718954248366,275,0.8986928104575164,8,59,0.13559322033898305,23,0.8145454545454546,0.741853079259873,0.6222222222222222,0.5915492957746479,0.8921568627450981,182,22,29,42,0.8213891190278929,306,0.8333333333333334,0.7740635888501742,0.6751592356687898,0.6463414634146342,0.9017857142857143,202,22,29,53,0.8161476480836237
baseline_low_conf_dev_selected,all_three_domains,0.2,domain_specific,domain_specific,139,0.1997126436781609,557,0.8002873563218391,69,177,0.3898305084745763,70,0.8061041292639138,0.8087014725568942,0.7740585774058577,0.8222222222222222,0.7951807228915663,264,68,40,185,0.8674832663989291,696,0.8448275862068966,0.846113719353156,0.8098591549295775,0.8518518518518519,0.8403755868544601,358,68,40,230,0.8353069031472786
shift_aware_image_directional_candidate,all_three_domains,0.2,domain_specific,domain_specific,139,0.1997126436781609,557,0.8002873563218391,36,136,0.2647058823529412,103,0.8204667863554758,0.7963861920172599,0.7435897435897436,0.7038834951456311,0.8888888888888888,312,39,61,145,0.8602190689569331,696,0.8563218390804598,0.8412623891497131,0.806949806949807,0.774074074074074,0.9084507042253521,387,39,61,209,0.8477743001217182
dev_stable_router_all_domains,all_three_domains,0.2,domain_specific,domain_specific,139,0.1997126436781609,557,0.8002873563218391,35,136,0.25735294117647056,104,0.8186714542190305,0.7975512841665291,0.7468671679197995,0.7129186602870813,0.882183908045977,307,41,60,149,0.8595941263817852,696,0.8548850574712644,0.8407668231611893,0.8061420345489443,0.7777777777777778,0.903755868544601,385,41,60,210,0.8477743001217182
shift_aware_concept_directional_candidate,all_three_domains,0.2,domain_specific,domain_specific,139,0.1997126436781609,557,0.8002873563218391,48,155,0.3096774193548387,91,0.8078994614003591,0.7935227644939404,0.7446300715990454,0.7323943661971831,0.8546511627906976,294,50,57,156,0.8621710885467846,696,0.8462643678160919,0.8357589984350547,0.799249530956848,0.7888888888888889,0.8826291079812206,376,50,57,213,0.8481481481481483
shift_aware_rank_fusion_candidate,all_three_domains,0.2,domain_specific,domain_specific,139,0.1997126436781609,557,0.8002873563218391,48,155,0.3096774193548387,91,0.8078994614003591,0.7935227644939404,0.7446300715990454,0.7323943661971831,0.8546511627906976,294,50,57,156,0.863112785238563,696,0.8462643678160919,0.8357589984350547,0.799249530956848,0.7888888888888889,0.8826291079812206,376,50,57,213,0.8481481481481483
dev_stable_router_all_domains,old_data,0.2,robust_prob,single:v143_pca_any,57,0.2,228,0.8,11,45,0.24444444444444444,46,0.8508771929824561,0.8481481481481481,0.8349514563106796,0.7962962962962963,0.9,108,12,22,86,0.9116512345679012,285,0.8807017543859649,0.8803191489361701,0.875,0.8439716312056738,0.9166666666666666,132,12,22,119,0.9036643026004727
shift_aware_image_directional_candidate,old_data,0.2,robust_prob,single:v143_pca_any,57,0.2,228,0.8,11,45,0.24444444444444444,46,0.8508771929824561,0.8481481481481481,0.8349514563106796,0.7962962962962963,0.9,108,12,22,86,0.9116512345679012,285,0.8807017543859649,0.8803191489361701,0.875,0.8439716312056738,0.9166666666666666,132,12,22,119,0.9036643026004727
shift_aware_concept_directional_candidate,old_data,0.2,robust_prob,single:v143_pca_any,57,0.2,228,0.8,11,45,0.24444444444444444,46,0.8508771929824561,0.8481481481481481,0.8349514563106796,0.7962962962962963,0.9,108,12,22,86,0.9116512345679012,285,0.8807017543859649,0.8803191489361701,0.875,0.8439716312056738,0.9166666666666666,132,12,22,119,0.9036643026004727
shift_aware_rank_fusion_candidate,old_data,0.2,robust_prob,single:v143_pca_any,57,0.2,228,0.8,11,45,0.24444444444444444,46,0.8508771929824561,0.8481481481481481,0.8349514563106796,0.7962962962962963,0.9,108,12,22,86,0.9116512345679012,285,0.8807017543859649,0.8803191489361701,0.875,0.8439716312056738,0.9166666666666666,132,12,22,119,0.9036643026004727
baseline_low_conf_dev_selected,old_data,0.2,prob_mean_core,single:low_conf,57,0.2,228,0.8,26,61,0.4262295081967213,31,0.8464912280701754,0.844184967522425,0.8594377510040161,0.8770491803278688,0.8113207547169812,86,20,15,107,0.9031085678935973,285,0.8771929824561403,0.8773640661938534,0.8780487804878049,0.8936170212765957,0.8611111111111112,124,20,15,126,0.8737687155240348
shift_aware_image_directional_candidate,strict_external,0.2,robust_prob,single:v143_pca_directional,21,0.2,84,0.8,8,32,0.25,13,0.7142857142857143,0.6979166666666667,0.6363636363636364,0.5833333333333334,0.8125,39,9,15,21,0.6637731481481483,105,0.7714285714285715,0.7628393250183418,0.7272727272727273,0.6808510638297872,0.8448275862068966,49,9,15,32,0.6621423330887748
dev_stable_router_all_domains,strict_external,0.2,robust_prob,single:v143_pca_any,21,0.2,84,0.8,7,32,0.21875,14,0.7023809523809523,0.6982905982905983,0.6666666666666666,0.6410256410256411,0.7555555555555555,34,11,14,25,0.6598290598290598,105,0.7619047619047619,0.7562362435803375,0.7252747252747253,0.7021276595744681,0.8103448275862069,47,11,14,33,0.6621423330887748
shift_aware_concept_directional_candidate,strict_external,0.2,prob_mean_core,single:v144_concept_directional,21,0.2,84,0.8,20,51,0.39215686274509803,1,0.6309523809523809,0.6281905842314237,0.6736842105263158,0.7441860465116279,0.5121951219512195,21,20,11,32,0.6749858196256381,105,0.7047619047619048,0.710564930300807,0.6990291262135923,0.7659574468085106,0.6551724137931034,38,20,11,36,0.6661775495231108
shift_aware_rank_fusion_candidate,strict_external,0.2,prob_mean_core,fusion:rank_mean_lowconf_v143_v144,21,0.2,84,0.8,20,51,0.39215686274509803,1,0.6309523809523809,0.6281905842314237,0.6736842105263158,0.7441860465116279,0.5121951219512195,21,20,11,32,0.6783891094724901,105,0.7047619047619048,0.710564930300807,0.6990291262135923,0.7659574468085106,0.6551724137931034,38,20,11,36,0.6661775495231108
baseline_low_conf_dev_selected,strict_external,0.2,prob_mean_core,single:low_conf,21,0.2,84,0.8,19,51,0.37254901960784315,2,0.6190476190476191,0.6324786324786325,0.6666666666666666,0.8205128205128205,0.4444444444444444,20,25,7,32,0.7014245014245014,105,0.6952380952380952,0.7100146735143067,0.7142857142857143,0.851063829787234,0.5689655172413793,33,25,7,40,0.6661775495231108
baseline_low_conf_dev_selected,third_batch,0.2,prob_mean_core,single:low_conf,61,0.19934640522875818,245,0.8006535947712419,24,65,0.36923076923076925,37,0.8326530612244898,0.79583908839779,0.6917293233082706,0.71875,0.8729281767955801,158,23,18,46,0.84375,306,0.8660130718954249,0.8389046167247387,0.757396449704142,0.7804878048780488,0.8973214285714286,201,23,18,64,0.818270905923345
dev_stable_router_all_domains,third_batch,0.2,robust_prob,single:v143_pca_any,61,0.19934640522875818,245,0.8006535947712419,17,59,0.288135593220339,44,0.8285714285714286,0.7572712850343734,0.6440677966101694,0.6129032258064516,0.9016393442622951,165,18,24,38,0.8415300546448088,306,0.8627450980392157,0.8134799651567943,0.7341772151898734,0.7073170731707317,0.9196428571428571,206,18,24,58,0.8161476480836237
shift_aware_image_directional_candidate,third_batch,0.2,robust_prob,single:v143_pca_any,61,0.19934640522875818,245,0.8006535947712419,17,59,0.288135593220339,44,0.8285714285714286,0.7572712850343734,0.6440677966101694,0.6129032258064516,0.9016393442622951,165,18,24,38,0.8415300546448088,306,0.8627450980392157,0.8134799651567943,0.7341772151898734,0.7073170731707317,0.9196428571428571,206,18,24,58,0.8161476480836237
shift_aware_concept_directional_candidate,third_batch,0.2,robust_prob,single:v143_pca_any,61,0.19934640522875818,245,0.8006535947712419,17,59,0.288135593220339,44,0.8285714285714286,0.7572712850343734,0.6440677966101694,0.6129032258064516,0.9016393442622951,165,18,24,38,0.8415300546448088,306,0.8627450980392157,0.8134799651567943,0.7341772151898734,0.7073170731707317,0.9196428571428571,206,18,24,58,0.8161476480836237
shift_aware_rank_fusion_candidate,third_batch,0.2,robust_prob,single:v143_pca_any,61,0.19934640522875818,245,0.8006535947712419,17,59,0.288135593220339,44,0.8285714285714286,0.7572712850343734,0.6440677966101694,0.6129032258064516,0.9016393442622951,165,18,24,38,0.8415300546448088,306,0.8627450980392157,0.8134799651567943,0.7341772151898734,0.7073170731707317,0.9196428571428571,206,18,24,58,0.8161476480836237
dev_stable_router_all_domains,all_three_domains,0.3,domain_specific,domain_specific,210,0.3017241379310345,486,0.6982758620689655,59,136,0.4338235294117647,151,0.8415637860082305,0.8230021994134897,0.7755102040816326,0.7556818181818182,0.8903225806451613,276,34,43,133,0.8807184750733138,696,0.889367816091954,0.8804642670839854,0.8549905838041432,0.8407407407407408,0.92018779342723,392,34,43,227,0.8477743001217182
shift_aware_concept_directional_candidate,all_three_domains,0.3,domain_specific,domain_specific,210,0.3017241379310345,486,0.6982758620689655,77,155,0.4967741935483871,133,0.8395061728395061,0.8258399610452849,0.7833333333333333,0.7704918032786885,0.8811881188118812,267,36,42,141,0.8848852098324587,696,0.8879310344827587,0.8799687010954617,0.8539325842696629,0.8444444444444444,0.9154929577464789,390,36,42,228,0.8481481481481483
shift_aware_image_directional_candidate,all_three_domains,0.3,domain_specific,domain_specific,210,0.3017241379310345,486,0.6982758620689655,61,136,0.4485294117647059,149,0.845679012345679,0.8187997347480106,0.7706422018348624,0.7241379310344828,0.9134615384615384,285,27,48,126,0.880028735632184,696,0.8922413793103449,0.8794209702660407,0.8554913294797688,0.8222222222222222,0.9366197183098591,399,27,48,222,0.8477743001217182
baseline_low_conf_dev_selected,all_three_domains,0.3,domain_specific,domain_specific,210,0.3017241379310345,486,0.6982758620689655,93,177,0.5254237288135594,117,0.8271604938271605,0.8284367635506678,0.8,0.835820895522388,0.8210526315789474,234,51,33,168,0.8798987518547613,696,0.8793103448275862,0.8790297339593114,0.8494623655913979,0.8777777777777778,0.8802816901408451,375,51,33,237,0.8353069031472786
shift_aware_rank_fusion_candidate,all_three_domains,0.3,domain_specific,domain_specific,210,0.3017241379310345,486,0.6982758620689655,76,155,0.49032258064516127,134,0.8374485596707819,0.8237601214574899,0.7799442896935933,0.7692307692307693,0.8782894736842105,267,37,42,140,0.884271978021978,696,0.8864942528735632,0.8787949921752738,0.8523364485981308,0.8444444444444444,0.9131455399061033,389,37,42,228,0.8481481481481483
dev_stable_router_all_domains,old_data,0.3,robust_prob,single:v143_pca_any,86,0.3017543859649123,199,0.6982456140350877,19,45,0.4222222222222222,67,0.8693467336683417,0.867274569402229,0.8571428571428571,0.8297872340425532,0.9047619047619048,95,10,16,78,0.9257345491388044,285,0.9087719298245615,0.9085401891252955,0.9057971014492754,0.8865248226950354,0.9305555555555556,134,10,16,125,0.9036643026004727
shift_aware_image_directional_candidate,old_data,0.3,robust_prob,single:v143_pca_any,86,0.3017543859649123,199,0.6982456140350877,19,45,0.4222222222222222,67,0.8693467336683417,0.867274569402229,0.8571428571428571,0.8297872340425532,0.9047619047619048,95,10,16,78,0.9257345491388044,285,0.9087719298245615,0.9085401891252955,0.9057971014492754,0.8865248226950354,0.9305555555555556,134,10,16,125,0.9036643026004727
shift_aware_concept_directional_candidate,old_data,0.3,robust_prob,single:v143_pca_any,86,0.3017543859649123,199,0.6982456140350877,19,45,0.4222222222222222,67,0.8693467336683417,0.867274569402229,0.8571428571428571,0.8297872340425532,0.9047619047619048,95,10,16,78,0.9257345491388044,285,0.9087719298245615,0.9085401891252955,0.9057971014492754,0.8865248226950354,0.9305555555555556,134,10,16,125,0.9036643026004727
shift_aware_rank_fusion_candidate,old_data,0.3,robust_prob,single:v143_pca_any,86,0.3017543859649123,199,0.6982456140350877,19,45,0.4222222222222222,67,0.8693467336683417,0.867274569402229,0.8571428571428571,0.8297872340425532,0.9047619047619048,95,10,16,78,0.9257345491388044,285,0.9087719298245615,0.9085401891252955,0.9057971014492754,0.8865248226950354,0.9305555555555556,134,10,16,125,0.9036643026004727
baseline_low_conf_dev_selected,old_data,0.3,prob_mean_core,single:low_conf,86,0.3017543859649123,199,0.6982456140350877,34,61,0.5573770491803278,52,0.864321608040201,0.8602971102971103,0.8789237668161435,0.9074074074074074,0.8131868131868132,74,17,10,98,0.9167684167684168,285,0.9052631578947369,0.9055112293144207,0.9065743944636678,0.9290780141843972,0.8819444444444444,127,17,10,131,0.8737687155240348
shift_aware_image_directional_candidate,strict_external,0.3,robust_prob,single:v143_pca_directional,32,0.3047619047619048,73,0.6952380952380952,13,32,0.40625,19,0.7397260273972602,0.7034883720930232,0.6122448979591837,0.5,0.9069767441860465,39,4,15,15,0.6426356589147287,105,0.819047619047619,0.8059427732942039,0.7710843373493976,0.6808510638297872,0.9310344827586207,54,4,15,32,0.6621423330887748
dev_stable_router_all_domains,strict_external,0.3,robust_prob,single:v143_pca_any,32,0.3047619047619048,73,0.6952380952380952,11,32,0.34375,21,0.7123287671232876,0.7096036585365854,0.676923076923077,0.6875,0.7317073170731707,30,11,10,22,0.669969512195122,105,0.8,0.7987894350696991,0.7789473684210526,0.7872340425531915,0.8103448275862069,47,11,10,37,0.6621423330887748
shift_aware_concept_directional_candidate,strict_external,0.3,prob_mean_core,single:v144_concept_directional,32,0.3047619047619048,73,0.6952380952380952,29,51,0.5686274509803921,3,0.6986301369863014,0.6934389140271493,0.7317073170731707,0.7692307692307693,0.6176470588235294,21,13,9,30,0.6779788838612368,105,0.7904761904761904,0.7921863536316948,0.7755102040816326,0.8085106382978723,0.7758620689655172,45,13,9,38,0.6661775495231108
shift_aware_rank_fusion_candidate,strict_external,0.3,prob_mean_core,fusion:rank_mean_lowconf_v143_v144,32,0.3047619047619048,73,0.6952380952380952,28,51,0.5490196078431373,4,0.684931506849315,0.6815789473684211,0.7160493827160493,0.7631578947368421,0.6,21,14,9,29,0.675187969924812,105,0.780952380952381,0.7835656639765223,0.7676767676767676,0.8085106382978723,0.7586206896551724,44,14,9,38,0.6661775495231108
baseline_low_conf_dev_selected,strict_external,0.3,prob_mean_core,single:low_conf,32,0.3047619047619048,73,0.6952380952380952,27,51,0.5294117647058824,5,0.6712328767123288,0.6639097744360902,0.7272727272727273,0.8421052631578947,0.4857142857142857,17,18,6,32,0.6714285714285714,105,0.7714285714285715,0.780997798972854,0.7735849056603774,0.8723404255319149,0.6896551724137931,40,18,6,41,0.6661775495231108
dev_stable_router_all_domains,third_batch,0.3,robust_prob,single:v143_pca_any,92,0.3006535947712418,214,0.6993464052287581,29,59,0.4915254237288136,63,0.8598130841121495,0.7903658536585366,0.6875,0.66,0.9207317073170732,151,13,17,33,0.8785365853658537,306,0.9019607843137255,0.8673236062717771,0.8125,0.7926829268292683,0.9419642857142857,211,13,17,65,0.8161476480836237
shift_aware_image_directional_candidate,third_batch,0.3,robust_prob,single:v143_pca_any,92,0.3006535947712418,214,0.6993464052287581,29,59,0.4915254237288136,63,0.8598130841121495,0.7903658536585366,0.6875,0.66,0.9207317073170732,151,13,17,33,0.8785365853658537,306,0.9019607843137255,0.8673236062717771,0.8125,0.7926829268292683,0.9419642857142857,211,13,17,65,0.8161476480836237
shift_aware_concept_directional_candidate,third_batch,0.3,robust_prob,single:v143_pca_any,92,0.3006535947712418,214,0.6993464052287581,29,59,0.4915254237288136,63,0.8598130841121495,0.7903658536585366,0.6875,0.66,0.9207317073170732,151,13,17,33,0.8785365853658537,306,0.9019607843137255,0.8673236062717771,0.8125,0.7926829268292683,0.9419642857142857,211,13,17,65,0.8161476480836237
shift_aware_rank_fusion_candidate,third_batch,0.3,robust_prob,single:v143_pca_any,92,0.3006535947712418,214,0.6993464052287581,29,59,0.4915254237288136,63,0.8598130841121495,0.7903658536585366,0.6875,0.66,0.9207317073170732,151,13,17,33,0.8785365853658537,306,0.9019607843137255,0.8673236062717771,0.8125,0.7926829268292683,0.9419642857142857,211,13,17,65,0.8161476480836237
baseline_low_conf_dev_selected,third_batch,0.3,prob_mean_core,single:low_conf,92,0.3006535947712418,214,0.6993464052287581,32,65,0.49230769230769234,60,0.8457943925233645,0.7951400800457404,0.6972477064220184,0.6909090909090909,0.89937106918239,143,16,17,38,0.8576329331046312,306,0.8921568627450981,0.8606271777003485,0.7975460122699386,0.7926829268292683,0.9285714285714286,208,16,17,65,0.818270905923345
