auc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp
0.7955555555555557,0.7333333333333333,0.7333333333333334,0.65,0.8166666666666667,0.78,0.7090909090909091,49,11,21,39
