audit_name,reference,target,n_reference,n_target,features,domain_auc_cv,mean_abs_median_shift_iqr,mean_outside_ref_05_95_rate,quality_proxy_mean,quality_proxy_p75,quality_proxy_p90,batch_shift_index,shift_category,recommended_policy,recommendation_note
pseudo_old_to_third,old_data,third_batch,285,306,"megapixels,brightness_mean,contrast_std,saturation_mean",0.5169705309024195,0.38542425703792876,0.09885620915032681,0.021949902323117998,0.028586847274611808,0.07392359782645185,0.5232008994137931,within_internal_shift,v50_main,within internal shift envelope; standard v50 workflow
pseudo_third_to_old,third_batch,old_data,306,285,"megapixels,brightness_mean,contrast_std,saturation_mean",0.5317165462676299,0.8519218491750002,0.0747863247863248,0.011061396292341541,0.0,0.04026345218879789,0.9694861165212965,within_internal_shift,v50_main,within internal shift envelope; standard v50 workflow
strict_external_vs_dev,development_all,strict_external,591,108,"megapixels,brightness_mean,contrast_std,saturation_mean",0.9945008460236887,1.0837718999485129,0.43981481481481477,0.3060960602052423,0.39951628705459785,0.4876543209876543,2.3241836209922586,severe_shift,v75_quality_lowconf,batch exceeds internal development shift; use safety-enhanced workflow and consider retake/review
