accuracy,balanced_accuracy,auc,f1,sensitivity,specificity,tn,fp,fn,tp,objective
0.8350877192982457,0.8349586288416075,0.8453014184397164,0.8315412186379928,0.8226950354609929,0.8472222222222222,122,22,25,116,balanced_accuracy
0.8350877192982457,0.8349586288416075,0.8453014184397164,0.8315412186379928,0.8226950354609929,0.8472222222222222,122,22,25,116,f1
0.8315789473684211,0.8313386524822695,0.8450551615445232,0.8260869565217391,0.8085106382978723,0.8541666666666666,123,21,27,114,accuracy
