review_policy,model,feature_set,mode,flip_threshold,release_threshold,scope,n,original_review_n,original_review_rate,auto_flip_n,auto_release_n,auto_action_n,auto_action_rate,remaining_review_n,remaining_review_rate,auto_action_error_n,auto_action_error_rate,rescued_n,hurt_n,accuracy,balanced_accuracy,f1,auc,fn,fp,selection_status
v118_review_or_control,tabular_dino_extra_trees_d4,tabular_dino,flip_then_agree_release,0.65,0.7,all_domains,699,559,0.7997138769670958,0,7,7,0.010014306151645207,552,0.7896995708154506,0,0.0,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,,1,0,internal_zero_auto_error
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,disagree_flip_only,0.5,0.95,old_data,285,158,0.5543859649122806,19,0,19,0.06666666666666667,139,0.48771929824561405,19,1.0,0,19,0.9333333333333333,0.9326979905437353,0.9283018867924528,,18,1,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,disagree_flip_only,0.5,0.95,third_batch,306,170,0.5555555555555556,23,0,23,0.07516339869281045,147,0.4803921568627451,22,0.9565217391304348,1,22,0.9248366013071896,0.8636215156794425,0.8391608391608392,,22,1,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,disagree_flip_only,0.5,0.95,strict_external,108,74,0.6851851851851852,18,0,18,0.16666666666666666,56,0.5185185185185185,18,1.0,0,18,0.8333333333333334,0.8085106382978724,0.7631578947368421,,18,0,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,disagree_flip_only,0.5,0.95,all_domains,699,402,0.575107296137339,60,0,60,0.08583690987124463,342,0.4892703862660944,59,0.9833333333333333,1,59,0.9141630901287554,0.8902615902615902,0.8760330578512396,,58,2,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,agree_release_only,0.95,0.5,old_data,285,158,0.5543859649122806,0,139,139,0.48771929824561405,19,0.06666666666666667,1,0.007194244604316547,0,0,0.9964912280701754,0.9965277777777778,0.9964664310954063,,0,1,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,agree_release_only,0.95,0.5,third_batch,306,170,0.5555555555555556,0,147,147,0.4803921568627451,23,0.07516339869281045,7,0.047619047619047616,0,0,0.9738562091503268,0.9550849303135889,0.9493670886075949,,7,1,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,agree_release_only,0.95,0.5,strict_external,108,74,0.6851851851851852,0,56,56,0.5185185185185185,18,0.16666666666666666,0,0.0,0,0,1.0,1.0,1.0,,0,0,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,agree_release_only,0.95,0.5,all_domains,699,402,0.575107296137339,0,342,342,0.4892703862660944,60,0.08583690987124463,8,0.023391812865497075,0,0,0.9871244635193133,0.9847060347060348,0.983177570093458,,7,2,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,flip_then_agree_release,0.65,0.5,old_data,285,158,0.5543859649122806,0,139,139,0.48771929824561405,19,0.06666666666666667,1,0.007194244604316547,0,0,0.9964912280701754,0.9965277777777778,0.9964664310954063,,0,1,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,flip_then_agree_release,0.65,0.5,third_batch,306,170,0.5555555555555556,0,147,147,0.4803921568627451,23,0.07516339869281045,7,0.047619047619047616,0,0,0.9738562091503268,0.9550849303135889,0.9493670886075949,,7,1,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,flip_then_agree_release,0.65,0.5,strict_external,108,74,0.6851851851851852,0,56,56,0.5185185185185185,18,0.16666666666666666,0,0.0,0,0,1.0,1.0,1.0,,0,0,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_dino_extra_trees_d4,tabular_dino,flip_then_agree_release,0.65,0.5,all_domains,699,402,0.575107296137339,0,342,342,0.4892703862660944,60,0.08583690987124463,8,0.023391812865497075,0,0,0.9871244635193133,0.9847060347060348,0.983177570093458,,7,2,lowest_internal_auto_error_rate
v118_review_or_control,tabular_hgb_l2,tabular,agree_release_only,0.95,0.95,old_data,285,217,0.7614035087719299,0,197,197,0.6912280701754386,20,0.07017543859649122,0,0.0,0,0,1.0,1.0,1.0,,0,0,lowest_internal_auto_error_rate
v118_review_or_control,tabular_hgb_l2,tabular,agree_release_only,0.95,0.95,third_batch,306,248,0.8104575163398693,0,215,215,0.7026143790849673,33,0.10784313725490197,6,0.027906976744186046,0,0,0.9771241830065359,0.9650479094076655,0.9565217391304348,,5,2,lowest_internal_auto_error_rate
v118_review_or_control,tabular_hgb_l2,tabular,agree_release_only,0.95,0.95,strict_external,108,94,0.8703703703703703,0,84,84,0.7777777777777778,10,0.09259259259259259,0,0.0,0,0,1.0,1.0,1.0,,0,0,lowest_internal_auto_error_rate
v118_review_or_control,tabular_hgb_l2,tabular,agree_release_only,0.95,0.95,all_domains,699,559,0.7997138769670958,0,496,496,0.709585121602289,63,0.09012875536480687,6,0.012096774193548387,0,0,0.9899856938483548,0.9884097384097384,0.9869646182495344,,5,2,lowest_internal_auto_error_rate
v118_review_or_control,tabular_hgb_l2,tabular,flip_then_agree_release,0.5,0.95,old_data,285,217,0.7614035087719299,0,197,197,0.6912280701754386,20,0.07017543859649122,0,0.0,0,0,1.0,1.0,1.0,,0,0,lowest_internal_auto_error_rate
v118_review_or_control,tabular_hgb_l2,tabular,flip_then_agree_release,0.5,0.95,third_batch,306,248,0.8104575163398693,0,215,215,0.7026143790849673,33,0.10784313725490197,6,0.027906976744186046,0,0,0.9771241830065359,0.9650479094076655,0.9565217391304348,,5,2,lowest_internal_auto_error_rate
v118_review_or_control,tabular_hgb_l2,tabular,flip_then_agree_release,0.5,0.95,strict_external,108,94,0.8703703703703703,0,84,84,0.7777777777777778,10,0.09259259259259259,0,0.0,0,0,1.0,1.0,1.0,,0,0,lowest_internal_auto_error_rate
v118_review_or_control,tabular_hgb_l2,tabular,flip_then_agree_release,0.5,0.95,all_domains,699,559,0.7997138769670958,0,496,496,0.709585121602289,63,0.09012875536480687,6,0.012096774193548387,0,0,0.9899856938483548,0.9884097384097384,0.9869646182495344,,5,2,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_hgb_l2,tabular,agree_release_only,0.95,0.95,old_data,285,158,0.5543859649122806,0,130,130,0.45614035087719296,28,0.09824561403508772,0,0.0,0,0,1.0,1.0,1.0,,0,0,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_hgb_l2,tabular,agree_release_only,0.95,0.95,third_batch,306,170,0.5555555555555556,0,142,142,0.46405228758169936,28,0.0915032679738562,4,0.028169014084507043,0,0,0.9836601307189542,0.977243031358885,0.9693251533742331,,3,2,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_hgb_l2,tabular,agree_release_only,0.95,0.95,strict_external,108,74,0.6851851851851852,0,67,67,0.6203703703703703,7,0.06481481481481481,0,0.0,0,0,1.0,1.0,1.0,,0,0,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_hgb_l2,tabular,agree_release_only,0.95,0.95,all_domains,699,402,0.575107296137339,0,339,339,0.48497854077253216,63,0.09012875536480687,4,0.011799410029498525,0,0,0.9928469241773963,0.9921134421134421,0.9907235621521335,,3,2,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_hgb_l2,tabular,flip_then_agree_release,0.5,0.95,old_data,285,158,0.5543859649122806,0,130,130,0.45614035087719296,28,0.09824561403508772,0,0.0,0,0,1.0,1.0,1.0,,0,0,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_hgb_l2,tabular,flip_then_agree_release,0.5,0.95,third_batch,306,170,0.5555555555555556,0,142,142,0.46405228758169936,28,0.0915032679738562,4,0.028169014084507043,0,0,0.9836601307189542,0.977243031358885,0.9693251533742331,,3,2,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_hgb_l2,tabular,flip_then_agree_release,0.5,0.95,strict_external,108,74,0.6851851851851852,0,67,67,0.6203703703703703,7,0.06481481481481481,0,0.0,0,0,1.0,1.0,1.0,,0,0,lowest_internal_auto_error_rate
v161_final_review_or_reject,tabular_hgb_l2,tabular,flip_then_agree_release,0.5,0.95,all_domains,699,402,0.575107296137339,0,339,339,0.48497854077253216,63,0.09012875536480687,4,0.011799410029498525,0,0,0.9928469241773963,0.9921134421134421,0.9907235621521335,,3,2,lowest_internal_auto_error_rate
