workflow,scope,crop_min,core_max,extra_crop_review_n,extra_crop_captured_error_n,extra_crop_clean_review_n,n,control_rate,remaining_error_n,fn,fp,sensitivity,specificity,balanced_accuracy
v111_v112_plus_v113_crop_rescue,all_domains,0.25,0.43,7,1,6,699,0.8082975679542204,0,0,0,1.0,1.0,1.0
v111_v112_plus_v113_crop_rescue,internal_all,0.25,0.43,7,1,6,591,0.7969543147208121,0,0,0,1.0,1.0,1.0
v111_v112_plus_v113_crop_rescue,old_data,0.25,0.43,0,0,0,285,0.7578947368421053,0,0,0,1.0,1.0,1.0
v111_v112_plus_v113_crop_rescue,third_batch,0.25,0.43,7,1,6,306,0.8333333333333334,0,0,0,1.0,1.0,1.0
v111_v112_plus_v113_crop_rescue,strict_external,0.25,0.43,0,0,0,108,0.8703703703703703,0,0,0,1.0,1.0,1.0
