n,base_accuracy,base_balanced_accuracy,base_auc,auto_n,auto_rate,review_n,review_rate,fp_flip_n,fn_review_n,rescued_n,hurt_n,rescued_fn_n,rescued_fp_n,hurt_fn_n,hurt_fp_n,auto_accuracy,auto_balanced_accuracy,auto_f1,auto_sensitivity_high,auto_specificity_low,auto_tn,auto_fp,auto_fn,auto_tp,auto_auc,system_if_review_corrected_n,system_if_review_corrected_accuracy,system_if_review_corrected_balanced_accuracy,system_if_review_corrected_f1,system_if_review_corrected_sensitivity_high,system_if_review_corrected_specificity_low,system_if_review_corrected_tn,system_if_review_corrected_fp,system_if_review_corrected_fn,system_if_review_corrected_tp,system_if_review_corrected_auc,base_candidate,base_objective,base_threshold,base_selection_score,fn_signal,fn_threshold,fp_low_signal,fp_threshold,scope
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,0,79,0,0,0,0,0,0,0.873046875,0.8734756097560976,0.8320413436692506,0.875,0.8719512195121951,286,42,23,161,0.91141967126193,591,0.8900169204737732,0.8913652758822384,0.8602150537634409,0.8968609865470852,0.8858695652173914,326,42,23,200,0.8747806589978553,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,prob_mean_core,0.17767263447772177,internal_old_third_rule_selected
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,0,79,0,0,0,0,0,0,0.873046875,0.8734756097560976,0.8320413436692506,0.875,0.8719512195121951,286,42,23,161,0.91141967126193,591,0.8900169204737732,0.8913652758822384,0.8602150537634409,0.8968609865470852,0.8858695652173914,326,42,23,200,0.8747806589978553,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,prob_mean_core,0.2425941581965666,internal_old_third_rule_selected
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,0,79,0,0,0,0,0,0,0.873046875,0.8734756097560976,0.8320413436692506,0.875,0.8719512195121951,286,42,23,161,0.91141967126193,591,0.8900169204737732,0.8913652758822384,0.8602150537634409,0.8968609865470852,0.8858695652173914,326,42,23,200,0.8747806589978553,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,prob_mean_core,0.3241438788821058,internal_old_third_rule_selected
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,0,79,0,0,0,0,0,0,0.873046875,0.8734756097560976,0.8320413436692506,0.875,0.8719512195121951,286,42,23,161,0.91141967126193,591,0.8900169204737732,0.8913652758822384,0.8602150537634409,0.8968609865470852,0.8858695652173914,326,42,23,200,0.8747806589978553,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,prob_mean_core,0.4023282146160868,internal_old_third_rule_selected
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,0,79,0,0,0,0,0,0,0.873046875,0.8734756097560976,0.8320413436692506,0.875,0.8719512195121951,286,42,23,161,0.91141967126193,591,0.8900169204737732,0.8913652758822384,0.8602150537634409,0.8968609865470852,0.8858695652173914,326,42,23,200,0.8747806589978553,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,0,79,0,0,0,0,0,0,0.873046875,0.8734756097560976,0.8320413436692506,0.875,0.8719512195121951,286,42,23,161,0.91141967126193,591,0.8900169204737732,0.8913652758822384,0.8602150537634409,0.8968609865470852,0.8858695652173914,326,42,23,200,0.8747806589978553,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,robust_prob,0.183862755116477,internal_old_third_rule_selected
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,0,79,0,0,0,0,0,0,0.873046875,0.8734756097560976,0.8320413436692506,0.875,0.8719512195121951,286,42,23,161,0.91141967126193,591,0.8900169204737732,0.8913652758822384,0.8602150537634409,0.8968609865470852,0.8858695652173914,326,42,23,200,0.8747806589978553,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,robust_prob,0.2433131844763915,internal_old_third_rule_selected
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,0,79,0,0,0,0,0,0,0.873046875,0.8734756097560976,0.8320413436692506,0.875,0.8719512195121951,286,42,23,161,0.91141967126193,591,0.8900169204737732,0.8913652758822384,0.8602150537634409,0.8968609865470852,0.8858695652173914,326,42,23,200,0.8747806589978553,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,robust_prob,0.3205360337064243,internal_old_third_rule_selected
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,0,79,0,0,0,0,0,0,0.873046875,0.8734756097560976,0.8320413436692506,0.875,0.8719512195121951,286,42,23,161,0.91141967126193,591,0.8900169204737732,0.8913652758822384,0.8602150537634409,0.8968609865470852,0.8858695652173914,326,42,23,200,0.8747806589978553,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,robust_prob,0.3959889528559579,internal_old_third_rule_selected
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,0,79,0,0,0,0,0,0,0.873046875,0.8734756097560976,0.8320413436692506,0.875,0.8719512195121951,286,42,23,161,0.91141967126193,591,0.8900169204737732,0.8913652758822384,0.8602150537634409,0.8968609865470852,0.8858695652173914,326,42,23,200,0.8747806589978553,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,stack_gb_d2_multiview,0.0489054291630551,internal_old_third_rule_selected
591,0.7868020304568528,0.7855149639305907,0.860011698186781,531,0.8984771573604061,60,0.10152284263959391,34,60,33,1,0,33,1,0,0.8757062146892656,0.8781135531135531,0.8398058252427184,0.8871794871794871,0.8690476190476191,292,44,22,173,0.9168192918192918,591,0.8883248730964467,0.8908900370442582,0.8589743589743589,0.9013452914798207,0.8804347826086957,324,44,22,201,0.8868444141158122,prob_mean_core,balanced_accuracy,0.49499999999999994,0.7855149639305907,stack_gb_d2_multiview,0.22377677631433102,stack_gb_d2_multiview,0.1290604217046331,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,523,0.8849407783417935,68,0.11505922165820642,0,68,0,0,0,0,0,0,0.875717017208413,0.8775821915736624,0.8539325842696629,0.8878504672897196,0.8673139158576052,268,41,24,190,0.9205834316305237,591,0.8900169204737732,0.8904818190680445,0.8596112311015118,0.8923766816143498,0.8885869565217391,327,41,24,199,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,stack_gb_d2_multiview,0.0489054291630551,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,523,0.8849407783417935,68,0.11505922165820642,0,68,0,0,0,0,0,0,0.875717017208413,0.8775821915736624,0.8539325842696629,0.8878504672897196,0.8673139158576052,268,41,24,190,0.9205834316305237,591,0.8900169204737732,0.8904818190680445,0.8596112311015118,0.8923766816143498,0.8885869565217391,327,41,24,199,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,stack_gb_d2_multiview,0.0601600491975303,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,523,0.8849407783417935,68,0.11505922165820642,0,68,0,0,0,0,0,0,0.875717017208413,0.8775821915736624,0.8539325842696629,0.8878504672897196,0.8673139158576052,268,41,24,190,0.9205834316305237,591,0.8900169204737732,0.8904818190680445,0.8596112311015118,0.8923766816143498,0.8885869565217391,327,41,24,199,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,stack_gb_d2_multiview,0.0774945269633817,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,523,0.8849407783417935,68,0.11505922165820642,0,68,0,0,0,0,0,0,0.875717017208413,0.8775821915736624,0.8539325842696629,0.8878504672897196,0.8673139158576052,268,41,24,190,0.9205834316305237,591,0.8900169204737732,0.8904818190680445,0.8596112311015118,0.8923766816143498,0.8885869565217391,327,41,24,199,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,stack_gb_d2_multiview,0.09606984729921865,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,523,0.8849407783417935,68,0.11505922165820642,0,68,0,0,0,0,0,0,0.875717017208413,0.8775821915736624,0.8539325842696629,0.8878504672897196,0.8673139158576052,268,41,24,190,0.9205834316305237,591,0.8900169204737732,0.8904818190680445,0.8596112311015118,0.8923766816143498,0.8885869565217391,327,41,24,199,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,stack_gb_d2_multiview,0.1290604217046331,internal_old_third_rule_selected
591,0.8240270727580372,0.8039213296938974,0.8747806589978553,512,0.8663282571912013,79,0.13367174280879865,2,79,1,1,0,1,1,0,0.873046875,0.8722826086956521,0.8311688311688312,0.8695652173913043,0.875,287,41,24,160,0.9067967921527043,591,0.8900169204737732,0.8904818190680445,0.8596112311015118,0.8923766816143498,0.8885869565217391,327,41,24,199,0.8713686878533828,robust_prob,balanced_accuracy,0.57,0.8039213296938974,stack_gb_d2_multiview,0.22377677631433102,min_all6,0.0569587266992009,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,481,0.8138747884940778,110,0.18612521150592218,1,110,0,1,0,0,1,0,0.8648648648648649,0.8671694345175531,0.8532731376975169,0.8873239436619719,0.8470149253731343,227,41,24,189,0.9187951089622312,591,0.8900169204737732,0.8904818190680445,0.8596112311015118,0.8923766816143498,0.8885869565217391,327,41,24,199,0.9145666796646519,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,481,0.8138747884940778,110,0.18612521150592218,1,110,0,1,0,0,1,0,0.8648648648648649,0.8671694345175531,0.8532731376975169,0.8873239436619719,0.8470149253731343,227,41,24,189,0.9191805059210988,591,0.8900169204737732,0.8904818190680445,0.8596112311015118,0.8923766816143498,0.8885869565217391,327,41,24,199,0.9150662897250926,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,481,0.8138747884940778,110,0.18612521150592218,3,110,1,2,0,1,2,0,0.8648648648648649,0.8666876883189685,0.8526077097505669,0.8826291079812206,0.8507462686567164,228,40,25,188,0.9119455539205381,591,0.8900169204737732,0.8895983622538506,0.8590021691973969,0.8878923766816144,0.8913043478260869,328,40,25,198,0.908266718658608,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,min_all6,0.0569587266992009,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,556,0.9407783417935702,35,0.05922165820642978,0,35,0,0,0,0,0,0,0.8812949640287769,0.8817431630634931,0.852017937219731,0.8837209302325582,0.8797653958944281,300,41,25,190,0.9217281593125554,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.22377677631433102,stack_gb_d2_multiview,0.0489054291630551,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,556,0.9407783417935702,35,0.05922165820642978,0,35,0,0,0,0,0,0,0.8812949640287769,0.8817431630634931,0.852017937219731,0.8837209302325582,0.8797653958944281,300,41,25,190,0.9217281593125554,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.22377677631433102,stack_gb_d2_multiview,0.0601600491975303,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,556,0.9407783417935702,35,0.05922165820642978,0,35,0,0,0,0,0,0,0.8812949640287769,0.8817431630634931,0.852017937219731,0.8837209302325582,0.8797653958944281,300,41,25,190,0.9217281593125554,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.22377677631433102,stack_gb_d2_multiview,0.0774945269633817,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,556,0.9407783417935702,35,0.05922165820642978,0,35,0,0,0,0,0,0,0.8812949640287769,0.8817431630634931,0.852017937219731,0.8837209302325582,0.8797653958944281,300,41,25,190,0.9217281593125554,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.22377677631433102,stack_gb_d2_multiview,0.09606984729921865,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,556,0.9407783417935702,35,0.05922165820642978,0,35,0,0,0,0,0,0,0.8812949640287769,0.8817431630634931,0.852017937219731,0.8837209302325582,0.8797653958944281,300,41,25,190,0.9217281593125554,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.22377677631433102,stack_gb_d2_multiview,0.1290604217046331,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,523,0.8849407783417935,68,0.11505922165820642,1,68,0,1,0,0,1,0,0.8738049713193117,0.8752457429755316,0.8513513513513513,0.883177570093458,0.8673139158576052,268,41,25,189,0.9191165350996583,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.9145666796646519,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,523,0.8849407783417935,68,0.11505922165820642,1,68,0,1,0,0,1,0,0.8738049713193117,0.8752457429755316,0.8513513513513513,0.883177570093458,0.8673139158576052,268,41,25,189,0.9195550917944532,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.9150662897250926,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,515,0.871404399323181,76,0.12859560067681894,0,76,0,0,0,0,0,0,0.8718446601941747,0.8735271317829457,0.852017937219731,0.8837209302325582,0.8633333333333333,259,41,25,190,0.9203875968992248,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.5893121113673006,stack_gb_d2_multiview,0.0489054291630551,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,515,0.871404399323181,76,0.12859560067681894,0,76,0,0,0,0,0,0,0.8718446601941747,0.8735271317829457,0.852017937219731,0.8837209302325582,0.8633333333333333,259,41,25,190,0.9203875968992248,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.5893121113673006,stack_gb_d2_multiview,0.0601600491975303,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,515,0.871404399323181,76,0.12859560067681894,0,76,0,0,0,0,0,0,0.8718446601941747,0.8735271317829457,0.852017937219731,0.8837209302325582,0.8633333333333333,259,41,25,190,0.9203875968992248,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.5893121113673006,stack_gb_d2_multiview,0.0774945269633817,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,515,0.871404399323181,76,0.12859560067681894,0,76,0,0,0,0,0,0,0.8718446601941747,0.8735271317829457,0.852017937219731,0.8837209302325582,0.8633333333333333,259,41,25,190,0.9203875968992248,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.5893121113673006,stack_gb_d2_multiview,0.09606984729921865,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,515,0.871404399323181,76,0.12859560067681894,0,76,0,0,0,0,0,0,0.8718446601941747,0.8735271317829457,0.852017937219731,0.8837209302325582,0.8633333333333333,259,41,25,190,0.9203875968992248,591,0.8883248730964467,0.8882396666016767,0.8571428571428571,0.8878923766816144,0.8885869565217391,327,41,25,198,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.5893121113673006,stack_gb_d2_multiview,0.1290604217046331,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,523,0.8849407783417935,68,0.11505922165820642,3,68,1,2,0,1,2,0,0.8738049713193117,0.874527417354747,0.8506787330316742,0.8785046728971962,0.8705501618122977,269,40,26,188,0.9124020808759036,591,0.8883248730964467,0.887356209787483,0.8565217391304348,0.8834080717488789,0.8913043478260869,328,40,26,197,0.908266718658608,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,min_all6,0.0569587266992009,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,481,0.8138747884940778,110,0.18612521150592218,4,110,1,3,0,1,3,0,0.8627858627858628,0.864340270478593,0.85,0.8779342723004695,0.8507462686567164,228,40,26,187,0.9177790624343074,591,0.8883248730964467,0.887356209787483,0.8565217391304348,0.8834080717488789,0.8913043478260869,328,40,26,197,0.9130556638720998,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,prob_mean_core,0.17767263447772177,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,481,0.8138747884940778,110,0.18612521150592218,4,110,1,3,0,1,3,0,0.8627858627858628,0.864340270478593,0.85,0.8779342723004695,0.8507462686567164,228,40,26,187,0.9183921939597786,591,0.8883248730964467,0.887356209787483,0.8565217391304348,0.8834080717488789,0.8913043478260869,328,40,26,197,0.9138599142132969,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,robust_prob,0.2433131844763915,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,556,0.9407783417935702,35,0.05922165820642978,1,35,0,1,0,0,1,0,0.8794964028776978,0.8794175816681443,0.849438202247191,0.8790697674418605,0.8797653958944281,300,41,26,189,0.9203096228602603,591,0.8866328257191202,0.885997514135309,0.8546637744034707,0.8834080717488789,0.8885869565217391,327,41,26,197,0.9145666796646519,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.22377677631433102,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,556,0.9407783417935702,35,0.05922165820642978,1,35,0,1,0,0,1,0,0.8794964028776978,0.8794175816681443,0.849438202247191,0.8790697674418605,0.8797653958944281,300,41,26,189,0.9208688535770306,591,0.8866328257191202,0.885997514135309,0.8546637744034707,0.8834080717488789,0.8885869565217391,327,41,26,197,0.9150662897250926,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.22377677631433102,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,0.8747884940778342,0.870302446870735,0.916162994735816,515,0.871404399323181,76,0.12859560067681894,1,76,0,1,0,0,1,0,0.8699029126213592,0.871201550387597,0.849438202247191,0.8790697674418605,0.8633333333333333,259,41,26,189,0.9190077519379843,591,0.8866328257191202,0.885997514135309,0.8546637744034707,0.8834080717488789,0.8885869565217391,327,41,26,197,0.9145666796646519,stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,0.870302446870735,wholecrop_prob,0.5893121113673006,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
