router,external_error_rate,external_error_auc,external_error_ap
uncertainty_disagreement,0.35185185185185186,0.45150375939849624,0.3220541147185885
uncertainty_disagreement_plus_concepts,0.35185185185185186,0.4650375939849624,0.3321121287112899
