fold,kind,repeat_adapt,threshold_objective,threshold,fold_accuracy,fold_balanced_accuracy,fold_f1,fold_tn,fold_fp,fold_fn,fold_tp,fold_auc
0,logreg_0.0003,4,balanced_accuracy,0.4799999999999999,0.7096774193548387,0.7633986928104575,0.625,29,16,2,15,0.8418300653594771
1,logreg_0.0003,4,balanced_accuracy,0.48999999999999994,0.819672131147541,0.8173611111111111,0.7027027027027027,37,8,3,13,0.8902777777777777
2,logreg_0.0003,4,balanced_accuracy,0.43999999999999995,0.639344262295082,0.6347222222222222,0.47619047619047616,29,16,6,10,0.7541666666666667
3,logreg_0.0003,4,balanced_accuracy,0.36999999999999994,0.5737704918032787,0.6506944444444445,0.5,22,23,3,13,0.7736111111111111
4,logreg_0.0003,4,balanced_accuracy,0.5199999999999999,0.7704918032786885,0.696524064171123,0.5625,38,6,8,9,0.7807486631016043
