accuracy,balanced_accuracy,f1,tn,fp,fn,tp,auc,name,target,student_type,mode,corrector,route_col,routed_n,routed_pct,pass_n,pass_acc,routed_acc,hard_core_routed,hard_core_recall,rescue_n,hurt_n,net_rescue,feature_set,classifier,c
0.9263157894736842,0.9260490543735225,0.9236363636363636,137,7,14,127,0.9723207249802994,meta_base_routes_students_topcorr_extra_c01,,,meta_standalone,,,,,,,,,,,,,base_routes_students_topcorr,extra,0.1
0.9122807017543859,0.9122340425531914,0.9110320284697508,132,12,13,128,0.9733550039401102,meta_base_routes_topcorr_extra_c01,,,meta_standalone,,,,,,,,,,,,,base_routes_topcorr,extra,0.1
0.9122807017543859,0.9122340425531914,0.9110320284697508,132,12,13,128,0.9508471237194641,meta_base_routes_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_topcorr_extra_c01,route_score__best41_wrong__model_visible__extra,115.0,0.40350877192982454,170.0,0.9470588235294117,0.8608695652173913,56.0,0.8615384615384616,25.0,3.0,22.0,base_routes_topcorr,extra,0.1
0.9087719298245615,0.9087618203309693,0.9078014184397163,131,13,13,128,0.951487391646966,meta_base_routes_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_topcorr_extra_c01,route_score__hard_core__model_visible__extra,123.0,0.43157894736842106,162.0,0.9691358024691358,0.8292682926829268,65.0,1.0,24.0,3.0,21.0,base_routes_topcorr,extra,0.1
0.9052631578947369,0.9052157210401891,0.9039145907473309,131,13,14,127,0.9440996847911741,meta_base_routes_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_topcorr_extra_c01,route_score__hard_core__model_visible__logreg,122.0,0.4280701754385965,163.0,0.9447852760736196,0.8524590163934426,64.0,0.9846153846153847,23.0,3.0,20.0,base_routes_topcorr,extra,0.1
0.9052631578947369,0.9052157210401891,0.9039145907473309,131,13,14,127,0.9537529550827423,meta_base_routes_students_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_students_topcorr_extra_c01,route_score__hard_core__model_visible__extra,139.0,0.48771929824561405,146.0,0.9726027397260274,0.8345323741007195,65.0,1.0,23.0,3.0,20.0,base_routes_students_topcorr,extra,0.1
0.9052631578947369,0.9052157210401891,0.9039145907473309,131,13,14,127,0.9500098502758078,meta_base_routes_students_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_students_topcorr_extra_c01,route_score__best41_wrong__model_visible__extra,115.0,0.40350877192982454,170.0,0.9470588235294117,0.8434782608695652,56.0,0.8615384615384616,23.0,3.0,20.0,base_routes_students_topcorr,extra,0.1
0.8982456140350877,0.8981973995271868,0.896797153024911,130,14,15,126,0.9430654058313632,meta_base_routes_students_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_students_topcorr_extra_c01,route_score__hard_core__model_visible__logreg,122.0,0.4280701754385965,163.0,0.9447852760736196,0.8360655737704918,64.0,0.9846153846153847,21.0,3.0,18.0,base_routes_students_topcorr,extra,0.1
0.8982456140350877,0.8978280141843972,0.8929889298892989,135,9,20,121,0.9118400315208826,meta_base_routes_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_topcorr_extra_c01,route_score__best41_fp__model_visible__logreg,108.0,0.37894736842105264,177.0,0.8813559322033898,0.9259259259259259,41.0,0.6307692307692307,19.0,1.0,18.0,base_routes_topcorr,extra,0.1
0.8947368421052632,0.8948729314420804,0.8951048951048951,127,17,13,128,0.9308018124507486,meta_base_routes_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_topcorr_extra_c01,route_score__best41_fn__model_visible__logreg,142.0,0.4982456140350877,143.0,0.8951048951048951,0.8943661971830986,47.0,0.7230769230769231,20.0,3.0,17.0,base_routes_topcorr,extra,0.1
0.8947368421052632,0.8946513002364066,0.8928571428571429,130,14,16,125,0.9424743892829,meta_base_routes_students_extra_c01,,,meta_nested_route,meta_base_routes_students_extra_c01,route_score__hard_core__model_visible__extra,103.0,0.36140350877192984,182.0,0.967032967032967,0.7669902912621359,65.0,1.0,19.0,2.0,17.0,base_routes_students,extra,0.1
0.8947368421052632,0.8946513002364066,0.8928571428571429,130,14,16,125,0.9299645390070923,meta_base_routes_students_extra_c01,,,meta_nested_route,meta_base_routes_students_extra_c01,route_score__best41_wrong__model_visible__extra,46.0,0.16140350877192983,239.0,0.9246861924686193,0.7391304347826086,32.0,0.49230769230769234,19.0,2.0,17.0,base_routes_students,extra,0.1
0.8947368421052632,0.894355791962175,0.8897058823529411,134,10,20,121,0.9108057525610718,meta_base_routes_students_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_students_topcorr_extra_c01,route_score__best41_fp__model_visible__logreg,108.0,0.37894736842105264,177.0,0.8813559322033898,0.9166666666666666,41.0,0.6307692307692307,18.0,1.0,17.0,base_routes_students_topcorr,extra,0.1
0.8912280701754386,0.8913268321513002,0.8912280701754386,127,17,14,127,0.9292750197005516,meta_base_routes_students_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_students_topcorr_extra_c01,route_score__best41_fn__model_visible__logreg,142.0,0.4982456140350877,143.0,0.8951048951048951,0.8873239436619719,47.0,0.7230769230769231,19.0,3.0,16.0,base_routes_students_topcorr,extra,0.1
0.8912280701754386,0.8911052009456265,0.8888888888888888,130,14,17,124,0.9423758865248226,meta_base_routes_students_extra_c01,,,meta_nested_route,meta_base_routes_students_extra_c01,route_score__hard_core__model_visible__logreg,86.0,0.3017543859649123,199.0,0.949748743718593,0.7558139534883721,61.0,0.9384615384615385,18.0,2.0,16.0,base_routes_students,extra,0.1
0.8807017543859649,0.8809101654846336,0.8819444444444444,124,20,14,127,0.9584318360914105,meta_base_routes_students_extra_c01,,,meta_standalone,,,,,,,,,,,,,base_routes_students,extra,0.1
0.8807017543859649,0.8807624113475176,0.8802816901408451,126,18,16,125,0.9201635145784083,meta_base_routes_students_extra_c01,,,meta_nested_route,meta_base_routes_students_extra_c01,route_score__best41_fn__model_visible__logreg,142.0,0.4982456140350877,143.0,0.8951048951048951,0.8661971830985915,47.0,0.7230769230769231,15.0,2.0,13.0,base_routes_students,extra,0.1
0.8771929824561403,0.8775118203309693,0.8797250859106529,122,22,13,128,0.9084909377462569,meta_base_routes_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_topcorr_extra_c01,route_score__best41_fn__model_visible__extra,109.0,0.3824561403508772,176.0,0.8806818181818182,0.8715596330275229,28.0,0.4307692307692308,15.0,3.0,12.0,base_routes_topcorr,extra,0.1
0.8771929824561403,0.876846926713948,0.8717948717948718,131,13,22,119,0.905683609141056,meta_base_routes_students_extra_c01,,,meta_nested_route,meta_base_routes_students_extra_c01,route_score__best41_fp__model_visible__logreg,110.0,0.38596491228070173,175.0,0.8857142857142857,0.8636363636363636,41.0,0.6307692307692307,13.0,1.0,12.0,base_routes_students,extra,0.1
0.8736842105263158,0.8739657210401891,0.8758620689655172,122,22,14,127,0.906570133963751,meta_base_routes_students_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_students_topcorr_extra_c01,route_score__best41_fn__model_visible__extra,109.0,0.3824561403508772,176.0,0.8806818181818182,0.8623853211009175,28.0,0.4307692307692308,14.0,3.0,11.0,base_routes_students_topcorr,extra,0.1
0.8736842105263158,0.8738918439716312,0.875,123,21,15,126,0.8964736012608353,meta_base_routes_students_extra_c01,,,meta_nested_route,meta_base_routes_students_extra_c01,route_score__best41_fn__model_visible__extra,31.0,0.10877192982456141,254.0,0.889763779527559,0.7419354838709677,17.0,0.26153846153846155,12.0,1.0,11.0,base_routes_students,extra,0.1
0.8736842105263158,0.8730053191489362,0.8636363636363636,135,9,27,114,0.8805161544523247,meta_base_routes_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_topcorr_extra_c01,route_score__best41_fp__model_visible__extra,111.0,0.3894736842105263,174.0,0.8275862068965517,0.9459459459459459,31.0,0.47692307692307695,11.0,0.0,11.0,base_routes_topcorr,extra,0.1
0.8701754385964913,0.8695330969267139,0.8603773584905661,134,10,27,114,0.8803684003152088,meta_base_routes_students_topcorr_extra_c01,,,meta_nested_route,meta_base_routes_students_topcorr_extra_c01,route_score__best41_fp__model_visible__extra,111.0,0.3894736842105263,174.0,0.8275862068965517,0.9369369369369369,31.0,0.47692307692307695,10.0,0.0,10.0,base_routes_students_topcorr,extra,0.1
0.8666666666666667,0.8660608747044918,0.8571428571428571,133,11,27,114,0.8720941686367217,meta_base_routes_students_logreg_c03,,,meta_nested_route,meta_base_routes_students_logreg_c03,route_score__best41_fp__model_visible__extra,14.0,0.04912280701754386,271.0,0.8708487084870848,0.7857142857142857,12.0,0.18461538461538463,9.0,0.0,9.0,base_routes_students,logreg,0.3
0.8631578947368421,0.863179669030733,0.8621908127208481,124,20,19,122,0.9053881008668243,meta_model_visible_plus_students_topcorr_logreg_c03,,,meta_nested_route,meta_model_visible_plus_students_topcorr_logreg_c03,route_score__best41_wrong__model_visible__extra,42.0,0.14736842105263157,243.0,0.9176954732510288,0.5476190476190477,30.0,0.46153846153846156,13.0,5.0,8.0,model_visible_plus_students_topcorr,logreg,0.3
0.8631578947368421,0.863179669030733,0.8621908127208481,124,20,19,122,0.9552304964539007,meta_model_visible_plus_students_topcorr_extra_c01,,,meta_standalone,,,,,,,,,,,,,model_visible_plus_students_topcorr,extra,0.1
0.8631578947368421,0.8625886524822695,0.8539325842696629,132,12,27,114,0.8697301024428684,meta_base_routes_topcorr_logreg_c03,,,meta_nested_route,meta_base_routes_topcorr_logreg_c03,route_score__best41_fp__model_visible__extra,14.0,0.04912280701754386,271.0,0.8708487084870848,0.7142857142857143,12.0,0.18461538461538463,8.0,0.0,8.0,base_routes_topcorr,logreg,0.3
0.8596491228070176,0.8591903073286051,0.8518518518518519,130,14,26,115,0.8770685579196217,meta_base_routes_students_topcorr_logreg_c03,,,meta_nested_route,meta_base_routes_students_topcorr_logreg_c03,route_score__best41_fp__model_visible__logreg,48.0,0.16842105263157894,237.0,0.8734177215189873,0.7916666666666666,25.0,0.38461538461538464,8.0,1.0,7.0,base_routes_students_topcorr,logreg,0.3
0.8596491228070176,0.8591164302600472,0.8507462686567164,131,13,27,114,0.8854905437352246,meta_base_routes_students_logreg_c03,,,meta_nested_route,meta_base_routes_students_logreg_c03,route_score__best41_fp__model_visible__logreg,86.0,0.3017543859649123,199.0,0.8743718592964824,0.8255813953488372,35.0,0.5384615384615384,9.0,2.0,7.0,base_routes_students,logreg,0.3
0.8596491228070176,0.8591164302600472,0.8507462686567164,131,13,27,114,0.8722911741528763,meta_base_routes_students_topcorr_logreg_c03,,,meta_nested_route,meta_base_routes_students_topcorr_logreg_c03,route_score__best41_fp__model_visible__extra,14.0,0.04912280701754386,271.0,0.8708487084870848,0.6428571428571429,12.0,0.18461538461538463,7.0,0.0,7.0,base_routes_students_topcorr,logreg,0.3
0.8596491228070176,0.8590425531914894,0.849624060150376,132,12,28,113,0.8727836879432624,meta_base_routes_topcorr_logreg_c03,,,meta_nested_route,meta_base_routes_topcorr_logreg_c03,route_score__best41_fp__model_visible__logreg,49.0,0.17192982456140352,236.0,0.8728813559322034,0.7959183673469388,26.0,0.4,8.0,1.0,7.0,base_routes_topcorr,logreg,0.3
0.8596491228070176,0.8590425531914894,0.849624060150376,132,12,28,113,0.8736209613869188,meta_model_visible_plus_students_topcorr_logreg_c03,,,meta_nested_route,meta_model_visible_plus_students_topcorr_logreg_c03,route_score__best41_fp__model_visible__logreg,72.0,0.25263157894736843,213.0,0.8685446009389671,0.8333333333333334,30.0,0.46153846153846156,9.0,2.0,7.0,model_visible_plus_students_topcorr,logreg,0.3
0.856140350877193,0.8560135933806147,0.8530465949820788,125,19,22,119,0.8928782505910166,meta_model_visible_plus_students_topcorr_logreg_c03,,,meta_nested_route,meta_model_visible_plus_students_topcorr_logreg_c03,route_score__hard_core__model_visible__logreg,76.0,0.26666666666666666,209.0,0.937799043062201,0.631578947368421,58.0,0.8923076923076924,13.0,7.0,6.0,model_visible_plus_students_topcorr,logreg,0.3
0.856140350877193,0.8560135933806147,0.8530465949820788,125,19,22,119,0.8971631205673759,meta_model_visible_plus_students_topcorr_extra_c01,,,meta_nested_route,meta_model_visible_plus_students_topcorr_extra_c01,route_score__hard_core__model_visible__extra,66.0,0.23157894736842105,219.0,0.8949771689497716,0.7272727272727273,50.0,0.7692307692307693,7.0,1.0,6.0,model_visible_plus_students_topcorr,extra,0.1
0.856140350877193,0.8560135933806147,0.8530465949820788,125,19,22,119,0.9024330181245075,meta_model_visible_plus_students_topcorr_extra_c01,,,meta_nested_route,meta_model_visible_plus_students_topcorr_extra_c01,route_score__hard_core__model_visible__logreg,48.0,0.16842105263157894,237.0,0.8987341772151899,0.6458333333333334,35.0,0.5384615384615384,6.0,0.0,6.0,model_visible_plus_students_topcorr,extra,0.1
0.856140350877193,0.8555703309692672,0.846441947565543,131,13,28,113,0.8712568951930653,meta_base_routes_students_extra_c01,,,meta_nested_route,meta_base_routes_students_extra_c01,route_score__best41_fp__model_visible__extra,14.0,0.04912280701754386,271.0,0.8708487084870848,0.5714285714285714,12.0,0.18461538461538463,7.0,1.0,6.0,base_routes_students,extra,0.1
0.8526315789473684,0.8526891252955082,0.852112676056338,122,22,20,121,0.8677600472813239,,,,nested_route,dino_student_teacher_prob_ridge,route_score__best41_fn__model_visible__extra,18.0,0.06315789473684211,267.0,0.8764044943820225,0.5,11.0,0.16923076923076924,7.0,2.0,5.0,,,
0.8526315789473684,0.8521719858156028,0.8444444444444444,129,15,27,114,0.8681540583136328,meta_base_routes_topcorr_logreg_c01,,,meta_nested_route,meta_base_routes_topcorr_logreg_c01,route_score__best41_fp__model_visible__logreg,46.0,0.16140350877192983,239.0,0.8702928870292888,0.7608695652173914,24.0,0.36923076923076925,5.0,0.0,5.0,base_routes_topcorr,logreg,0.1
0.8491228070175438,0.8496601654846336,0.8552188552188552,115,29,14,127,0.9075551615445233,meta_base_routes_topcorr_logreg_c03,,,meta_standalone,,,,,,,,,,,,,base_routes_topcorr,logreg,0.3
