accuracy,balanced_accuracy,auc,f1,sensitivity,specificity,tn,fp,fn,tp,fold_id,feature_set,model
0.8421052631578947,0.8405172413793103,0.875,0.8571428571428571,0.9310344827586208,0.75,21,7,2,27,1,candidates_only,extra_d3_l8
0.7719298245614035,0.7690886699507389,0.7974137931034483,0.723404255319149,0.6071428571428571,0.9310344827586208,27,2,11,17,2,candidates_only,extra_d3_l8
0.8245614035087719,0.8238916256157636,0.8509852216748769,0.8148148148148148,0.7857142857142857,0.8620689655172413,25,4,6,22,3,candidates_only,extra_d3_l8
0.8245614035087719,0.8245073891625616,0.8238916256157636,0.8214285714285714,0.8214285714285714,0.8275862068965517,24,5,5,23,4,candidates_only,extra_d3_l8
0.8947368421052632,0.8947044334975369,0.9421182266009852,0.8928571428571429,0.8928571428571429,0.896551724137931,26,3,3,25,5,candidates_only,extra_d3_l8
