align,pca_components,pca_explained,model,weighting,pseudo,threshold_objective,old_cv_threshold,old_cv_threshold_score,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_auc,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_auc,strict_accuracy,strict_balanced_accuracy,strict_f1,strict_tn,strict_fp,strict_fn,strict_tp,strict_auc
none,200,0.9999925494194031,logreg_c01,none,p90,balanced_accuracy,0.24,0.5742464539007093,0.5719298245614035,0.5742464539007093,0.6473988439306358,51,93,29,112,0.5762903861308116,0.5277777777777778,0.5477851412626439,0.5641025641025641,24,37,14,33,0.5444715730728984,0.5333333333333333,0.5493396918561996,0.5739130434782609,23,35,14,33,0.5396184886280264
none,200,0.9999927282333374,extra_d5,none,p90,balanced_accuracy,0.5099999999999999,0.5172133569739953,0.519298245614035,0.5172133569739953,0.3964757709251101,103,41,96,45,0.4960106382978724,0.5648148148148148,0.5488315312173003,0.45977011494252873,41,20,27,20,0.5814440181374259,0.5619047619047619,0.5489728539985327,0.46511627906976744,39,19,27,20,0.5730007336757154
none,128,0.9999479055404663,logreg_c01,none,p90,balanced_accuracy,0.49999999999999994,0.6171690307328606,0.6175438596491228,0.6171690307328606,0.6007326007326007,94,50,59,82,0.6015563435776202,0.5833333333333334,0.553017091035926,0.4,48,13,32,15,0.4952912452040461,0.5714285714285714,0.547505502567865,0.4,45,13,32,15,0.4897285399853265
none,128,0.9999477863311768,logreg_c01,none,p85,balanced_accuracy,0.4699999999999999,0.5969267139479906,0.5964912280701754,0.5969267139479906,0.6101694915254238,80,64,51,90,0.6034771473601261,0.5833333333333334,0.553017091035926,0.4,48,13,32,15,0.5008719916288804,0.5714285714285714,0.547505502567865,0.4,45,13,32,15,0.4952311078503302
none,200,0.999992847442627,logreg_c01,none,p85,balanced_accuracy,0.57,0.5644946808510638,0.5649122807017544,0.5644946808510638,0.5441176470588235,87,57,67,74,0.5636327817178881,0.5740740740740741,0.5545866759679107,0.4523809523809524,43,18,28,19,0.5535402860132543,0.5619047619047619,0.5469552457813647,0.4523809523809524,40,18,28,19,0.5498899486426999
none,200,0.9999927282333374,rf_d5,none,none,balanced_accuracy,0.5199999999999999,0.5098256501182034,0.512280701754386,0.5098256501182034,0.35944700460829493,107,37,102,39,0.47345350669818753,0.6018518518518519,0.5474363446110917,0.21818181818181817,59,2,41,6,0.6853854202999652,0.5904761904761905,0.5465884079236978,0.21818181818181817,56,2,41,6,0.677549523110785
diag,64,0.9599931240081787,logreg_c1,none,none,balanced_accuracy,0.5399999999999999,0.6592050827423168,0.6596491228070176,0.6592050827423168,0.6420664206642066,101,43,54,87,0.6826241134751774,0.5648148148148148,0.5561562608998953,0.4946236559139785,38,23,24,23,0.5298221137077084,0.5523809523809524,0.5464049889948642,0.4946236559139785,35,23,24,23,0.5183418928833455
none,128,0.9999480247497559,extra_d5,none,p90,balanced_accuracy,0.48999999999999994,0.542331560283688,0.5403508771929825,0.542331560283688,0.6112759643916914,51,93,38,103,0.5394011032308905,0.5555555555555556,0.5479595395884199,0.48936170212765956,37,24,24,23,0.5605162190442972,0.5523809523809524,0.5464049889948642,0.4946236559139785,35,23,24,23,0.5524578136463684
mean,64,0.9599654674530029,logreg_c1,none,none,balanced_accuracy,0.43999999999999995,0.6214539007092199,0.6210526315789474,0.6214539007092199,0.6326530612244898,84,60,48,93,0.6428782505910167,0.5462962962962963,0.5495291245204046,0.5242718446601942,32,29,20,27,0.5085455179630276,0.5428571428571428,0.545854732208364,0.5294117647058824,30,28,20,27,0.5051357300073367
none,128,0.9999480247497559,rf_d5,none,p80,balanced_accuracy,0.5099999999999999,0.5566637115839244,0.5578947368421052,0.5566637115839244,0.496,97,47,79,62,0.5532407407407407,0.5833333333333334,0.550575514475061,0.3835616438356164,49,12,33,14,0.5863271712591559,0.5714285714285714,0.545487894350697,0.3835616438356164,46,12,33,14,0.5759354365370506
