policy,score_name,quantile,split,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp,control_n,control_rate,auto_n,auto_rate,captured_wrong_n,captured_fn_n,captured_fp_n,remaining_error_n,threshold_from_dev,extra_control_rate_development,extra_control_rate_external
v50_plus_devfit_ood_q850,image_common5_mahalanobis,0.85,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,5.994652075318314,0.1505922165820643,1.0
v50_plus_devfit_ood_q900,image_common5_mahalanobis,0.9,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,452,0.7648054145516074,139,0.23519458544839256,84,32,52,7,7.18454811650096,0.10152284263959391,1.0
v50_plus_devfit_ood_q900,image_common5_mahalanobis,0.9,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,7.18454811650096,0.10152284263959391,1.0
v50_plus_devfit_ood_q925,image_common5_mahalanobis,0.925,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,448,0.7580372250423012,143,0.24196277495769883,84,32,52,7,8.028174069822885,0.07614213197969544,1.0
v50_plus_devfit_ood_q925,image_common5_mahalanobis,0.925,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,8.028174069822885,0.07614213197969544,1.0
v50_plus_devfit_ood_q950,image_common5_mahalanobis,0.95,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,443,0.7495769881556683,148,0.25042301184433163,84,32,52,7,9.195399470412024,0.050761421319796954,1.0
v50_plus_devfit_ood_q950,image_common5_mahalanobis,0.95,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,9.195399470412024,0.050761421319796954,1.0
v50_plus_devfit_ood_q975,image_common5_mahalanobis,0.975,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,433,0.7326565143824028,158,0.2673434856175973,84,32,52,7,11.06863086263996,0.025380710659898477,1.0
v50_plus_devfit_ood_q975,image_common5_mahalanobis,0.975,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,11.06863086263996,0.025380710659898477,1.0
v50_plus_devfit_ood_q800,image_plus_model_isolation_forest,0.8,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,460,0.7783417935702199,131,0.22165820642978004,84,32,52,7,0.5331021847623342,0.20135363790186125,0.48148148148148145
v50_plus_devfit_ood_q800,image_plus_model_isolation_forest,0.8,external,0.9907407407407407,0.9918032786885246,1.0,0.9836065573770492,0.9791666666666666,0.9894736842105264,60,1,0,47,99,0.9166666666666666,9,0.08333333333333333,31,15,16,1,0.5331021847623342,0.20135363790186125,0.48148148148148145
v50_plus_devfit_ood_q850,image_plus_model_isolation_forest,0.85,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,453,0.766497461928934,138,0.233502538071066,84,32,52,7,0.5414899389779351,0.1505922165820643,0.37962962962962965
v50_plus_devfit_ood_q850,image_plus_model_isolation_forest,0.85,external,0.9907407407407407,0.9918032786885246,1.0,0.9836065573770492,0.9791666666666666,0.9894736842105264,60,1,0,47,95,0.8796296296296297,13,0.12037037037037036,31,15,16,1,0.5414899389779351,0.1505922165820643,0.37962962962962965
v50_plus_devfit_ood_q900,image_plus_model_isolation_forest,0.9,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,445,0.7529610829103215,146,0.2470389170896785,84,32,52,7,0.5530584324947624,0.10152284263959391,0.3425925925925926
v50_plus_devfit_ood_q900,image_plus_model_isolation_forest,0.9,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,94,0.8703703703703703,14,0.12962962962962962,30,14,16,2,0.5530584324947624,0.10152284263959391,0.3425925925925926
v50_plus_devfit_ood_q925,image_plus_model_isolation_forest,0.925,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,440,0.7445008460236887,151,0.25549915397631134,84,32,52,7,0.5629459282062341,0.07614213197969544,0.32407407407407407
v50_plus_devfit_ood_q925,image_plus_model_isolation_forest,0.925,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,94,0.8703703703703703,14,0.12962962962962962,30,14,16,2,0.5629459282062341,0.07614213197969544,0.32407407407407407
v50_plus_devfit_ood_q950,image_plus_model_isolation_forest,0.95,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,435,0.7360406091370558,156,0.2639593908629442,84,32,52,7,0.5732239190909576,0.050761421319796954,0.2777777777777778
v50_plus_devfit_ood_q950,image_plus_model_isolation_forest,0.95,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,92,0.8518518518518519,16,0.14814814814814814,30,14,16,2,0.5732239190909576,0.050761421319796954,0.2777777777777778
v50_plus_devfit_ood_q975,image_plus_model_isolation_forest,0.975,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,429,0.7258883248730964,162,0.27411167512690354,84,32,52,7,0.5937282447968741,0.025380710659898477,0.18518518518518517
v50_plus_devfit_ood_q975,image_plus_model_isolation_forest,0.975,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,87,0.8055555555555556,21,0.19444444444444445,29,14,15,3,0.5937282447968741,0.025380710659898477,0.18518518518518517
v50_plus_devfit_ood_q800,image_plus_model_mahalanobis,0.8,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,443,0.7495769881556683,148,0.25042301184433163,84,32,52,7,20.744918289400577,0.20135363790186125,1.0
v50_plus_devfit_ood_q800,image_plus_model_mahalanobis,0.8,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,20.744918289400577,0.20135363790186125,1.0
v50_plus_devfit_ood_q850,image_plus_model_mahalanobis,0.85,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,438,0.7411167512690355,153,0.25888324873096447,84,32,52,7,23.458996947735578,0.1505922165820643,1.0
v50_plus_devfit_ood_q850,image_plus_model_mahalanobis,0.85,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,23.458996947735578,0.1505922165820643,1.0
v50_plus_devfit_ood_q900,image_plus_model_mahalanobis,0.9,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,436,0.7377326565143824,155,0.2622673434856176,84,32,52,7,27.120484577363587,0.10152284263959391,1.0
v50_plus_devfit_ood_q900,image_plus_model_mahalanobis,0.9,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,27.120484577363587,0.10152284263959391,1.0
v50_plus_devfit_ood_q925,image_plus_model_mahalanobis,0.925,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,434,0.7343485617597293,157,0.2656514382402707,84,32,52,7,28.614446540267846,0.07614213197969544,1.0
v50_plus_devfit_ood_q925,image_plus_model_mahalanobis,0.925,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,28.614446540267846,0.07614213197969544,1.0
v50_plus_devfit_ood_q950,image_plus_model_mahalanobis,0.95,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,430,0.727580372250423,161,0.272419627749577,84,32,52,7,30.70042329748394,0.050761421319796954,1.0
v50_plus_devfit_ood_q950,image_plus_model_mahalanobis,0.95,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,30.70042329748394,0.050761421319796954,1.0
v50_plus_devfit_ood_q975,image_plus_model_mahalanobis,0.975,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,430,0.727580372250423,161,0.272419627749577,84,32,52,7,37.085830134023865,0.025380710659898477,1.0
v50_plus_devfit_ood_q975,image_plus_model_mahalanobis,0.975,external,1.0,1.0,1.0,1.0,1.0,1.0,61,0,0,47,108,1.0,0,0.0,32,15,17,0,37.085830134023865,0.025380710659898477,1.0
v50_plus_devfit_ood_q800,low_confidence,0.8,development,0.9915397631133672,0.9914396081107428,0.9910313901345291,0.9918478260869565,0.9866071428571429,0.9888143176733781,365,3,2,221,436,0.7377326565143824,155,0.2622673434856176,86,34,52,5,0.9357373634539159,0.20135363790186125,0.3055555555555556
v50_plus_devfit_ood_q800,low_confidence,0.8,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,91,0.8425925925925926,17,0.1574074074074074,29,14,15,3,0.9357373634539159,0.20135363790186125,0.3055555555555556
v50_plus_devfit_ood_q850,low_confidence,0.85,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,431,0.7292724196277496,160,0.2707275803722504,85,33,52,6,0.9521104741869841,0.1505922165820643,0.2777777777777778
v50_plus_devfit_ood_q850,low_confidence,0.85,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,90,0.8333333333333334,18,0.16666666666666666,29,14,15,3,0.9521104741869841,0.1505922165820643,0.2777777777777778
v50_plus_devfit_ood_q900,low_confidence,0.9,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,429,0.7258883248730964,162,0.27411167512690354,84,32,52,7,0.9694962251187023,0.10152284263959391,0.19444444444444445
v50_plus_devfit_ood_q900,low_confidence,0.9,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,84,0.7777777777777778,24,0.2222222222222222,29,14,15,3,0.9694962251187023,0.10152284263959391,0.19444444444444445
v50_plus_devfit_ood_q925,low_confidence,0.925,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,429,0.7258883248730964,162,0.27411167512690354,84,32,52,7,0.977856405235586,0.07614213197969544,0.12962962962962962
v50_plus_devfit_ood_q925,low_confidence,0.925,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,83,0.7685185185185185,25,0.23148148148148148,29,14,15,3,0.977856405235586,0.07614213197969544,0.12962962962962962
v50_plus_devfit_ood_q950,low_confidence,0.95,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,428,0.7241962774957699,163,0.27580372250423013,84,32,52,7,0.9831814011828943,0.050761421319796954,0.1111111111111111
v50_plus_devfit_ood_q950,low_confidence,0.95,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,26,0.24074074074074073,29,14,15,3,0.9831814011828943,0.050761421319796954,0.1111111111111111
v50_plus_devfit_ood_q975,low_confidence,0.975,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,428,0.7241962774957699,163,0.27580372250423013,84,32,52,7,0.9955219863166633,0.025380710659898477,0.0
v50_plus_devfit_ood_q975,low_confidence,0.975,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,0.9955219863166633,0.025380710659898477,0.0
v50_plus_devfit_ood_q800,main_robust_disagreement,0.8,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,450,0.7614213197969543,141,0.23857868020304568,85,33,52,6,0.1609960172813223,0.20135363790186125,0.2222222222222222
v50_plus_devfit_ood_q800,main_robust_disagreement,0.8,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,26,0.24074074074074073,29,14,15,3,0.1609960172813223,0.20135363790186125,0.2222222222222222
v50_plus_devfit_ood_q850,main_robust_disagreement,0.85,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,444,0.751269035532995,147,0.24873096446700507,84,32,52,7,0.18797344949168512,0.1505922165820643,0.1388888888888889
v50_plus_devfit_ood_q850,main_robust_disagreement,0.85,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,26,0.24074074074074073,29,14,15,3,0.18797344949168512,0.1505922165820643,0.1388888888888889
v50_plus_devfit_ood_q900,main_robust_disagreement,0.9,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,438,0.7411167512690355,153,0.25888324873096447,84,32,52,7,0.22646636160349293,0.10152284263959391,0.08333333333333333
v50_plus_devfit_ood_q900,main_robust_disagreement,0.9,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,28,0.25925925925925924,29,14,15,3,0.22646636160349293,0.10152284263959391,0.08333333333333333
v50_plus_devfit_ood_q925,main_robust_disagreement,0.925,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,435,0.7360406091370558,156,0.2639593908629442,84,32,52,7,0.23855149334854772,0.07614213197969544,0.06481481481481481
v50_plus_devfit_ood_q925,main_robust_disagreement,0.925,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,28,0.25925925925925924,29,14,15,3,0.23855149334854772,0.07614213197969544,0.06481481481481481
v50_plus_devfit_ood_q950,main_robust_disagreement,0.95,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,433,0.7326565143824028,158,0.2673434856175973,84,32,52,7,0.2683936417744588,0.050761421319796954,0.05555555555555555
v50_plus_devfit_ood_q950,main_robust_disagreement,0.95,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,0.2683936417744588,0.050761421319796954,0.05555555555555555
v50_plus_devfit_ood_q975,main_robust_disagreement,0.975,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,429,0.7258883248730964,162,0.27411167512690354,84,32,52,7,0.32447739112711244,0.025380710659898477,0.0
v50_plus_devfit_ood_q975,main_robust_disagreement,0.975,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,0.32447739112711244,0.025380710659898477,0.0
v50_plus_devfit_ood_q800,model_prob_compact_isolation_forest,0.8,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,480,0.8121827411167513,111,0.18781725888324874,85,33,52,6,0.5115109340966284,0.20135363790186125,0.2962962962962963
v50_plus_devfit_ood_q800,model_prob_compact_isolation_forest,0.8,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,86,0.7962962962962963,22,0.2037037037037037,30,14,16,2,0.5115109340966284,0.20135363790186125,0.2962962962962963
v50_plus_devfit_ood_q850,model_prob_compact_isolation_forest,0.85,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,466,0.7884940778341794,125,0.21150592216582065,84,32,52,7,0.5237402238100124,0.1505922165820643,0.2037037037037037
v50_plus_devfit_ood_q850,model_prob_compact_isolation_forest,0.85,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,82,0.7592592592592593,26,0.24074074074074073,30,14,16,2,0.5237402238100124,0.1505922165820643,0.2037037037037037
v50_plus_devfit_ood_q900,model_prob_compact_isolation_forest,0.9,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,454,0.7681895093062606,137,0.23181049069373943,84,32,52,7,0.5349510675920902,0.10152284263959391,0.14814814814814814
v50_plus_devfit_ood_q900,model_prob_compact_isolation_forest,0.9,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,81,0.75,27,0.25,29,14,15,3,0.5349510675920902,0.10152284263959391,0.14814814814814814
v50_plus_devfit_ood_q925,model_prob_compact_isolation_forest,0.925,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,448,0.7580372250423012,143,0.24196277495769883,84,32,52,7,0.543975220505847,0.07614213197969544,0.12962962962962962
v50_plus_devfit_ood_q925,model_prob_compact_isolation_forest,0.925,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,28,0.25925925925925924,29,14,15,3,0.543975220505847,0.07614213197969544,0.12962962962962962
v50_plus_devfit_ood_q950,model_prob_compact_isolation_forest,0.95,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,441,0.7461928934010152,150,0.25380710659898476,84,32,52,7,0.5647002795409088,0.050761421319796954,0.09259259259259259
v50_plus_devfit_ood_q950,model_prob_compact_isolation_forest,0.95,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,28,0.25925925925925924,29,14,15,3,0.5647002795409088,0.050761421319796954,0.09259259259259259
v50_plus_devfit_ood_q975,model_prob_compact_isolation_forest,0.975,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,434,0.7343485617597293,157,0.2656514382402707,84,32,52,7,0.5816291926529427,0.025380710659898477,0.037037037037037035
