policy,score_name,quantile,split,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp,control_n,control_rate,auto_n,auto_rate,captured_wrong_n,captured_fn_n,captured_fp_n,remaining_error_n,threshold_from_dev,extra_control_rate_development,extra_control_rate_external
v50_plus_devfit_ood_q975,model_prob_compact_isolation_forest,0.975,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,0.5816291926529427,0.025380710659898477,0.037037037037037035
v50_plus_devfit_ood_q800,model_prob_compact_mahalanobis,0.8,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,449,0.7597292724196277,142,0.24027072758037224,85,33,52,6,12.478474017184883,0.20135363790186125,0.23148148148148148
v50_plus_devfit_ood_q800,model_prob_compact_mahalanobis,0.8,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,86,0.7962962962962963,22,0.2037037037037037,29,14,15,3,12.478474017184883,0.20135363790186125,0.23148148148148148
v50_plus_devfit_ood_q850,model_prob_compact_mahalanobis,0.85,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,444,0.751269035532995,147,0.24873096446700507,85,33,52,6,13.753774031780608,0.1505922165820643,0.18518518518518517
v50_plus_devfit_ood_q850,model_prob_compact_mahalanobis,0.85,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,26,0.24074074074074073,29,14,15,3,13.753774031780608,0.1505922165820643,0.18518518518518517
v50_plus_devfit_ood_q900,model_prob_compact_mahalanobis,0.9,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,439,0.7428087986463621,152,0.2571912013536379,85,33,52,6,15.97376759602346,0.10152284263959391,0.1388888888888889
v50_plus_devfit_ood_q900,model_prob_compact_mahalanobis,0.9,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,81,0.75,27,0.25,29,14,15,3,15.97376759602346,0.10152284263959391,0.1388888888888889
v50_plus_devfit_ood_q925,model_prob_compact_mahalanobis,0.925,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,437,0.739424703891709,154,0.26057529610829105,84,32,52,7,17.307561217973873,0.07614213197969544,0.12962962962962962
v50_plus_devfit_ood_q925,model_prob_compact_mahalanobis,0.925,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,28,0.25925925925925924,29,14,15,3,17.307561217973873,0.07614213197969544,0.12962962962962962
v50_plus_devfit_ood_q950,model_prob_compact_mahalanobis,0.95,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,433,0.7326565143824028,158,0.2673434856175973,84,32,52,7,19.1217442058716,0.050761421319796954,0.08333333333333333
v50_plus_devfit_ood_q950,model_prob_compact_mahalanobis,0.95,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,19.1217442058716,0.050761421319796954,0.08333333333333333
v50_plus_devfit_ood_q975,model_prob_compact_mahalanobis,0.975,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,432,0.7309644670050761,159,0.26903553299492383,84,32,52,7,24.537179106961485,0.025380710659898477,0.07407407407407407
v50_plus_devfit_ood_q975,model_prob_compact_mahalanobis,0.975,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,24.537179106961485,0.025380710659898477,0.07407407407407407
v50_plus_devfit_ood_q800,model_prob_isolation_forest,0.8,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,478,0.8087986463620981,113,0.19120135363790186,85,33,52,6,0.5103938100484615,0.20135363790186125,0.2777777777777778
v50_plus_devfit_ood_q800,model_prob_isolation_forest,0.8,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,86,0.7962962962962963,22,0.2037037037037037,30,14,16,2,0.5103938100484615,0.20135363790186125,0.2777777777777778
v50_plus_devfit_ood_q850,model_prob_isolation_forest,0.85,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,463,0.7834179357021996,128,0.21658206429780033,85,33,52,6,0.5206218975758865,0.1505922165820643,0.19444444444444445
v50_plus_devfit_ood_q850,model_prob_isolation_forest,0.85,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,84,0.7777777777777778,24,0.2222222222222222,30,14,16,2,0.5206218975758865,0.1505922165820643,0.19444444444444445
v50_plus_devfit_ood_q900,model_prob_isolation_forest,0.9,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,455,0.7698815566835872,136,0.23011844331641285,85,33,52,6,0.5281845308143657,0.10152284263959391,0.14814814814814814
v50_plus_devfit_ood_q900,model_prob_isolation_forest,0.9,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,81,0.75,27,0.25,29,14,15,3,0.5281845308143657,0.10152284263959391,0.14814814814814814
v50_plus_devfit_ood_q925,model_prob_isolation_forest,0.925,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,449,0.7597292724196277,142,0.24027072758037224,84,32,52,7,0.5396290602341602,0.07614213197969544,0.10185185185185185
v50_plus_devfit_ood_q925,model_prob_isolation_forest,0.925,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,28,0.25925925925925924,29,14,15,3,0.5396290602341602,0.07614213197969544,0.10185185185185185
v50_plus_devfit_ood_q950,model_prob_isolation_forest,0.95,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,440,0.7445008460236887,151,0.25549915397631134,84,32,52,7,0.5586176207795696,0.050761421319796954,0.05555555555555555
v50_plus_devfit_ood_q950,model_prob_isolation_forest,0.95,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,0.5586176207795696,0.050761421319796954,0.05555555555555555
v50_plus_devfit_ood_q975,model_prob_isolation_forest,0.975,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,435,0.7360406091370558,156,0.2639593908629442,84,32,52,7,0.5726968973837344,0.025380710659898477,0.037037037037037035
v50_plus_devfit_ood_q975,model_prob_isolation_forest,0.975,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,0.5726968973837344,0.025380710659898477,0.037037037037037035
v50_plus_devfit_ood_q800,model_prob_mahalanobis,0.8,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,450,0.7614213197969543,141,0.23857868020304568,85,33,52,6,16.71969933964649,0.20135363790186125,0.25925925925925924
v50_plus_devfit_ood_q800,model_prob_mahalanobis,0.8,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,88,0.8148148148148148,20,0.18518518518518517,29,14,15,3,16.71969933964649,0.20135363790186125,0.25925925925925924
v50_plus_devfit_ood_q850,model_prob_mahalanobis,0.85,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,446,0.754653130287648,145,0.24534686971235195,85,33,52,6,18.87342330053343,0.1505922165820643,0.1574074074074074
v50_plus_devfit_ood_q850,model_prob_mahalanobis,0.85,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,26,0.24074074074074073,29,14,15,3,18.87342330053343,0.1505922165820643,0.1574074074074074
v50_plus_devfit_ood_q900,model_prob_mahalanobis,0.9,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,440,0.7445008460236887,151,0.25549915397631134,85,33,52,6,21.433926578868274,0.10152284263959391,0.1111111111111111
v50_plus_devfit_ood_q900,model_prob_mahalanobis,0.9,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,21.433926578868274,0.10152284263959391,0.1111111111111111
v50_plus_devfit_ood_q925,model_prob_mahalanobis,0.925,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,438,0.7411167512690355,153,0.25888324873096447,84,32,52,7,23.967988934052737,0.07614213197969544,0.08333333333333333
v50_plus_devfit_ood_q925,model_prob_mahalanobis,0.925,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,23.967988934052737,0.07614213197969544,0.08333333333333333
v50_plus_devfit_ood_q950,model_prob_mahalanobis,0.95,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,433,0.7326565143824028,158,0.2673434856175973,84,32,52,7,26.714817493510754,0.050761421319796954,0.07407407407407407
v50_plus_devfit_ood_q950,model_prob_mahalanobis,0.95,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,26.714817493510754,0.050761421319796954,0.07407407407407407
v50_plus_devfit_ood_q975,model_prob_mahalanobis,0.975,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,432,0.7309644670050761,159,0.26903553299492383,84,32,52,7,32.944270898201864,0.025380710659898477,0.06481481481481481
v50_plus_devfit_ood_q975,model_prob_mahalanobis,0.975,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,29,0.26851851851851855,29,14,15,3,32.944270898201864,0.025380710659898477,0.06481481481481481
