accuracy,balanced_accuracy,f1,tn,fp,fn,tp,route_col,corrector_name,objective,routed_n,routed_pct,pass_n,pass_acc,routed_acc,hard_core_routed,hard_core_recall,rescue_n,hurt_n,net_rescue
0.8701754385964913,0.8693114657210401,0.8571428571428571,137,7,30,111,route_score__best41_fp__gross_hand_model__extra,corrector_hard_gross_text_hand_model,pass90_accuracy,16,0.056140350877192984,269,0.8736059479553904,0.8125,13,0.2,13,3,10
0.8701754385964913,0.8693114657210401,0.8571428571428571,137,7,30,111,route_score__best41_fp__gross_hand_model__extra,corrector_hard_gross_text_hand_model,balanced_accuracy,16,0.056140350877192984,269,0.8736059479553904,0.8125,13,0.2,13,3,10
0.8596491228070176,0.8597074468085106,0.8591549295774648,123,21,19,122,route_score__best41_wrong__gross_hand_model__logreg,corrector_hard_gross_text_hand_model,accuracy,40,0.14035087719298245,245,0.8734693877551021,0.775,25,0.38461538461538464,16,9,7
0.8596491228070176,0.8597074468085106,0.8591549295774648,123,21,19,122,route_score__best41_wrong__gross_hand_model__logreg,corrector_hard_gross_text_hand_model,balanced_accuracy,40,0.14035087719298245,245,0.8734693877551021,0.775,25,0.38461538461538464,16,9,7
0.856140350877193,0.8566784869976359,0.8619528619528619,116,28,13,128,route_score__best41_fn__gross_hand_model__extra,corrector_hard_gross_text_hand_model,accuracy,33,0.11578947368421053,252,0.876984126984127,0.696969696969697,15,0.23076923076923078,14,8,6
0.856140350877193,0.8566784869976359,0.8619528619528619,116,28,13,128,route_score__best41_fn__gross_hand_model__extra,corrector_hard_gross_text_hand_model,balanced_accuracy,33,0.11578947368421053,252,0.876984126984127,0.696969696969697,15,0.23076923076923078,14,8,6
0.8526315789473684,0.8527630023640662,0.8531468531468531,121,23,19,122,route_score__best41_fn__model_visible__extra,corrector_hard_gross_text_hand,accuracy,18,0.06315789473684211,267,0.8764044943820225,0.5,11,0.16923076923076924,8,3,5
0.8526315789473684,0.8527630023640662,0.8531468531468531,121,23,19,122,route_score__best41_fn__model_visible__extra,corrector_hard_gross_text_hand,balanced_accuracy,18,0.06315789473684211,267,0.8764044943820225,0.5,11,0.16923076923076924,8,3,5
0.8491228070175438,0.8494385342789599,0.852233676975945,118,26,17,124,route_score__best41_fn__model_visible__extra,corrector_hard_gross_text_hand,pass90_accuracy,31,0.10877192982456141,254,0.8818897637795275,0.5806451612903226,19,0.2923076923076923,11,7,4
0.8491228070175438,0.849290780141844,0.8501742160278746,120,24,19,122,route_score__best41_wrong__gross_hand_model__logreg,corrector_hard_gross_text_hand_model,pass90_accuracy,69,0.24210526315789474,216,0.8981481481481481,0.6956521739130435,37,0.5692307692307692,24,20,4
0.8491228070175438,0.8486997635933806,0.8413284132841329,128,16,27,114,route_score__best41_fp__model_visible__extra,corrector_hard_gross_text_hand,accuracy,14,0.04912280701754386,271,0.8708487084870848,0.42857142857142855,12,0.18461538461538463,4,0,4
0.8491228070175438,0.8486997635933806,0.8413284132841329,128,16,27,114,route_score__best41_fp__model_visible__extra,corrector_hard_gross_text_hand,pass90_accuracy,14,0.04912280701754386,271,0.8708487084870848,0.42857142857142855,12,0.18461538461538463,4,0,4
0.8491228070175438,0.8486997635933806,0.8413284132841329,128,16,27,114,route_score__best41_fp__model_visible__extra,corrector_hard_gross_text_hand,balanced_accuracy,14,0.04912280701754386,271,0.8708487084870848,0.42857142857142855,12,0.18461538461538463,4,0,4
