policy,family,name,budget,base_budget,addon_candidate,addon_rate,dev_accuracy,dev_balanced_accuracy,dev_sensitivity,dev_specificity,dev_precision,dev_f1,dev_tn,dev_fp,dev_fn,dev_tp,dev_review_n,dev_review_rate,dev_captured_wrong_n,dev_captured_fn_n,dev_captured_fp_n,dev_remaining_error_n,dev_review_precision_vs_p2_error,external_accuracy,external_balanced_accuracy,external_sensitivity,external_specificity,external_precision,external_f1,external_tn,external_fp,external_fn,external_tp,external_review_n,external_review_rate,external_captured_wrong_n,external_captured_fn_n,external_captured_fp_n,external_remaining_error_n,external_review_precision_vs_p2_error
fusion_rank::any_plus_pred_low_fn_heavy::budget=0.750,fusion_rank,any_plus_pred_low_fn_heavy,0.75,,,,0.9796954314720813,0.9836956521739131,1.0,0.967391304347826,0.948936170212766,0.9737991266375546,356,12,0,223,443,0.7495769881556683,79,36,43,12,0.17832957110609482,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,81,0.75,29,14,15,3,0.35802469135802467
fusion_rank::any_plus_pred_low_fn_heavy::budget=0.775,fusion_rank,any_plus_pred_low_fn_heavy,0.775,,,,0.9813874788494078,0.9850543478260869,1.0,0.970108695652174,0.9529914529914529,0.9759299781181618,357,11,0,223,458,0.7749576988155669,80,36,44,11,0.17467248908296942,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,84,0.7777777777777778,29,14,15,3,0.34523809523809523
fusion_rank::any_plus_pred_low_fn_heavy::budget=0.800,fusion_rank,any_plus_pred_low_fn_heavy,0.8,,,,0.9864636209813875,0.9891304347826086,1.0,0.9782608695652174,0.9653679653679653,0.9823788546255507,360,8,0,223,473,0.8003384094754653,83,36,47,8,0.17547568710359407,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,86,0.7962962962962963,29,14,15,3,0.3372093023255814
fusion_rank::dir_plus_pred_low_fn::budget=0.350,fusion_rank,dir_plus_pred_low_fn,0.35,,,,0.8866328257191202,0.8983659095340222,0.9461883408071748,0.8505434782608695,0.793233082706767,0.8629856850715746,313,55,12,211,207,0.350253807106599,24,24,0,67,0.11594202898550725,0.8148148148148148,0.8238576909661667,0.8936170212765957,0.7540983606557377,0.7368421052631579,0.8076923076923077,46,15,5,42,38,0.35185185185185186,12,10,2,20,0.3157894736842105
fusion_rank::dir_plus_pred_low_fn::budget=0.375,fusion_rank,dir_plus_pred_low_fn,0.375,,,,0.8883248730964467,0.9006080620003899,0.9506726457399103,0.8505434782608695,0.7940074906367042,0.8653061224489796,313,55,11,212,222,0.3756345177664975,25,25,0,66,0.11261261261261261,0.8240740740740741,0.8320544122776421,0.8936170212765957,0.7704918032786885,0.75,0.8155339805825244,47,14,5,42,40,0.37037037037037035,13,10,3,19,0.325
fusion_rank::dir_plus_pred_low_fn::budget=0.400,fusion_rank,dir_plus_pred_low_fn,0.4,,,,0.8934010152284264,0.9046841489569117,0.9506726457399103,0.8586956521739131,0.803030303030303,0.8706365503080081,316,52,11,212,236,0.3993231810490694,28,25,3,63,0.11864406779661017,0.8333333333333334,0.8402511335891175,0.8936170212765957,0.7868852459016393,0.7636363636363637,0.8235294117647058,48,13,5,42,43,0.39814814814814814,14,10,4,18,0.32558139534883723
fusion_rank::dir_plus_pred_low_fn::budget=0.425,fusion_rank,dir_plus_pred_low_fn,0.425,,,,0.9086294416243654,0.9169124098264769,0.9506726457399103,0.8831521739130435,0.8313725490196079,0.8870292887029289,325,43,11,212,251,0.42470389170896783,37,25,12,54,0.14741035856573706,0.8518518518518519,0.8566445762120684,0.8936170212765957,0.819672131147541,0.7924528301886793,0.8400000000000001,50,11,5,42,46,0.42592592592592593,16,10,6,16,0.34782608695652173
fusion_rank::dir_plus_pred_low_fn::budget=0.450,fusion_rank,dir_plus_pred_low_fn,0.45,,,,0.9187817258883249,0.9250645837395204,0.9506726457399103,0.8994565217391305,0.8514056224899599,0.8983050847457628,331,37,11,212,266,0.4500846023688663,43,25,18,48,0.16165413533834586,0.8703703703703703,0.8730380188350191,0.8936170212765957,0.8524590163934426,0.8235294117647058,0.8571428571428571,52,9,5,42,49,0.4537037037037037,18,10,8,14,0.3673469387755102
fusion_rank::dir_plus_pred_low_fn::budget=0.475,fusion_rank,dir_plus_pred_low_fn,0.475,,,,0.9323181049069373,0.9359341489569117,0.9506726457399103,0.9211956521739131,0.8796680497925311,0.9137931034482758,339,29,11,212,281,0.4754653130287648,51,25,26,40,0.18149466192170818,0.8703703703703703,0.8730380188350191,0.8936170212765957,0.8524590163934426,0.8235294117647058,0.8571428571428571,52,9,5,42,51,0.4722222222222222,18,10,8,14,0.35294117647058826
fusion_rank::dir_plus_pred_low_fn::budget=0.500,fusion_rank,dir_plus_pred_low_fn,0.5,,,,0.9390862944162437,0.9431358451939948,0.9596412556053812,0.9266304347826086,0.8879668049792531,0.9224137931034483,341,27,9,214,296,0.5008460236886633,55,27,28,36,0.1858108108108108,0.8888888888888888,0.891873038018835,0.9148936170212766,0.8688524590163934,0.8431372549019608,0.8775510204081632,53,8,4,43,54,0.5,20,11,9,12,0.37037037037037035
fusion_rank::dir_plus_pred_low_fn::budget=0.525,fusion_rank,dir_plus_pred_low_fn,0.525,,,,0.9441624365482234,0.9480953889647105,0.9641255605381166,0.9320652173913043,0.8958333333333334,0.9287257019438445,343,25,8,215,310,0.5245346869712352,58,28,30,33,0.1870967741935484,0.8981481481481481,0.9000697593303104,0.9148936170212766,0.8852459016393442,0.86,0.8865979381443299,54,7,4,43,57,0.5277777777777778,21,11,10,11,0.3684210526315789
fusion_rank::dir_plus_pred_low_fn::budget=0.550,fusion_rank,dir_plus_pred_low_fn,0.55,,,,0.9560067681895094,0.9602566289725093,0.9775784753363229,0.9429347826086957,0.9121338912133892,0.9437229437229437,347,21,5,218,325,0.5499153976311336,65,31,34,26,0.2,0.9074074074074074,0.9107080572026509,0.9361702127659575,0.8852459016393442,0.8627450980392157,0.8979591836734694,54,7,3,44,59,0.5462962962962963,22,12,10,10,0.3728813559322034
fusion_rank::dir_plus_pred_low_fn::budget=0.575,fusion_rank,dir_plus_pred_low_fn,0.575,,,,0.9560067681895094,0.9602566289725093,0.9775784753363229,0.9429347826086957,0.9121338912133892,0.9437229437229437,347,21,5,218,340,0.5752961082910322,65,31,34,26,0.19117647058823528,0.9259259259259259,0.9271014998256017,0.9361702127659575,0.9180327868852459,0.8979591836734694,0.9166666666666666,56,5,3,44,62,0.5740740740740741,24,12,12,8,0.3870967741935484
fusion_rank::dir_plus_pred_low_fn::budget=0.600,fusion_rank,dir_plus_pred_low_fn,0.6,,,,0.9627749576988156,0.9665748683953987,0.9820627802690582,0.9510869565217391,0.9240506329113924,0.9521739130434783,350,18,4,219,355,0.6006768189509306,69,32,37,22,0.19436619718309858,0.9351851851851852,0.9377397976979421,0.9574468085106383,0.9180327868852459,0.9,0.9278350515463918,56,5,2,45,65,0.6018518518518519,25,13,12,7,0.38461538461538464
fusion_rank::dir_plus_pred_low_fn::budget=0.625,fusion_rank,dir_plus_pred_low_fn,0.625,,,,0.9627749576988156,0.9665748683953987,0.9820627802690582,0.9510869565217391,0.9240506329113924,0.9521739130434783,350,18,4,219,369,0.6243654822335025,69,32,37,22,0.18699186991869918,0.9444444444444444,0.9459365190094176,0.9574468085106383,0.9344262295081968,0.9183673469387755,0.9375000000000001,57,4,2,45,68,0.6296296296296297,26,13,13,6,0.38235294117647056
fusion_rank::dir_plus_pred_low_fn::budget=0.650,fusion_rank,dir_plus_pred_low_fn,0.65,,,,0.9712351945854484,0.9760187170988497,0.9955156950672646,0.9565217391304348,0.9327731092436975,0.9631236442516269,352,16,1,222,384,0.649746192893401,74,35,39,17,0.19270833333333334,0.9537037037037037,0.9565748168817579,0.9787234042553191,0.9344262295081968,0.92,0.9484536082474226,57,4,1,46,70,0.6481481481481481,27,14,13,5,0.38571428571428573
fusion_rank::dir_plus_pred_low_fn::budget=0.675,fusion_rank,dir_plus_pred_low_fn,0.675,,,,0.9729272419627749,0.9773774127510235,0.9955156950672646,0.9592391304347826,0.9367088607594937,0.9652173913043479,353,15,1,222,399,0.6751269035532995,75,35,40,16,0.18796992481203006,0.9537037037037037,0.9565748168817579,0.9787234042553191,0.9344262295081968,0.92,0.9484536082474226,57,4,1,46,73,0.6759259259259259,27,14,13,5,0.3698630136986301
fusion_rank::dir_plus_pred_low_fn::budget=0.700,fusion_rank,dir_plus_pred_low_fn,0.7,,,,0.9746192893401016,0.9787361084031976,0.9955156950672646,0.9619565217391305,0.940677966101695,0.9673202614379086,354,14,1,222,414,0.700507614213198,76,35,41,15,0.18357487922705315,0.9629629629629629,0.9647715381932334,0.9787234042553191,0.9508196721311475,0.9387755102040817,0.9583333333333333,58,3,1,46,76,0.7037037037037037,28,14,14,4,0.3684210526315789
fusion_rank::dir_plus_pred_low_fn::budget=0.725,fusion_rank,dir_plus_pred_low_fn,0.725,,,,0.9746192893401016,0.9787361084031976,0.9955156950672646,0.9619565217391305,0.940677966101695,0.9673202614379086,354,14,1,222,428,0.7241962774957699,76,35,41,15,0.17757009345794392,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,78,0.7222222222222222,29,14,15,3,0.3717948717948718
fusion_rank::dir_plus_pred_low_fn::budget=0.750,fusion_rank,dir_plus_pred_low_fn,0.75,,,,0.9746192893401016,0.9787361084031976,0.9955156950672646,0.9619565217391305,0.940677966101695,0.9673202614379086,354,14,1,222,443,0.7495769881556683,76,35,41,15,0.17155756207674944,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,81,0.75,29,14,15,3,0.35802469135802467
fusion_rank::dir_plus_pred_low_fn::budget=0.775,fusion_rank,dir_plus_pred_low_fn,0.775,,,,0.9796954314720813,0.9828121953597193,0.9955156950672646,0.970108695652174,0.9527896995708155,0.9736842105263159,357,11,1,222,458,0.7749576988155669,79,35,44,12,0.17248908296943233,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,84,0.7777777777777778,29,14,15,3,0.34523809523809523
fusion_rank::dir_plus_pred_low_fn::budget=0.800,fusion_rank,dir_plus_pred_low_fn,0.8,,,,0.9847715736040609,0.986888282316241,0.9955156950672646,0.9782608695652174,0.9652173913043478,0.9801324503311257,360,8,1,222,473,0.8003384094754653,82,35,47,9,0.1733615221987315,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,86,0.7962962962962963,29,14,15,3,0.3372093023255814
fusion_rank::dir_plus_lowfn_heavy::budget=0.350,fusion_rank,dir_plus_lowfn_heavy,0.35,,,,0.8866328257191202,0.8983659095340222,0.9461883408071748,0.8505434782608695,0.793233082706767,0.8629856850715746,313,55,12,211,207,0.350253807106599,24,24,0,67,0.11594202898550725,0.8055555555555556,0.8181025462155563,0.9148936170212766,0.7213114754098361,0.7166666666666667,0.8037383177570094,44,17,4,43,38,0.35185185185185186,11,11,0,21,0.2894736842105263
fusion_rank::dir_plus_lowfn_heavy::budget=0.375,fusion_rank,dir_plus_lowfn_heavy,0.375,,,,0.8883248730964467,0.9006080620003899,0.9506726457399103,0.8505434782608695,0.7940074906367042,0.8653061224489796,313,55,11,212,222,0.3756345177664975,25,25,0,66,0.11261261261261261,0.8148148148148148,0.8287408440878967,0.9361702127659575,0.7213114754098361,0.7213114754098361,0.8148148148148149,44,17,3,44,40,0.37037037037037035,12,12,0,20,0.3
fusion_rank::dir_plus_lowfn_heavy::budget=0.400,fusion_rank,dir_plus_lowfn_heavy,0.4,,,,0.8883248730964467,0.9006080620003899,0.9506726457399103,0.8505434782608695,0.7940074906367042,0.8653061224489796,313,55,11,212,236,0.3993231810490694,25,25,0,66,0.1059322033898305,0.8240740740740741,0.8393791419602372,0.9574468085106383,0.7213114754098361,0.7258064516129032,0.8256880733944956,44,17,2,45,43,0.39814814814814814,13,13,0,19,0.3023255813953488
fusion_rank::dir_plus_lowfn_heavy::budget=0.425,fusion_rank,dir_plus_lowfn_heavy,0.425,,,,0.8917089678510999,0.9050923669331253,0.9596412556053812,0.8505434782608695,0.7955390334572491,0.8699186991869918,313,55,9,214,251,0.42470389170896783,27,27,0,64,0.10756972111553785,0.8425925925925926,0.8557725845831881,0.9574468085106383,0.7540983606557377,0.75,0.8411214953271028,46,15,2,45,46,0.42592592592592593,15,13,2,17,0.32608695652173914
fusion_rank::dir_plus_lowfn_heavy::budget=0.450,fusion_rank,dir_plus_lowfn_heavy,0.45,,,,0.8984771573604061,0.9140609767985962,0.9775784753363229,0.8505434782608695,0.7985347985347986,0.8790322580645162,313,55,5,218,266,0.4500846023688663,31,31,0,60,0.11654135338345864,0.8425925925925926,0.8557725845831881,0.9574468085106383,0.7540983606557377,0.75,0.8411214953271028,46,15,2,45,49,0.4537037037037037,15,13,2,17,0.30612244897959184
fusion_rank::dir_plus_lowfn_heavy::budget=0.475,fusion_rank,dir_plus_lowfn_heavy,0.475,,,,0.9001692047377327,0.9163031292649639,0.9820627802690582,0.8505434782608695,0.7992700729927007,0.8812877263581489,313,55,4,219,281,0.4754653130287648,32,32,0,59,0.11387900355871886,0.8425925925925926,0.8557725845831881,0.9574468085106383,0.7540983606557377,0.75,0.8411214953271028,46,15,2,45,51,0.4722222222222222,15,13,2,17,0.29411764705882354
fusion_rank::dir_plus_lowfn_heavy::budget=0.500,fusion_rank,dir_plus_lowfn_heavy,0.5,,,,0.9035532994923858,0.9207874341976994,0.9910313901345291,0.8505434782608695,0.8007246376811594,0.8857715430861722,313,55,2,221,296,0.5008460236886633,34,34,0,57,0.11486486486486487,0.8518518518518519,0.8639693058946634,0.9574468085106383,0.7704918032786885,0.7627118644067796,0.8490566037735849,47,14,2,45,54,0.5,16,13,3,16,0.2962962962962963
fusion_rank::dir_plus_lowfn_heavy::budget=0.525,fusion_rank,dir_plus_lowfn_heavy,0.525,,,,0.9052453468697124,0.923029586664067,0.9955156950672646,0.8505434782608695,0.8014440433212996,0.8879999999999999,313,55,1,222,310,0.5245346869712352,35,35,0,56,0.11290322580645161,0.8796296296296297,0.8910010463899547,0.9787234042553191,0.8032786885245902,0.7931034482758621,0.8761904761904762,49,12,1,46,57,0.5277777777777778,19,14,5,13,0.3333333333333333
fusion_rank::dir_plus_lowfn_heavy::budget=0.550,fusion_rank,dir_plus_lowfn_heavy,0.55,,,,0.9052453468697124,0.923029586664067,0.9955156950672646,0.8505434782608695,0.8014440433212996,0.8879999999999999,313,55,1,222,325,0.5499153976311336,35,35,0,56,0.1076923076923077,0.8981481481481481,0.9073944890129055,0.9787234042553191,0.8360655737704918,0.8214285714285714,0.8932038834951456,51,10,1,46,59,0.5462962962962963,21,14,7,11,0.3559322033898305
fusion_rank::dir_plus_lowfn_heavy::budget=0.575,fusion_rank,dir_plus_lowfn_heavy,0.575,,,,0.9052453468697124,0.923029586664067,0.9955156950672646,0.8505434782608695,0.8014440433212996,0.8879999999999999,313,55,1,222,340,0.5752961082910322,35,35,0,56,0.10294117647058823,0.9166666666666666,0.9237879316358563,0.9787234042553191,0.8688524590163934,0.8518518518518519,0.9108910891089108,53,8,1,46,62,0.5740740740740741,23,14,9,9,0.3709677419354839
fusion_rank::dir_plus_lowfn_heavy::budget=0.600,fusion_rank,dir_plus_lowfn_heavy,0.6,,,,0.9170896785109983,0.9325404562292845,0.9955156950672646,0.8695652173913043,0.8222222222222222,0.9006085192697769,320,48,1,222,355,0.6006768189509306,42,35,7,49,0.11830985915492957,0.9259259259259259,0.9319846529473317,0.9787234042553191,0.8852459016393442,0.8679245283018868,0.9199999999999999,54,7,1,46,65,0.6018518518518519,24,14,10,8,0.36923076923076925
fusion_rank::dir_plus_lowfn_heavy::budget=0.625,fusion_rank,dir_plus_lowfn_heavy,0.625,,,,0.934010152284264,0.9461274127510235,0.9955156950672646,0.8967391304347826,0.8538461538461538,0.9192546583850931,330,38,1,222,369,0.6243654822335025,52,35,17,39,0.14092140921409213,0.9444444444444444,0.9483780955702825,0.9787234042553191,0.9180327868852459,0.9019607843137255,0.9387755102040817,56,5,1,46,68,0.6296296296296297,26,14,12,6,0.38235294117647056
fusion_rank::dir_plus_lowfn_heavy::budget=0.650,fusion_rank,dir_plus_lowfn_heavy,0.65,,,,0.949238578680203,0.9583556736205888,0.9955156950672646,0.9211956521739131,0.8844621513944223,0.9367088607594938,339,29,1,222,384,0.649746192893401,61,35,26,30,0.15885416666666666,0.9444444444444444,0.9483780955702825,0.9787234042553191,0.9180327868852459,0.9019607843137255,0.9387755102040817,56,5,1,46,70,0.6481481481481481,26,14,12,6,0.37142857142857144
fusion_rank::dir_plus_lowfn_heavy::budget=0.675,fusion_rank,dir_plus_lowfn_heavy,0.675,,,,0.9576988155668359,0.9660326086956521,1.0,0.9320652173913043,0.8991935483870968,0.9469214437367304,343,25,0,223,399,0.6751269035532995,66,36,30,25,0.16541353383458646,0.9537037037037037,0.9565748168817579,0.9787234042553191,0.9344262295081968,0.92,0.9484536082474226,57,4,1,46,73,0.6759259259259259,27,14,13,5,0.3698630136986301
fusion_rank::dir_plus_lowfn_heavy::budget=0.700,fusion_rank,dir_plus_lowfn_heavy,0.7,,,,0.9644670050761421,0.9714673913043479,1.0,0.9429347826086957,0.9139344262295082,0.9550321199143469,347,21,0,223,414,0.700507614213198,70,36,34,21,0.16908212560386474,0.9537037037037037,0.9565748168817579,0.9787234042553191,0.9344262295081968,0.92,0.9484536082474226,57,4,1,46,76,0.7037037037037037,27,14,13,5,0.35526315789473684
fusion_rank::dir_plus_lowfn_heavy::budget=0.725,fusion_rank,dir_plus_lowfn_heavy,0.725,,,,0.9695431472081218,0.9755434782608696,1.0,0.9510869565217391,0.9253112033195021,0.9612068965517242,350,18,0,223,428,0.7241962774957699,73,36,37,18,0.1705607476635514,0.9537037037037037,0.9565748168817579,0.9787234042553191,0.9344262295081968,0.92,0.9484536082474226,57,4,1,46,78,0.7222222222222222,27,14,13,5,0.34615384615384615
fusion_rank::dir_plus_lowfn_heavy::budget=0.750,fusion_rank,dir_plus_lowfn_heavy,0.75,,,,0.9763113367174281,0.9809782608695652,1.0,0.9619565217391305,0.9409282700421941,0.9695652173913044,354,14,0,223,443,0.7495769881556683,77,36,41,14,0.17381489841986456,0.9629629629629629,0.9647715381932334,0.9787234042553191,0.9508196721311475,0.9387755102040817,0.9583333333333333,58,3,1,46,81,0.75,28,14,14,4,0.345679012345679
fusion_rank::dir_plus_lowfn_heavy::budget=0.775,fusion_rank,dir_plus_lowfn_heavy,0.775,,,,0.9763113367174281,0.9809782608695652,1.0,0.9619565217391305,0.9409282700421941,0.9695652173913044,354,14,0,223,458,0.7749576988155669,77,36,41,14,0.16812227074235808,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,84,0.7777777777777778,29,14,15,3,0.34523809523809523
fusion_rank::dir_plus_lowfn_heavy::budget=0.800,fusion_rank,dir_plus_lowfn_heavy,0.8,,,,0.9830795262267343,0.9864130434782609,1.0,0.9728260869565217,0.9570815450643777,0.9780701754385965,358,10,0,223,473,0.8003384094754653,81,36,45,10,0.17124735729386892,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,86,0.7962962962962963,29,14,15,3,0.3372093023255814
fusion_rank::lowfn_highfp::budget=0.350,fusion_rank,lowfn_highfp,0.35,,,,0.8866328257191202,0.8983659095340222,0.9461883408071748,0.8505434782608695,0.793233082706767,0.8629856850715746,313,55,12,211,207,0.350253807106599,24,24,0,67,0.11594202898550725,0.8240740740740741,0.8320544122776421,0.8936170212765957,0.7704918032786885,0.75,0.8155339805825244,47,14,5,42,38,0.35185185185185186,13,10,3,19,0.34210526315789475
fusion_rank::lowfn_highfp::budget=0.375,fusion_rank,lowfn_highfp,0.375,,,,0.8883248730964467,0.9006080620003899,0.9506726457399103,0.8505434782608695,0.7940074906367042,0.8653061224489796,313,55,11,212,222,0.3756345177664975,25,25,0,66,0.11261261261261261,0.8240740740740741,0.8320544122776421,0.8936170212765957,0.7704918032786885,0.75,0.8155339805825244,47,14,5,42,40,0.37037037037037035,13,10,3,19,0.325
fusion_rank::lowfn_highfp::budget=0.400,fusion_rank,lowfn_highfp,0.4,,,,0.8883248730964467,0.9006080620003899,0.9506726457399103,0.8505434782608695,0.7940074906367042,0.8653061224489796,313,55,11,212,236,0.3993231810490694,25,25,0,66,0.1059322033898305,0.8425925925925926,0.8484478549005929,0.8936170212765957,0.8032786885245902,0.7777777777777778,0.8316831683168316,49,12,5,42,43,0.39814814814814814,15,10,5,17,0.3488372093023256
fusion_rank::lowfn_highfp::budget=0.425,fusion_rank,lowfn_highfp,0.425,,,,0.8917089678510999,0.9050923669331253,0.9596412556053812,0.8505434782608695,0.7955390334572491,0.8699186991869918,313,55,9,214,251,0.42470389170896783,27,27,0,64,0.10756972111553785,0.8611111111111112,0.8648412975235438,0.8936170212765957,0.8360655737704918,0.8076923076923077,0.8484848484848485,51,10,5,42,46,0.42592592592592593,17,10,7,15,0.3695652173913043
fusion_rank::lowfn_highfp::budget=0.450,fusion_rank,lowfn_highfp,0.45,,,,0.8984771573604061,0.9140609767985962,0.9775784753363229,0.8505434782608695,0.7985347985347986,0.8790322580645162,313,55,5,218,266,0.4500846023688663,31,31,0,60,0.11654135338345864,0.8703703703703703,0.8730380188350191,0.8936170212765957,0.8524590163934426,0.8235294117647058,0.8571428571428571,52,9,5,42,49,0.4537037037037037,18,10,8,14,0.3673469387755102
fusion_rank::lowfn_highfp::budget=0.475,fusion_rank,lowfn_highfp,0.475,,,,0.9018612521150592,0.916778368102944,0.9775784753363229,0.8559782608695652,0.8044280442804428,0.8825910931174089,315,53,5,218,281,0.4754653130287648,33,31,2,58,0.11743772241992882,0.8796296296296297,0.8812347401464946,0.8936170212765957,0.8688524590163934,0.84,0.8659793814432989,53,8,5,42,51,0.4722222222222222,19,10,9,13,0.37254901960784315
fusion_rank::lowfn_highfp::budget=0.500,fusion_rank,lowfn_highfp,0.5,,,,0.9204737732656514,0.9326074770910509,0.9820627802690582,0.8831521739130435,0.8358778625954199,0.9030927835051545,325,43,4,219,296,0.5008460236886633,44,32,12,47,0.14864864864864866,0.8888888888888888,0.8894314614579699,0.8936170212765957,0.8852459016393442,0.8571428571428571,0.875,54,7,5,42,54,0.5,20,10,10,12,0.37037037037037035
fusion_rank::lowfn_highfp::budget=0.525,fusion_rank,lowfn_highfp,0.525,,,,0.9306260575296108,0.9407596510040943,0.9820627802690582,0.8994565217391305,0.85546875,0.9144050104384134,331,37,4,219,310,0.5245346869712352,50,32,18,41,0.16129032258064516,0.9074074074074074,0.9058249040809208,0.8936170212765957,0.9180327868852459,0.8936170212765957,0.8936170212765957,56,5,5,42,57,0.5277777777777778,22,10,12,10,0.38596491228070173
fusion_rank::lowfn_highfp::budget=0.550,fusion_rank,lowfn_highfp,0.55,,,,0.9407783417935702,0.9489118249171378,0.9820627802690582,0.9157608695652174,0.876,0.9260042283298097,337,31,4,219,325,0.5499153976311336,56,32,24,35,0.1723076923076923,0.9166666666666666,0.9164632019532613,0.9148936170212766,0.9180327868852459,0.8958333333333334,0.9052631578947369,56,5,4,43,59,0.5462962962962963,23,11,12,9,0.3898305084745763
fusion_rank::lowfn_highfp::budget=0.575,fusion_rank,lowfn_highfp,0.575,,,,0.9509306260575296,0.9588309124585689,0.9910313901345291,0.9266304347826086,0.8911290322580645,0.9384288747346072,341,27,2,221,340,0.5752961082910322,62,34,28,29,0.18235294117647058,0.9259259259259259,0.9246599232647367,0.9148936170212766,0.9344262295081968,0.9148936170212766,0.9148936170212766,57,4,4,43,62,0.5740740740740741,24,11,13,8,0.3870967741935484
fusion_rank::lowfn_highfp::budget=0.600,fusion_rank,lowfn_highfp,0.6,,,,0.9593908629441624,0.9665078475336323,0.9955156950672646,0.9375,0.9061224489795918,0.9487179487179487,345,23,1,222,355,0.6006768189509306,67,35,32,24,0.18873239436619718,0.9351851851851852,0.9352982211370771,0.9361702127659575,0.9344262295081968,0.9166666666666666,0.9263157894736843,57,4,3,44,65,0.6018518518518519,25,12,13,7,0.38461538461538464
fusion_rank::lowfn_highfp::budget=0.625,fusion_rank,lowfn_highfp,0.625,,,,0.9627749576988156,0.9692252388379801,0.9955156950672646,0.9429347826086957,0.9135802469135802,0.9527896995708155,347,21,1,222,369,0.6243654822335025,69,35,34,22,0.18699186991869918,0.9444444444444444,0.9459365190094176,0.9574468085106383,0.9344262295081968,0.9183673469387755,0.9375000000000001,57,4,2,45,68,0.6296296296296297,26,13,13,6,0.38235294117647056
fusion_rank::lowfn_highfp::budget=0.650,fusion_rank,lowfn_highfp,0.65,,,,0.9678510998307953,0.9733013257945018,0.9955156950672646,0.9510869565217391,0.925,0.958963282937365,350,18,1,222,384,0.649746192893401,72,35,37,19,0.1875,0.9444444444444444,0.9459365190094176,0.9574468085106383,0.9344262295081968,0.9183673469387755,0.9375000000000001,57,4,2,45,70,0.6481481481481481,26,13,13,6,0.37142857142857144
fusion_rank::lowfn_highfp::budget=0.675,fusion_rank,lowfn_highfp,0.675,,,,0.9695431472081218,0.9746600214466757,0.9955156950672646,0.9538043478260869,0.9288702928870293,0.961038961038961,351,17,1,222,399,0.6751269035532995,73,35,38,18,0.18295739348370926,0.9537037037037037,0.9541332403208929,0.9574468085106383,0.9508196721311475,0.9375,0.9473684210526315,58,3,2,45,73,0.6759259259259259,27,13,14,5,0.3698630136986301
fusion_rank::lowfn_highfp::budget=0.700,fusion_rank,lowfn_highfp,0.7,,,,0.9729272419627749,0.9773774127510235,0.9955156950672646,0.9592391304347826,0.9367088607594937,0.9652173913043479,353,15,1,222,414,0.700507614213198,75,35,40,16,0.18115942028985507,0.9629629629629629,0.9647715381932334,0.9787234042553191,0.9508196721311475,0.9387755102040817,0.9583333333333333,58,3,1,46,76,0.7037037037037037,28,14,14,4,0.3684210526315789
fusion_rank::lowfn_highfp::budget=0.725,fusion_rank,lowfn_highfp,0.725,,,,0.9746192893401016,0.9787361084031976,0.9955156950672646,0.9619565217391305,0.940677966101695,0.9673202614379086,354,14,1,222,428,0.7241962774957699,76,35,41,15,0.17757009345794392,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,78,0.7222222222222222,29,14,15,3,0.3717948717948718
fusion_rank::lowfn_highfp::budget=0.750,fusion_rank,lowfn_highfp,0.75,,,,0.9746192893401016,0.9787361084031976,0.9955156950672646,0.9619565217391305,0.940677966101695,0.9673202614379086,354,14,1,222,443,0.7495769881556683,76,35,41,15,0.17155756207674944,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,81,0.75,29,14,15,3,0.35802469135802467
fusion_rank::lowfn_highfp::budget=0.775,fusion_rank,lowfn_highfp,0.775,,,,0.9780033840947546,0.9814534997075453,0.9955156950672646,0.967391304347826,0.9487179487179487,0.9715536105032823,356,12,1,222,458,0.7749576988155669,78,35,43,13,0.1703056768558952,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,84,0.7777777777777778,29,14,15,3,0.34523809523809523
