policy,family,name,budget,base_budget,addon_candidate,addon_rate,dev_accuracy,dev_balanced_accuracy,dev_sensitivity,dev_specificity,dev_precision,dev_f1,dev_tn,dev_fp,dev_fn,dev_tp,dev_review_n,dev_review_rate,dev_captured_wrong_n,dev_captured_fn_n,dev_captured_fp_n,dev_remaining_error_n,dev_review_precision_vs_p2_error,external_accuracy,external_balanced_accuracy,external_sensitivity,external_specificity,external_precision,external_f1,external_tn,external_fp,external_fn,external_tp,external_review_n,external_review_rate,external_captured_wrong_n,external_captured_fn_n,external_captured_fp_n,external_remaining_error_n,external_review_precision_vs_p2_error
single_rank::rank_any::budget=0.350,single_rank,rank_any,0.35,,,,0.9424703891708968,0.9334848410996296,0.8968609865470852,0.970108695652174,0.9478672985781991,0.9216589861751152,357,11,23,200,207,0.350253807106599,57,13,44,34,0.2753623188405797,0.8518518518518519,0.8419951168468782,0.7659574468085106,0.9180327868852459,0.8780487804878049,0.8181818181818182,56,5,11,36,38,0.35185185185185186,16,4,12,16,0.42105263157894735
single_rank::rank_any::budget=0.375,single_rank,rank_any,0.375,,,,0.9441624365482234,0.9348435367518035,0.8968609865470852,0.9728260869565217,0.9523809523809523,0.9237875288683602,358,10,23,200,222,0.3756345177664975,58,13,45,33,0.26126126126126126,0.8703703703703703,0.8632717125915591,0.8085106382978723,0.9180327868852459,0.8837209302325582,0.8444444444444444,56,5,9,38,40,0.37037037037037035,18,6,12,14,0.45
single_rank::rank_any::budget=0.400,single_rank,rank_any,0.4,,,,0.9458544839255499,0.9362022324039774,0.8968609865470852,0.9755434782608695,0.9569377990430622,0.9259259259259259,359,9,23,200,236,0.3993231810490694,59,13,46,32,0.25,0.8888888888888888,0.882106731775375,0.8297872340425532,0.9344262295081968,0.9069767441860465,0.8666666666666666,57,4,8,39,43,0.39814814814814814,20,7,13,12,0.46511627906976744
single_rank::rank_any::budget=0.425,single_rank,rank_any,0.425,,,,0.9509306260575296,0.9420452329888866,0.905829596412556,0.9782608695652174,0.9619047619047619,0.9330254041570438,360,8,21,202,251,0.42470389170896783,62,15,47,29,0.24701195219123506,0.8981481481481481,0.8927450296477154,0.851063829787234,0.9344262295081968,0.9090909090909091,0.8791208791208791,57,4,7,40,46,0.42592592592592593,21,8,13,11,0.45652173913043476
single_rank::rank_any::budget=0.450,single_rank,rank_any,0.45,,,,0.9526226734348562,0.9442873854552545,0.9103139013452914,0.9782608695652174,0.9620853080568721,0.935483870967742,360,8,20,203,266,0.4500846023688663,63,16,47,28,0.23684210526315788,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,49,0.4537037037037037,22,9,13,10,0.4489795918367347
single_rank::rank_any::budget=0.475,single_rank,rank_any,0.475,,,,0.9543147208121827,0.9465295379216221,0.9147982062780269,0.9782608695652174,0.9622641509433962,0.9379310344827586,360,8,19,204,281,0.4754653130287648,64,17,47,27,0.2277580071174377,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,51,0.4722222222222222,22,9,13,10,0.43137254901960786
single_rank::rank_any::budget=0.500,single_rank,rank_any,0.5,,,,0.9593908629441624,0.9523725385065315,0.9237668161434978,0.9809782608695652,0.9671361502347418,0.944954128440367,361,7,17,206,296,0.5008460236886633,67,19,48,24,0.22635135135135134,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,54,0.5,22,9,13,10,0.4074074074074074
single_rank::rank_any::budget=0.525,single_rank,rank_any,0.525,,,,0.9627749576988156,0.9559733866250731,0.9282511210762332,0.9836956521739131,0.971830985915493,0.9495412844036697,362,6,16,207,310,0.5245346869712352,69,20,49,22,0.22258064516129034,0.9166666666666666,0.9115800488315312,0.8723404255319149,0.9508196721311475,0.9318181818181818,0.9010989010989012,58,3,6,41,57,0.5277777777777778,23,9,14,9,0.40350877192982454
single_rank::rank_any::budget=0.550,single_rank,rank_any,0.55,,,,0.9695431472081218,0.9640585396763501,0.9417040358744395,0.9864130434782609,0.9767441860465116,0.9589041095890412,363,5,13,210,325,0.5499153976311336,73,23,50,18,0.2246153846153846,0.9259259259259259,0.9222183467038716,0.8936170212765957,0.9508196721311475,0.9333333333333333,0.9130434782608695,58,3,5,42,59,0.5462962962962963,24,10,14,8,0.4067796610169492
single_rank::rank_any::budget=0.575,single_rank,rank_any,0.575,,,,0.9746192893401016,0.9699015402612594,0.9506726457399103,0.9891304347826086,0.9814814814814815,0.9658314350797267,364,4,11,212,340,0.5752961082910322,76,25,51,15,0.2235294117647059,0.9259259259259259,0.9222183467038716,0.8936170212765957,0.9508196721311475,0.9333333333333333,0.9130434782608695,58,3,5,42,62,0.5740740740740741,24,10,14,8,0.3870967741935484
single_rank::rank_any::budget=0.600,single_rank,rank_any,0.6,,,,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364,4,10,213,355,0.6006768189509306,77,26,51,14,0.21690140845070421,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59,2,5,42,65,0.6018518518518519,25,10,15,7,0.38461538461538464
single_rank::rank_any::budget=0.625,single_rank,rank_any,0.625,,,,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364,4,10,213,369,0.6243654822335025,77,26,51,14,0.2086720867208672,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59,2,5,42,68,0.6296296296296297,25,10,15,7,0.36764705882352944
single_rank::rank_any::budget=0.650,single_rank,rank_any,0.65,,,,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364,4,10,213,384,0.649746192893401,77,26,51,14,0.20052083333333334,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59,2,5,42,70,0.6481481481481481,25,10,15,7,0.35714285714285715
single_rank::rank_any::budget=0.675,single_rank,rank_any,0.675,,,,0.9796954314720813,0.974861084031975,0.9551569506726457,0.9945652173913043,0.9906976744186047,0.9726027397260273,366,2,10,213,399,0.6751269035532995,79,26,53,12,0.19799498746867167,0.9444444444444444,0.9410533658876874,0.9148936170212766,0.9672131147540983,0.9555555555555556,0.9347826086956522,59,2,4,43,73,0.6759259259259259,26,11,15,6,0.3561643835616438
single_rank::rank_any::budget=0.700,single_rank,rank_any,0.7,,,,0.9813874788494078,0.976219779684149,0.9551569506726457,0.9972826086956522,0.9953271028037384,0.9748283752860412,367,1,10,213,414,0.700507614213198,80,26,54,11,0.1932367149758454,0.9444444444444444,0.9410533658876874,0.9148936170212766,0.9672131147540983,0.9555555555555556,0.9347826086956522,59,2,4,43,76,0.7037037037037037,26,11,15,6,0.34210526315789475
single_rank::rank_any::budget=0.725,single_rank,rank_any,0.725,,,,0.9813874788494078,0.976219779684149,0.9551569506726457,0.9972826086956522,0.9953271028037384,0.9748283752860412,367,1,10,213,428,0.7241962774957699,80,26,54,11,0.18691588785046728,0.9537037037037037,0.9516916637600279,0.9361702127659575,0.9672131147540983,0.9565217391304348,0.9462365591397849,59,2,3,44,78,0.7222222222222222,27,12,15,5,0.34615384615384615
single_rank::rank_any::budget=0.750,single_rank,rank_any,0.75,,,,0.9864636209813875,0.9820627802690582,0.9641255605381166,1.0,1.0,0.9817351598173517,368,0,8,215,443,0.7495769881556683,83,28,55,8,0.1873589164785553,0.9629629629629629,0.9598883850715033,0.9361702127659575,0.9836065573770492,0.9777777777777777,0.9565217391304347,60,1,3,44,81,0.75,28,12,16,4,0.345679012345679
single_rank::rank_any::budget=0.775,single_rank,rank_any,0.775,,,,0.9915397631133672,0.9887892376681615,0.9775784753363229,1.0,1.0,0.9886621315192743,368,0,5,218,458,0.7749576988155669,86,31,55,5,0.18777292576419213,0.9722222222222222,0.9705266829438437,0.9574468085106383,0.9836065573770492,0.9782608695652174,0.967741935483871,60,1,2,45,84,0.7777777777777778,29,13,16,3,0.34523809523809523
single_rank::rank_any::budget=0.800,single_rank,rank_any,0.8,,,,0.9949238578680203,0.9932735426008968,0.9865470852017937,1.0,1.0,0.9932279909706546,368,0,3,220,473,0.8003384094754653,88,33,55,3,0.18604651162790697,0.9722222222222222,0.9705266829438437,0.9574468085106383,0.9836065573770492,0.9782608695652174,0.967741935483871,60,1,2,45,86,0.7962962962962963,29,13,16,3,0.3372093023255814
single_rank::rank_fn::budget=0.350,single_rank,rank_fn,0.35,,,,0.8866328257191202,0.8983659095340222,0.9461883408071748,0.8505434782608695,0.793233082706767,0.8629856850715746,313,55,12,211,207,0.350253807106599,24,24,0,67,0.11594202898550725,0.8518518518518519,0.8444366934077433,0.7872340425531915,0.9016393442622951,0.8604651162790697,0.8222222222222222,55,6,10,37,38,0.35185185185185186,16,5,11,16,0.42105263157894735
single_rank::rank_fn::budget=0.375,single_rank,rank_fn,0.375,,,,0.8883248730964467,0.9006080620003899,0.9506726457399103,0.8505434782608695,0.7940074906367042,0.8653061224489796,313,55,11,212,222,0.3756345177664975,25,25,0,66,0.11261261261261261,0.8703703703703703,0.8632717125915591,0.8085106382978723,0.9180327868852459,0.8837209302325582,0.8444444444444444,56,5,9,38,40,0.37037037037037035,18,6,12,14,0.45
single_rank::rank_fn::budget=0.400,single_rank,rank_fn,0.4,,,,0.8883248730964467,0.9006080620003899,0.9506726457399103,0.8505434782608695,0.7940074906367042,0.8653061224489796,313,55,11,212,236,0.3993231810490694,25,25,0,66,0.1059322033898305,0.8888888888888888,0.88454830833624,0.851063829787234,0.9180327868852459,0.8888888888888888,0.8695652173913044,56,5,7,40,43,0.39814814814814814,20,8,12,12,0.46511627906976744
single_rank::rank_fn::budget=0.425,single_rank,rank_fn,0.425,,,,0.8917089678510999,0.9050923669331253,0.9596412556053812,0.8505434782608695,0.7955390334572491,0.8699186991869918,313,55,9,214,251,0.42470389170896783,27,27,0,64,0.10756972111553785,0.8981481481481481,0.8927450296477154,0.851063829787234,0.9344262295081968,0.9090909090909091,0.8791208791208791,57,4,7,40,46,0.42592592592592593,21,8,13,11,0.45652173913043476
single_rank::rank_fn::budget=0.450,single_rank,rank_fn,0.45,,,,0.8984771573604061,0.9140609767985962,0.9775784753363229,0.8505434782608695,0.7985347985347986,0.8790322580645162,313,55,5,218,266,0.4500846023688663,31,31,0,60,0.11654135338345864,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,49,0.4537037037037037,22,9,13,10,0.4489795918367347
single_rank::rank_fn::budget=0.475,single_rank,rank_fn,0.475,,,,0.9001692047377327,0.9163031292649639,0.9820627802690582,0.8505434782608695,0.7992700729927007,0.8812877263581489,313,55,4,219,281,0.4754653130287648,32,32,0,59,0.11387900355871886,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,51,0.4722222222222222,22,9,13,10,0.43137254901960786
single_rank::rank_fn::budget=0.500,single_rank,rank_fn,0.5,,,,0.9035532994923858,0.9207874341976994,0.9910313901345291,0.8505434782608695,0.8007246376811594,0.8857715430861722,313,55,2,221,296,0.5008460236886633,34,34,0,57,0.11486486486486487,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,54,0.5,22,9,13,10,0.4074074074074074
single_rank::rank_fn::budget=0.525,single_rank,rank_fn,0.525,,,,0.9052453468697124,0.923029586664067,0.9955156950672646,0.8505434782608695,0.8014440433212996,0.8879999999999999,313,55,1,222,310,0.5245346869712352,35,35,0,56,0.11290322580645161,0.9166666666666666,0.9140216253923963,0.8936170212765957,0.9344262295081968,0.9130434782608695,0.9032258064516129,57,4,5,42,57,0.5277777777777778,23,10,13,9,0.40350877192982454
single_rank::rank_fn::budget=0.550,single_rank,rank_fn,0.55,,,,0.9052453468697124,0.923029586664067,0.9955156950672646,0.8505434782608695,0.8014440433212996,0.8879999999999999,313,55,1,222,325,0.5499153976311336,35,35,0,56,0.1076923076923077,0.9259259259259259,0.9222183467038716,0.8936170212765957,0.9508196721311475,0.9333333333333333,0.9130434782608695,58,3,5,42,59,0.5462962962962963,24,10,14,8,0.4067796610169492
single_rank::rank_fn::budget=0.575,single_rank,rank_fn,0.575,,,,0.9052453468697124,0.923029586664067,0.9955156950672646,0.8505434782608695,0.8014440433212996,0.8879999999999999,313,55,1,222,340,0.5752961082910322,35,35,0,56,0.10294117647058823,0.9259259259259259,0.9222183467038716,0.8936170212765957,0.9508196721311475,0.9333333333333333,0.9130434782608695,58,3,5,42,62,0.5740740740740741,24,10,14,8,0.3870967741935484
single_rank::rank_fn::budget=0.600,single_rank,rank_fn,0.6,,,,0.9086294416243654,0.9257469779684149,0.9955156950672646,0.8559782608695652,0.8072727272727273,0.891566265060241,315,53,1,222,355,0.6006768189509306,37,35,2,54,0.10422535211267606,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59,2,5,42,65,0.6018518518518519,25,10,15,7,0.38461538461538464
single_rank::rank_fn::budget=0.625,single_rank,rank_fn,0.625,,,,0.9170896785109983,0.9334239130434783,1.0,0.8668478260869565,0.8198529411764706,0.901010101010101,319,49,0,223,369,0.6243654822335025,42,36,6,49,0.11382113821138211,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59,2,5,42,68,0.6296296296296297,25,10,15,7,0.36764705882352944
single_rank::rank_fn::budget=0.650,single_rank,rank_fn,0.65,,,,0.9357021996615905,0.9483695652173914,1.0,0.8967391304347826,0.8544061302681992,0.921487603305785,330,38,0,223,384,0.649746192893401,53,36,17,38,0.13802083333333334,0.9444444444444444,0.9410533658876874,0.9148936170212766,0.9672131147540983,0.9555555555555556,0.9347826086956522,59,2,4,43,70,0.6481481481481481,26,11,15,6,0.37142857142857144
single_rank::rank_fn::budget=0.675,single_rank,rank_fn,0.675,,,,0.949238578680203,0.9592391304347826,1.0,0.9184782608695652,0.8814229249011858,0.9369747899159664,338,30,0,223,399,0.6751269035532995,61,36,25,30,0.15288220551378445,0.9537037037037037,0.9516916637600279,0.9361702127659575,0.9672131147540983,0.9565217391304348,0.9462365591397849,59,2,3,44,73,0.6759259259259259,27,12,15,5,0.3698630136986301
single_rank::rank_fn::budget=0.700,single_rank,rank_fn,0.7,,,,0.9593908629441624,0.9673913043478262,1.0,0.9347826086956522,0.902834008097166,0.948936170212766,344,24,0,223,414,0.700507614213198,67,36,31,24,0.16183574879227053,0.9629629629629629,0.9623299616323684,0.9574468085106383,0.9672131147540983,0.9574468085106383,0.9574468085106385,59,2,2,45,76,0.7037037037037037,28,13,15,4,0.3684210526315789
single_rank::rank_fn::budget=0.725,single_rank,rank_fn,0.725,,,,0.9695431472081218,0.9755434782608696,1.0,0.9510869565217391,0.9253112033195021,0.9612068965517242,350,18,0,223,428,0.7241962774957699,73,36,37,18,0.1705607476635514,0.9629629629629629,0.9623299616323684,0.9574468085106383,0.9672131147540983,0.9574468085106383,0.9574468085106385,59,2,2,45,78,0.7222222222222222,28,13,15,4,0.358974358974359
single_rank::rank_fn::budget=0.750,single_rank,rank_fn,0.75,,,,0.9729272419627749,0.9782608695652174,1.0,0.9565217391304348,0.9330543933054394,0.9653679653679654,352,16,0,223,443,0.7495769881556683,75,36,39,16,0.16930022573363432,0.9629629629629629,0.9623299616323684,0.9574468085106383,0.9672131147540983,0.9574468085106383,0.9574468085106385,59,2,2,45,81,0.75,28,13,15,4,0.345679012345679
single_rank::rank_fn::budget=0.775,single_rank,rank_fn,0.775,,,,0.9813874788494078,0.9850543478260869,1.0,0.970108695652174,0.9529914529914529,0.9759299781181618,357,11,0,223,458,0.7749576988155669,80,36,44,11,0.17467248908296942,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,84,0.7777777777777778,29,14,15,3,0.34523809523809523
single_rank::rank_fn::budget=0.800,single_rank,rank_fn,0.8,,,,0.988155668358714,0.9904891304347826,1.0,0.9809782608695652,0.9695652173913043,0.9845474613686533,361,7,0,223,473,0.8003384094754653,84,36,48,7,0.17758985200845667,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,86,0.7962962962962963,30,14,16,2,0.3488372093023256
single_rank::rank_fp::budget=0.350,single_rank,rank_fp,0.35,,,,0.9390862944162437,0.9192825112107623,0.8385650224215246,1.0,1.0,0.9121951219512195,368,0,36,187,207,0.350253807106599,55,0,55,36,0.26570048309178745,0.8518518518518519,0.8419951168468782,0.7659574468085106,0.9180327868852459,0.8780487804878049,0.8181818181818182,56,5,11,36,38,0.35185185185185186,16,4,12,16,0.42105263157894735
single_rank::rank_fp::budget=0.375,single_rank,rank_fp,0.375,,,,0.9390862944162437,0.9192825112107623,0.8385650224215246,1.0,1.0,0.9121951219512195,368,0,36,187,222,0.3756345177664975,55,0,55,36,0.24774774774774774,0.8611111111111112,0.8526334147192187,0.7872340425531915,0.9180327868852459,0.8809523809523809,0.8314606741573034,56,5,10,37,40,0.37037037037037035,17,5,12,15,0.425
single_rank::rank_fp::budget=0.400,single_rank,rank_fp,0.4,,,,0.9390862944162437,0.9192825112107623,0.8385650224215246,1.0,1.0,0.9121951219512195,368,0,36,187,236,0.3993231810490694,55,0,55,36,0.2330508474576271,0.8888888888888888,0.882106731775375,0.8297872340425532,0.9344262295081968,0.9069767441860465,0.8666666666666666,57,4,8,39,43,0.39814814814814814,20,7,13,12,0.46511627906976744
single_rank::rank_fp::budget=0.425,single_rank,rank_fp,0.425,,,,0.9424703891708968,0.9237668161434978,0.8475336322869955,1.0,1.0,0.9174757281553398,368,0,34,189,251,0.42470389170896783,57,2,55,34,0.22709163346613545,0.8981481481481481,0.8927450296477154,0.851063829787234,0.9344262295081968,0.9090909090909091,0.8791208791208791,57,4,7,40,46,0.42592592592592593,21,8,13,11,0.45652173913043476
single_rank::rank_fp::budget=0.450,single_rank,rank_fp,0.45,,,,0.9441624365482234,0.9260089686098655,0.852017937219731,1.0,1.0,0.9200968523002422,368,0,33,190,266,0.4500846023688663,58,3,55,33,0.21804511278195488,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,49,0.4537037037037037,22,9,13,10,0.4489795918367347
single_rank::rank_fp::budget=0.475,single_rank,rank_fp,0.475,,,,0.9509306260575296,0.9349775784753362,0.8699551569506726,1.0,1.0,0.9304556354916067,368,0,29,194,281,0.4754653130287648,62,7,55,29,0.2206405693950178,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,51,0.4722222222222222,22,9,13,10,0.43137254901960786
single_rank::rank_fp::budget=0.500,single_rank,rank_fp,0.5,,,,0.9543147208121827,0.9394618834080717,0.8789237668161435,1.0,1.0,0.9355608591885441,368,0,27,196,296,0.5008460236886633,64,9,55,27,0.21621621621621623,0.9166666666666666,0.9115800488315312,0.8723404255319149,0.9508196721311475,0.9318181818181818,0.9010989010989012,58,3,6,41,54,0.5,23,9,14,9,0.42592592592592593
single_rank::rank_fp::budget=0.525,single_rank,rank_fp,0.525,,,,0.9593908629441624,0.946188340807175,0.8923766816143498,1.0,1.0,0.943127962085308,368,0,24,199,310,0.5245346869712352,67,12,55,24,0.2161290322580645,0.9166666666666666,0.9115800488315312,0.8723404255319149,0.9508196721311475,0.9318181818181818,0.9010989010989012,58,3,6,41,57,0.5277777777777778,23,9,14,9,0.40350877192982454
single_rank::rank_fp::budget=0.550,single_rank,rank_fp,0.55,,,,0.9627749576988156,0.9506726457399104,0.9013452914798207,1.0,1.0,0.9481132075471698,368,0,22,201,325,0.5499153976311336,69,14,55,22,0.2123076923076923,0.9259259259259259,0.9222183467038716,0.8936170212765957,0.9508196721311475,0.9333333333333333,0.9130434782608695,58,3,5,42,59,0.5462962962962963,24,10,14,8,0.4067796610169492
single_rank::rank_fp::budget=0.575,single_rank,rank_fp,0.575,,,,0.9661590524534687,0.9551569506726457,0.9103139013452914,1.0,1.0,0.9530516431924883,368,0,20,203,340,0.5752961082910322,71,16,55,20,0.2088235294117647,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59,2,5,42,62,0.5740740740740741,25,10,15,7,0.4032258064516129
single_rank::rank_fp::budget=0.600,single_rank,rank_fp,0.6,,,,0.9661590524534687,0.9551569506726457,0.9103139013452914,1.0,1.0,0.9530516431924883,368,0,20,203,355,0.6006768189509306,71,16,55,20,0.2,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59,2,5,42,65,0.6018518518518519,25,10,15,7,0.38461538461538464
single_rank::rank_fp::budget=0.625,single_rank,rank_fp,0.625,,,,0.9678510998307953,0.9573991031390134,0.9147982062780269,1.0,1.0,0.955503512880562,368,0,19,204,369,0.6243654822335025,72,17,55,19,0.1951219512195122,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59,2,5,42,68,0.6296296296296297,25,10,15,7,0.36764705882352944
single_rank::rank_fp::budget=0.650,single_rank,rank_fp,0.65,,,,0.9695431472081218,0.9596412556053812,0.9192825112107623,1.0,1.0,0.9579439252336448,368,0,18,205,384,0.649746192893401,73,18,55,18,0.19010416666666666,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59,2,5,42,70,0.6481481481481481,25,10,15,7,0.35714285714285715
single_rank::rank_fp::budget=0.675,single_rank,rank_fp,0.675,,,,0.9712351945854484,0.9618834080717489,0.9237668161434978,1.0,1.0,0.9603729603729604,368,0,17,206,399,0.6751269035532995,74,19,55,17,0.18546365914786966,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59,2,5,42,73,0.6759259259259259,25,10,15,7,0.3424657534246575
single_rank::rank_fp::budget=0.700,single_rank,rank_fp,0.7,,,,0.9763113367174281,0.968609865470852,0.9372197309417041,1.0,1.0,0.9675925925925926,368,0,14,209,414,0.700507614213198,77,22,55,14,0.1859903381642512,0.9444444444444444,0.9410533658876874,0.9148936170212766,0.9672131147540983,0.9555555555555556,0.9347826086956522,59,2,4,43,76,0.7037037037037037,26,11,15,6,0.34210526315789475
single_rank::rank_fp::budget=0.725,single_rank,rank_fp,0.725,,,,0.9780033840947546,0.9708520179372198,0.9417040358744395,1.0,1.0,0.9699769053117783,368,0,13,210,428,0.7241962774957699,78,23,55,13,0.1822429906542056,0.9537037037037037,0.9492500871991629,0.9148936170212766,0.9836065573770492,0.9772727272727273,0.945054945054945,60,1,4,43,78,0.7222222222222222,27,11,16,5,0.34615384615384615
single_rank::rank_fp::budget=0.750,single_rank,rank_fp,0.75,,,,0.9813874788494078,0.9753363228699552,0.9506726457399103,1.0,1.0,0.9747126436781608,368,0,11,212,443,0.7495769881556683,80,25,55,11,0.18058690744920994,0.9629629629629629,0.9598883850715033,0.9361702127659575,0.9836065573770492,0.9777777777777777,0.9565217391304347,60,1,3,44,81,0.75,28,12,16,4,0.345679012345679
single_rank::rank_fp::budget=0.775,single_rank,rank_fp,0.775,,,,0.9847715736040609,0.9798206278026906,0.9596412556053812,1.0,1.0,0.9794050343249427,368,0,9,214,458,0.7749576988155669,82,27,55,9,0.17903930131004367,0.9722222222222222,0.9705266829438437,0.9574468085106383,0.9836065573770492,0.9782608695652174,0.967741935483871,60,1,2,45,84,0.7777777777777778,29,13,16,3,0.34523809523809523
single_rank::rank_fp::budget=0.800,single_rank,rank_fp,0.8,,,,0.9915397631133672,0.9887892376681615,0.9775784753363229,1.0,1.0,0.9886621315192743,368,0,5,218,473,0.8003384094754653,86,31,55,5,0.18181818181818182,0.9722222222222222,0.9705266829438437,0.9574468085106383,0.9836065573770492,0.9782608695652174,0.967741935483871,60,1,2,45,86,0.7962962962962963,29,13,16,3,0.3372093023255814
single_rank::rank_direction::budget=0.350,single_rank,rank_direction,0.35,,,,0.9390862944162437,0.9325343634236694,0.905829596412556,0.9592391304347826,0.9308755760368663,0.9181818181818181,353,15,21,202,207,0.350253807106599,55,15,40,36,0.26570048309178745,0.8518518518518519,0.8444366934077433,0.7872340425531915,0.9016393442622951,0.8604651162790697,0.8222222222222222,55,6,10,37,38,0.35185185185185186,16,5,11,16,0.42105263157894735
single_rank::rank_direction::budget=0.375,single_rank,rank_direction,0.375,,,,0.9458544839255499,0.9406195164749465,0.9192825112107623,0.9619565217391305,0.9360730593607306,0.927601809954751,354,14,18,205,222,0.3756345177664975,59,18,41,32,0.26576576576576577,0.8703703703703703,0.8632717125915591,0.8085106382978723,0.9180327868852459,0.8837209302325582,0.8444444444444444,56,5,9,38,40,0.37037037037037035,18,6,12,14,0.45
single_rank::rank_direction::budget=0.400,single_rank,rank_direction,0.4,,,,0.949238578680203,0.9451038214076819,0.9282511210762332,0.9619565217391305,0.9366515837104072,0.9324324324324325,354,14,16,207,236,0.3993231810490694,61,20,41,30,0.2584745762711864,0.8888888888888888,0.88454830833624,0.851063829787234,0.9180327868852459,0.8888888888888888,0.8695652173913044,56,5,7,40,43,0.39814814814814814,20,8,12,12,0.46511627906976744
single_rank::rank_direction::budget=0.425,single_rank,rank_direction,0.425,,,,0.9509306260575296,0.9473459738740495,0.9327354260089686,0.9619565217391305,0.9369369369369369,0.9348314606741573,354,14,15,208,251,0.42470389170896783,62,21,41,29,0.24701195219123506,0.8981481481481481,0.8951866062085805,0.8723404255319149,0.9180327868852459,0.8913043478260869,0.8817204301075269,56,5,6,41,46,0.42592592592592593,21,9,12,11,0.45652173913043476
single_rank::rank_direction::budget=0.450,single_rank,rank_direction,0.45,,,,0.9509306260575296,0.9473459738740495,0.9327354260089686,0.9619565217391305,0.9369369369369369,0.9348314606741573,354,14,15,208,266,0.4500846023688663,62,21,41,29,0.23308270676691728,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,49,0.4537037037037037,22,9,13,10,0.4489795918367347
single_rank::rank_direction::budget=0.475,single_rank,rank_direction,0.475,,,,0.9526226734348562,0.9487046695262235,0.9327354260089686,0.9646739130434783,0.9411764705882353,0.9369369369369369,355,13,15,208,281,0.4754653130287648,63,21,42,28,0.22419928825622776,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,51,0.4722222222222222,22,9,13,10,0.43137254901960786
single_rank::rank_direction::budget=0.500,single_rank,rank_direction,0.5,,,,0.9543147208121827,0.9509468219925912,0.9372197309417041,0.9646739130434783,0.9414414414414415,0.9393258426966292,355,13,14,209,296,0.5008460236886633,64,22,42,27,0.21621621621621623,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57,4,6,41,54,0.5,22,9,13,10,0.4074074074074074
single_rank::rank_direction::budget=0.525,single_rank,rank_direction,0.525,,,,0.961082910321489,0.9572650614154806,0.9417040358744395,0.9728260869565217,0.9545454545454546,0.9480812641083521,358,10,13,210,310,0.5245346869712352,68,23,45,23,0.21935483870967742,0.9166666666666666,0.9140216253923963,0.8936170212765957,0.9344262295081968,0.9130434782608695,0.9032258064516129,57,4,5,42,57,0.5277777777777778,23,10,13,9,0.40350877192982454
