target,n,positive_rate,threshold,auc,ap,accuracy,balanced_accuracy,f1
embedding_plus_predicted_concepts,285,0.49473684210526314,0.29,0.7606382978723404,0.7567193796317313,0.6912280701754386,0.6920803782505911,0.7124183006535948
embedding_only,285,0.49473684210526314,0.82,0.7611308116627267,0.7571952796803015,0.6912280701754386,0.689346926713948,0.6206896551724138
predicted_concepts_only,285,0.49473684210526314,0.5399999999999999,0.6512017336485422,0.6492291410947978,0.624561403508772,0.6236702127659575,0.5868725868725869
