accuracy,balanced_accuracy,auc,f1,sensitivity,specificity,tn,fp,fn,tp,feature_set,target,model,objective,routed_n,routed_frac,routed_acc,pass_n,pass_frac,pass_acc,rescue_n,hurt_n,net_rescue
0.8315789473684211,0.8311170212765957,0.8233353033884949,0.8222222222222222,0.7872340425531915,0.875,126,18,30,111,numeric,base_wrong,extra_d3_l8,accuracy,5,0.017543859649122806,0.4,280,0.9824561403508771,0.8392857142857143,2,3,-1
0.8280701754385965,0.8280141843971631,0.833234830575256,0.8256227758007118,0.8226950354609929,0.8333333333333334,120,24,25,116,emb16,switch_gain,logreg_c03,accuracy,6,0.021052631578947368,0.3333333333333333,279,0.9789473684210527,0.8387096774193549,2,4,-2
0.8280701754385965,0.8278664302600472,0.8289992119779354,0.8231046931407943,0.8085106382978723,0.8472222222222222,122,22,27,114,numeric_emb8,hard_core,extra_d3_l8,accuracy,2,0.007017543859649123,0.0,283,0.9929824561403509,0.833922261484099,0,2,-2
0.8280701754385965,0.8277925531914894,0.8247143420015759,0.8218181818181818,0.8014184397163121,0.8541666666666666,123,21,28,113,numeric,hard_core,logreg_c01,accuracy,2,0.007017543859649123,0.0,283,0.9929824561403509,0.833922261484099,0,2,-2
0.8280701754385965,0.8277925531914894,0.8250098502758076,0.8218181818181818,0.8014184397163121,0.8541666666666666,123,21,28,113,numeric_emb8,hard_core,gb_d1,accuracy,2,0.007017543859649123,0.0,283,0.9929824561403509,0.833922261484099,0,2,-2
0.8280701754385965,0.8277925531914894,0.8253053585500394,0.8218181818181818,0.8014184397163121,0.8541666666666666,123,21,28,113,numeric_emb16,hard_core,gb_d1,accuracy,2,0.007017543859649123,0.0,283,0.9929824561403509,0.833922261484099,0,2,-2
0.8280701754385965,0.8277186761229315,0.824468085106383,0.8205128205128205,0.7943262411347518,0.8611111111111112,124,20,29,112,numeric_emb16,hard_core,logreg_c01,accuracy,2,0.007017543859649123,0.0,283,0.9929824561403509,0.833922261484099,0,2,-2
0.8280701754385965,0.8277186761229315,0.8244680851063829,0.8205128205128205,0.7943262411347518,0.8611111111111112,124,20,29,112,numeric_emb16,base_wrong,logreg_c03,accuracy,6,0.021052631578947368,0.3333333333333333,279,0.9789473684210527,0.8387096774193549,2,4,-2
0.8280701754385965,0.8277186761229315,0.8279649330181246,0.8205128205128205,0.7943262411347518,0.8611111111111112,124,20,29,112,emb16,base_wrong,rf_d3_l8,accuracy,2,0.007017543859649123,0.0,283,0.9929824561403509,0.833922261484099,0,2,-2
0.8280701754385965,0.8276447990543736,0.8273246650906225,0.8191881918819188,0.7872340425531915,0.8680555555555556,125,19,30,111,numeric_emb16,switch_gain,logreg_c01,accuracy,4,0.014035087719298246,0.25,281,0.9859649122807017,0.8362989323843416,1,3,-2
