accuracy,balanced_accuracy,f1,tn,fp,fn,tp,auc,apply_scope,routed_n,routed_acc,pass_acc,rescue_n,hurt_n,net_rescue,mode,corrector,feature_set,train_scope,classifier,c,corrector_all_acc,corrector_all_bacc
0.8175438596491228,0.8171542553191489,0.8088235294117647,123,21,31,110,0.8234830575256107,hard_all,99,0.5656565656565656,0.9516129032258065,0,5,-5,oracle_scope,model_all_extra,model,all,extra,0.1,0.8210526315789474,0.8206264775413712
0.8175438596491228,0.8171542553191489,0.8088235294117647,123,21,31,110,0.8200354609929077,non_easy,134,0.6567164179104478,0.9602649006622517,0,5,-5,oracle_scope,model_all_extra,model,all,extra,0.1,0.8210526315789474,0.8206264775413712
0.8140350877192982,0.8139036643026005,0.8100358422939068,119,25,28,113,0.8848010244286839,hard_all,99,0.5555555555555556,0.9516129032258065,25,31,-6,oracle_scope,dino_model_non_easy_logreg_c001,dino_model,non_easy,logreg,0.01,0.4280701754385965,0.4280437352245863
0.8140350877192982,0.8136081560283688,0.8044280442804428,123,21,32,109,0.8276694247438928,all,285,0.8140350877192982,,1,7,-6,oracle_scope,model_all_logreg_c003,model,all,logreg,0.03,0.8140350877192982,0.8136081560283688
0.8140350877192982,0.8135342789598109,0.8029739776951673,124,20,33,108,0.8341706067769898,hard_core,65,0.4461538461538462,0.9227272727272727,16,22,-6,oracle_scope,dino_hard_core_logreg_c001,dino,hard_core,logreg,0.01,0.3824561403508772,0.381427304964539
0.8140350877192982,0.8132387706855791,0.7969348659003831,128,16,37,104,0.8144208037825058,hard_core,65,0.4461538461538462,0.9227272727272727,16,22,-6,oracle_scope,dino_hard_all_logreg_c003,dino,hard_all,logreg,0.03,0.41754385964912283,0.41578014184397166
0.8105263157894737,0.8113179669030732,0.8223684210526315,106,38,16,125,0.8499802994483845,hard_all,99,0.5454545454545454,0.9516129032258065,22,29,-7,oracle_scope,dino_model_non_easy_logreg_c01,dino_model,non_easy,logreg,0.1,0.4456140350877193,0.44784278959810875
0.8105263157894737,0.8102836879432624,0.8043478260869565,120,24,30,111,0.8904649330181243,non_easy,134,0.6417910447761194,0.9602649006622517,35,42,-7,oracle_scope,dino_model_hard_all_extra,dino_model,hard_all,extra,0.1,0.3017543859649123,0.30149231678487
0.8105263157894737,0.8102098108747045,0.8029197080291971,121,23,31,110,0.901103230890465,non_easy,134,0.6417910447761194,0.9602649006622517,33,40,-7,oracle_scope,model_hard_all_logreg_c001,model,hard_all,logreg,0.01,0.30526315789473685,0.3048906619385343
0.8105263157894737,0.8102098108747045,0.8029197080291971,121,23,31,110,0.8273739164696611,all,285,0.8105263157894737,,0,7,-7,oracle_scope,model_all_logreg_c01,model,all,logreg,0.1,0.8105263157894737,0.8102098108747045
0.8105263157894737,0.8101359338061466,0.8014705882352942,122,22,32,109,0.8432821118991333,hard_core,65,0.4307692307692308,0.9227272727272727,0,7,-7,oracle_scope,model_all_logreg_c003,model,all,logreg,0.03,0.8140350877192982,0.8136081560283688
0.8105263157894737,0.8101359338061466,0.8014705882352942,122,22,32,109,0.842050827423168,hard_all,99,0.5454545454545454,0.9516129032258065,0,7,-7,oracle_scope,model_all_logreg_c003,model,all,logreg,0.03,0.8140350877192982,0.8136081560283688
0.8105263157894737,0.8101359338061466,0.8014705882352942,122,22,32,109,0.8335303388494878,non_easy,134,0.6417910447761194,0.9602649006622517,0,7,-7,oracle_scope,model_all_logreg_c003,model,all,logreg,0.03,0.8140350877192982,0.8136081560283688
0.8105263157894737,0.8097665484633569,0.7938931297709924,127,17,37,104,0.8197892040977147,all,285,0.8105263157894737,,4,11,-7,oracle_scope,model_all_logreg_c001,model,all,logreg,0.01,0.8105263157894737,0.8097665484633569
0.8070175438596491,0.8068114657210401,0.8014440433212996,119,25,30,111,0.8940602836879433,hard_core,65,0.4153846153846154,0.9227272727272727,19,27,-8,oracle_scope,dino_hard_core_extra,dino,hard_core,extra,0.1,0.48771929824561405,0.4886229314420804
0.8070175438596491,0.8065898345153664,0.7970479704797048,122,22,33,108,0.7907801418439717,hard_core,65,0.4153846153846154,0.9227272727272727,14,22,-8,oracle_scope,dino_hard_all_logreg_c01,dino,hard_all,logreg,0.1,0.3473684210526316,0.34655732860520094
0.8070175438596491,0.8062943262411347,0.7908745247148289,126,18,37,104,0.8430358550039402,hard_core,65,0.4153846153846154,0.9227272727272727,15,23,-8,oracle_scope,dino_hard_all_logreg_c001,dino,hard_all,logreg,0.01,0.4105263157894737,0.40890957446808507
0.8035087719298246,0.8035608747044918,0.8028169014084507,115,29,27,114,0.8007781717888101,non_easy,134,0.6268656716417911,0.9602649006622517,36,45,-9,oracle_scope,model_hard_core_logreg_c01,model,hard_core,logreg,0.1,0.29473684210526313,0.2947695035460993
0.8,0.8001625295508275,0.8013937282229965,113,31,26,115,0.8261426319936958,non_easy,134,0.6194029850746269,0.9602649006622517,37,47,-10,oracle_scope,model_hard_core_logreg_c003,model,hard_core,logreg,0.03,0.2912280701754386,0.291371158392435
0.8,0.8000886524822695,0.8,114,30,27,114,0.8674152876280535,non_easy,134,0.6194029850746269,0.9602649006622517,37,47,-10,oracle_scope,model_hard_core_logreg_c001,model,hard_core,logreg,0.01,0.2912280701754386,0.29129728132387706
0.8,0.8000886524822695,0.8,114,30,27,114,0.7876280535855004,non_easy,134,0.6194029850746269,0.9602649006622517,35,45,-10,oracle_scope,model_hard_core_logreg_c03,model,hard_core,logreg,0.3,0.2912280701754386,0.29129728132387706
0.8,0.8000886524822695,0.8,114,30,27,114,0.8285559495665878,non_easy,134,0.6194029850746269,0.9602649006622517,35,45,-10,oracle_scope,model_hard_core_extra,model,hard_core,extra,0.1,0.2912280701754386,0.29129728132387706
0.8,0.7998670212765957,0.7956989247311828,117,27,30,111,0.8143715524034673,all,285,0.8,,0,10,-10,oracle_scope,model_all_logreg_c03,model,all,logreg,0.3,0.8,0.7998670212765957
0.8,0.7994237588652482,0.7865168539325843,123,21,36,105,0.8967198581560285,hard_core,65,0.38461538461538464,0.9227272727272727,14,24,-10,oracle_scope,dino_hard_all_extra,dino,hard_all,extra,0.1,0.47719298245614034,0.47665484633569744
0.8,0.7993498817966903,0.7849056603773585,124,20,37,104,0.8436761229314421,non_easy,134,0.6194029850746269,0.9602649006622517,1,11,-10,oracle_scope,model_all_logreg_c001,model,all,logreg,0.01,0.8105263157894737,0.8097665484633569
0.7964912280701755,0.7960992907801419,0.7867647058823529,120,24,34,107,0.7746256895193065,hard_core,65,0.36923076923076925,0.9227272727272727,14,25,-11,oracle_scope,dino_hard_core_logreg_c01,dino,hard_core,logreg,0.1,0.3894736842105263,0.38925827423167847
0.7964912280701755,0.7958776595744681,0.7819548872180451,123,21,37,104,0.8622438928289993,hard_core,65,0.36923076923076925,0.9227272727272727,0,11,-11,oracle_scope,model_all_logreg_c001,model,all,logreg,0.01,0.8105263157894737,0.8097665484633569
0.7964912280701755,0.7958776595744681,0.7819548872180451,123,21,37,104,0.8557427107959024,hard_all,99,0.5050505050505051,0.9516129032258065,0,11,-11,oracle_scope,model_all_logreg_c001,model,all,logreg,0.01,0.8105263157894737,0.8097665484633569
0.7929824561403509,0.7927748226950355,0.7870036101083032,117,27,32,109,0.7984141055949567,hard_core,65,0.35384615384615387,0.9227272727272727,15,27,-12,oracle_scope,dino_hard_core_logreg_c003,dino,hard_core,logreg,0.03,0.3929824561403509,0.3936908983451537
0.7894736842105263,0.7898936170212766,0.7959183673469388,108,36,24,117,0.8845055161544524,hard_all,99,0.48484848484848486,0.9516129032258065,21,34,-13,oracle_scope,dino_non_easy_extra,dino,non_easy,extra,0.1,0.4807017543859649,0.4822695035460993
0.7894736842105263,0.7897458628841607,0.7931034482758621,110,34,26,115,0.8696808510638299,non_easy,134,0.5970149253731343,0.9602649006622517,37,50,-13,oracle_scope,dino_model_hard_core_extra,dino_model,hard_core,extra,0.1,0.2807017543859649,0.2809544917257683
0.7894736842105263,0.789598108747045,0.7902097902097902,112,32,28,113,0.8814026792750197,hard_all,99,0.48484848484848486,0.9516129032258065,26,39,-13,oracle_scope,dino_hard_core_extra,dino,hard_core,extra,0.1,0.48771929824561405,0.4886229314420804
0.7894736842105263,0.7894503546099291,0.7872340425531915,114,30,30,111,0.8227442868400314,hard_core,65,0.3384615384615385,0.9227272727272727,14,27,-13,oracle_scope,dino_non_easy_logreg_c001,dino,non_easy,logreg,0.01,0.43859649122807015,0.43971631205673756
