workflow,scope,n,auto_release_n,auto_release_rate,additional_image_release_n,final_review_n,final_review_rate,released_error_n,additional_released_error_n,accuracy,balanced_accuracy,f1,auc,fn,fp
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.65,third_batch,306,118,0.38562091503267976,40,130,0.42483660130718953,5,5,0.9803921568627451,0.9634146341463414,0.9620253164556962,0.818270905923345,6,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.65,strict_external,108,44,0.4074074074074074,24,50,0.46296296296296297,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.65,all_domains,699,244,0.3490701001430615,87,315,0.45064377682403434,5,5,0.9914163090128756,0.9888888888888889,0.9887640449438202,0.8353017353017353,6,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.70,old_data,285,74,0.2596491228070175,15,143,0.5017543859649123,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.70,third_batch,306,107,0.34967320261437906,29,141,0.46078431372549017,4,4,0.9836601307189542,0.9695121951219512,0.9685534591194969,0.818270905923345,5,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.70,strict_external,108,36,0.3333333333333333,16,58,0.5370370370370371,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.70,all_domains,699,217,0.3104434907010014,60,342,0.4892703862660944,4,4,0.9928469241773963,0.9907407407407407,0.9906542056074766,0.8353017353017353,5,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.75,old_data,285,68,0.23859649122807017,9,149,0.5228070175438596,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.75,third_batch,306,98,0.3202614379084967,20,150,0.49019607843137253,2,2,0.9901960784313726,0.9817073170731707,0.9813664596273292,0.818270905923345,3,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.75,strict_external,108,27,0.25,7,67,0.6203703703703703,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.75,all_domains,699,193,0.2761087267525036,36,366,0.5236051502145923,2,2,0.9957081545064378,0.9944444444444445,0.994413407821229,0.8353017353017353,3,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.80,old_data,285,63,0.22105263157894736,4,154,0.5403508771929825,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.80,third_batch,306,89,0.2908496732026144,11,159,0.5196078431372549,1,1,0.9934640522875817,0.9878048780487805,0.9876543209876543,0.818270905923345,2,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.80,strict_external,108,23,0.21296296296296297,3,71,0.6574074074074074,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.80,all_domains,699,175,0.2503576537911302,18,384,0.5493562231759657,1,1,0.9971387696709585,0.9962962962962962,0.9962825278810409,0.8353017353017353,2,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.85,old_data,285,62,0.21754385964912282,3,155,0.543859649122807,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.85,third_batch,306,84,0.27450980392156865,6,164,0.5359477124183006,1,1,0.9934640522875817,0.9878048780487805,0.9876543209876543,0.818270905923345,2,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.85,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.85,all_domains,699,166,0.2374821173104435,9,393,0.5622317596566524,1,1,0.9971387696709585,0.9962962962962962,0.9962825278810409,0.8353017353017353,2,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.90,old_data,285,61,0.21403508771929824,2,156,0.5473684210526316,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.90,third_batch,306,80,0.26143790849673204,2,168,0.5490196078431373,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.90,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.90,all_domains,699,161,0.23032904148783978,4,398,0.5693848354792561,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.95,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.95,third_batch,306,79,0.2581699346405229,1,169,0.5522875816993464,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.95,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca64_logreg_c03_t0.95,all_domains,699,158,0.22603719599427755,1,401,0.5736766809728183,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.50,old_data,285,117,0.4105263157894737,58,100,0.3508771929824561,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.50,third_batch,306,165,0.5392156862745098,87,83,0.27124183006535946,5,5,0.9803921568627451,0.9672800522648084,0.9625,0.818270905923345,5,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.50,strict_external,108,51,0.4722222222222222,31,43,0.39814814814814814,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.50,all_domains,699,333,0.47639484978540775,176,226,0.32331902718168815,6,6,0.9899856938483548,0.9884097384097384,0.9869646182495344,0.8353017353017353,5,2
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.55,old_data,285,113,0.39649122807017545,54,104,0.3649122807017544,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.55,third_batch,306,157,0.5130718954248366,79,91,0.2973856209150327,5,5,0.9803921568627451,0.9672800522648084,0.9625,0.818270905923345,5,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.55,strict_external,108,51,0.4722222222222222,31,43,0.39814814814814814,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.55,all_domains,699,321,0.4592274678111588,164,238,0.34048640915593703,6,6,0.9899856938483548,0.9884097384097384,0.9869646182495344,0.8353017353017353,5,2
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.60,old_data,285,109,0.3824561403508772,50,108,0.37894736842105264,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.60,third_batch,306,148,0.48366013071895425,70,100,0.32679738562091504,5,5,0.9803921568627451,0.9672800522648084,0.9625,0.818270905923345,5,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.60,strict_external,108,46,0.42592592592592593,26,48,0.4444444444444444,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.60,all_domains,699,303,0.4334763948497854,146,256,0.36623748211731044,6,6,0.9899856938483548,0.9884097384097384,0.9869646182495344,0.8353017353017353,5,2
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.65,old_data,285,105,0.3684210526315789,46,112,0.3929824561403509,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.65,third_batch,306,137,0.4477124183006536,59,111,0.3627450980392157,4,4,0.9836601307189542,0.9733776132404182,0.968944099378882,0.818270905923345,4,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.65,strict_external,108,45,0.4166666666666667,25,49,0.4537037037037037,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.65,all_domains,699,287,0.4105865522174535,130,272,0.38912732474964234,4,4,0.9928469241773963,0.9914270914270914,0.9906890130353817,0.8353017353017353,4,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.70,old_data,285,97,0.34035087719298246,38,120,0.42105263157894735,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.70,third_batch,306,133,0.434640522875817,55,115,0.3758169934640523,4,4,0.9836601307189542,0.9733776132404182,0.968944099378882,0.818270905923345,4,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.70,strict_external,108,44,0.4074074074074074,24,50,0.46296296296296297,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.70,all_domains,699,274,0.39198855507868385,117,285,0.40772532188841204,4,4,0.9928469241773963,0.9914270914270914,0.9906890130353817,0.8353017353017353,4,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.75,old_data,285,91,0.3192982456140351,32,126,0.4421052631578947,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.75,third_batch,306,131,0.42810457516339867,53,117,0.38235294117647056,4,4,0.9836601307189542,0.9733776132404182,0.968944099378882,0.818270905923345,4,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.75,strict_external,108,36,0.3333333333333333,16,58,0.5370370370370371,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.75,all_domains,699,258,0.36909871244635195,101,301,0.43061516452074394,4,4,0.9928469241773963,0.9914270914270914,0.9906890130353817,0.8353017353017353,4,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.80,old_data,285,90,0.3157894736842105,31,127,0.4456140350877193,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.80,third_batch,306,125,0.4084967320261438,47,123,0.4019607843137255,2,2,0.9901960784313726,0.9855727351916377,0.9815950920245399,0.818270905923345,2,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.80,strict_external,108,32,0.2962962962962963,12,62,0.5740740740740741,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.80,all_domains,699,247,0.35336194563662376,90,312,0.44635193133047213,2,2,0.9957081545064378,0.995130795130795,0.9944341372912802,0.8353017353017353,2,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.85,old_data,285,84,0.29473684210526313,25,133,0.4666666666666667,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.85,third_batch,306,116,0.3790849673202614,38,132,0.43137254901960786,2,2,0.9901960784313726,0.9855727351916377,0.9815950920245399,0.818270905923345,2,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.85,strict_external,108,29,0.26851851851851855,9,65,0.6018518518518519,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.85,all_domains,699,229,0.32761087267525035,72,330,0.4721030042918455,2,2,0.9957081545064378,0.995130795130795,0.9944341372912802,0.8353017353017353,2,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.90,old_data,285,78,0.2736842105263158,19,139,0.48771929824561405,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.90,third_batch,306,106,0.3464052287581699,28,142,0.46405228758169936,2,2,0.9901960784313726,0.9855727351916377,0.9815950920245399,0.818270905923345,2,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.90,strict_external,108,23,0.21296296296296297,3,71,0.6574074074074074,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.90,all_domains,699,207,0.296137339055794,50,352,0.5035765379113019,2,2,0.9957081545064378,0.995130795130795,0.9944341372912802,0.8353017353017353,2,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.95,old_data,285,71,0.24912280701754386,12,146,0.512280701754386,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.95,third_batch,306,94,0.30718954248366015,16,154,0.5032679738562091,1,1,0.9934640522875817,0.9916702961672474,0.9878048780487805,0.818270905923345,1,1
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.95,strict_external,108,22,0.2037037037037037,2,72,0.6666666666666666,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_dino_pca128_logreg_c01_t0.95,all_domains,699,187,0.2675250357653791,30,372,0.5321888412017167,1,1,0.9971387696709585,0.996982646982647,0.9962962962962963,0.8353017353017353,1,1
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.50,old_data,285,119,0.41754385964912283,60,98,0.34385964912280703,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.50,third_batch,306,158,0.5163398692810458,80,90,0.29411764705882354,5,5,0.9803921568627451,0.9672800522648084,0.9625,0.818270905923345,5,1
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.50,strict_external,108,63,0.5833333333333334,43,31,0.28703703703703703,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.50,all_domains,699,340,0.4864091559370529,183,219,0.3133047210300429,5,5,0.9914163090128756,0.9895752395752395,0.9888059701492538,0.8353017353017353,5,1
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.55,old_data,285,115,0.40350877192982454,56,102,0.35789473684210527,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.55,third_batch,306,153,0.5,75,95,0.3104575163398693,5,5,0.9803921568627451,0.9672800522648084,0.9625,0.818270905923345,5,1
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.55,strict_external,108,60,0.5555555555555556,40,34,0.3148148148148148,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.55,all_domains,699,328,0.46924177396280403,171,231,0.33047210300429186,5,5,0.9914163090128756,0.9895752395752395,0.9888059701492538,0.8353017353017353,5,1
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.60,old_data,285,112,0.3929824561403509,53,105,0.3684210526315789,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.60,third_batch,306,149,0.4869281045751634,71,99,0.3235294117647059,5,5,0.9803921568627451,0.9672800522648084,0.9625,0.818270905923345,5,1
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.60,strict_external,108,58,0.5370370370370371,38,36,0.3333333333333333,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.60,all_domains,699,319,0.4563662374821173,162,240,0.34334763948497854,5,5,0.9914163090128756,0.9895752395752395,0.9888059701492538,0.8353017353017353,5,1
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.65,old_data,285,109,0.3824561403508772,50,108,0.37894736842105264,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.65,third_batch,306,142,0.46405228758169936,64,106,0.3464052287581699,4,4,0.9836601307189542,0.9695121951219512,0.9685534591194969,0.818270905923345,5,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.65,strict_external,108,54,0.5,34,40,0.37037037037037035,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.65,all_domains,699,305,0.4363376251788269,148,254,0.36337625178826893,4,4,0.9928469241773963,0.9907407407407407,0.9906542056074766,0.8353017353017353,5,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.70,old_data,285,107,0.37543859649122807,48,110,0.38596491228070173,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.70,third_batch,306,134,0.43790849673202614,56,114,0.37254901960784315,4,4,0.9836601307189542,0.9695121951219512,0.9685534591194969,0.818270905923345,5,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.70,strict_external,108,51,0.4722222222222222,31,43,0.39814814814814814,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.70,all_domains,699,292,0.4177396280400572,135,267,0.38197424892703863,4,4,0.9928469241773963,0.9907407407407407,0.9906542056074766,0.8353017353017353,5,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.75,old_data,285,100,0.3508771929824561,41,117,0.4105263157894737,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.75,third_batch,306,124,0.40522875816993464,46,124,0.40522875816993464,4,4,0.9836601307189542,0.9695121951219512,0.9685534591194969,0.818270905923345,5,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.75,strict_external,108,47,0.4351851851851852,27,47,0.4351851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.75,all_domains,699,271,0.3876967095851216,114,288,0.41201716738197425,4,4,0.9928469241773963,0.9907407407407407,0.9906542056074766,0.8353017353017353,5,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.80,old_data,285,90,0.3157894736842105,31,127,0.4456140350877193,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.80,third_batch,306,120,0.39215686274509803,42,128,0.41830065359477125,3,3,0.9869281045751634,0.975609756097561,0.975,0.818270905923345,4,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.80,strict_external,108,43,0.39814814814814814,23,51,0.4722222222222222,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.80,all_domains,699,253,0.36194563662374823,96,306,0.43776824034334766,3,3,0.994277539341917,0.9925925925925926,0.9925373134328358,0.8353017353017353,4,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.85,old_data,285,83,0.2912280701754386,24,134,0.47017543859649125,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.85,third_batch,306,114,0.37254901960784315,36,134,0.43790849673202614,2,2,0.9901960784313726,0.9817073170731707,0.9813664596273292,0.818270905923345,3,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.85,strict_external,108,36,0.3333333333333333,16,58,0.5370370370370371,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.85,all_domains,699,233,0.3333333333333333,76,326,0.4663805436337625,2,2,0.9957081545064378,0.9944444444444445,0.994413407821229,0.8353017353017353,3,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.90,old_data,285,77,0.27017543859649124,18,140,0.49122807017543857,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.90,third_batch,306,105,0.3431372549019608,27,143,0.4673202614379085,2,2,0.9901960784313726,0.9817073170731707,0.9813664596273292,0.818270905923345,3,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.90,strict_external,108,33,0.3055555555555556,13,61,0.5648148148148148,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.90,all_domains,699,215,0.30758226037195996,58,344,0.49213161659513593,2,2,0.9957081545064378,0.9944444444444445,0.994413407821229,0.8353017353017353,3,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.95,old_data,285,71,0.24912280701754386,12,146,0.512280701754386,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.95,third_batch,306,95,0.3104575163398693,17,153,0.5,2,2,0.9901960784313726,0.9817073170731707,0.9813664596273292,0.818270905923345,3,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.95,strict_external,108,25,0.23148148148148148,5,69,0.6388888888888888,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_dino_pca128_logreg_c01_t0.95,all_domains,699,191,0.2732474964234621,34,368,0.5264663805436338,2,2,0.9957081545064378,0.9944444444444445,0.994413407821229,0.8353017353017353,3,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.50,old_data,285,136,0.47719298245614034,77,81,0.28421052631578947,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.50,third_batch,306,176,0.5751633986928104,98,72,0.23529411764705882,6,6,0.9771241830065359,0.9611824912891986,0.9559748427672956,0.818270905923345,6,1
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.50,strict_external,108,59,0.5462962962962963,39,35,0.32407407407407407,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.50,all_domains,699,371,0.530758226037196,214,188,0.26895565092989987,6,6,0.9899856938483548,0.9877233877233877,0.9869158878504672,0.8353017353017353,6,1
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.55,old_data,285,120,0.42105263157894735,61,97,0.34035087719298246,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.55,third_batch,306,169,0.5522875816993464,91,79,0.2581699346405229,6,6,0.9771241830065359,0.9611824912891986,0.9559748427672956,0.818270905923345,6,1
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.55,strict_external,108,57,0.5277777777777778,37,37,0.3425925925925926,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.55,all_domains,699,346,0.4949928469241774,189,213,0.30472103004291845,6,6,0.9899856938483548,0.9877233877233877,0.9869158878504672,0.8353017353017353,6,1
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.60,old_data,285,113,0.39649122807017545,54,104,0.3649122807017544,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.60,third_batch,306,157,0.5130718954248366,79,91,0.2973856209150327,5,5,0.9803921568627451,0.9672800522648084,0.9625,0.818270905923345,5,1
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.60,strict_external,108,49,0.4537037037037037,29,45,0.4166666666666667,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.60,all_domains,699,319,0.4563662374821173,162,240,0.34334763948497854,5,5,0.9914163090128756,0.9895752395752395,0.9888059701492538,0.8353017353017353,5,1
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.65,old_data,285,109,0.3824561403508772,50,108,0.37894736842105264,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.65,third_batch,306,145,0.4738562091503268,67,103,0.3366013071895425,4,4,0.9836601307189542,0.9733776132404182,0.968944099378882,0.818270905923345,4,1
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.65,strict_external,108,42,0.3888888888888889,22,52,0.48148148148148145,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.65,all_domains,699,296,0.4234620886981402,139,263,0.37625178826895567,4,4,0.9928469241773963,0.9914270914270914,0.9906890130353817,0.8353017353017353,4,1
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.70,old_data,285,100,0.3508771929824561,41,117,0.4105263157894737,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.70,third_batch,306,136,0.4444444444444444,58,112,0.3660130718954248,3,3,0.9869281045751634,0.9794751742160279,0.9753086419753086,0.818270905923345,3,1
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.70,strict_external,108,35,0.32407407407407407,15,59,0.5462962962962963,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.70,all_domains,699,271,0.3876967095851216,114,288,0.41201716738197425,3,3,0.994277539341917,0.9932789432789433,0.9925650557620818,0.8353017353017353,3,1
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.75,old_data,285,90,0.3157894736842105,31,127,0.4456140350877193,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.75,third_batch,306,121,0.3954248366013072,43,127,0.4150326797385621,2,2,0.9901960784313726,0.9817073170731707,0.9813664596273292,0.818270905923345,3,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.75,strict_external,108,32,0.2962962962962963,12,62,0.5740740740740741,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.75,all_domains,699,243,0.34763948497854075,86,316,0.4520743919885551,2,2,0.9957081545064378,0.9944444444444445,0.994413407821229,0.8353017353017353,3,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.80,old_data,285,79,0.2771929824561403,20,138,0.4842105263157895,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.80,third_batch,306,113,0.369281045751634,35,135,0.4411764705882353,2,2,0.9901960784313726,0.9817073170731707,0.9813664596273292,0.818270905923345,3,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.80,strict_external,108,25,0.23148148148148148,5,69,0.6388888888888888,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.80,all_domains,699,217,0.3104434907010014,60,342,0.4892703862660944,2,2,0.9957081545064378,0.9944444444444445,0.994413407821229,0.8353017353017353,3,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.85,old_data,285,67,0.23508771929824562,8,150,0.5263157894736842,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
