workflow,scope,n,auto_release_n,auto_release_rate,additional_image_release_n,final_review_n,final_review_rate,released_error_n,additional_released_error_n,accuracy,balanced_accuracy,f1,auc,fn,fp
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.85,third_batch,306,105,0.3431372549019608,27,143,0.4673202614379085,2,2,0.9901960784313726,0.9817073170731707,0.9813664596273292,0.818270905923345,3,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.85,strict_external,108,23,0.21296296296296297,3,71,0.6574074074074074,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.85,all_domains,699,195,0.27896995708154504,38,364,0.5207439198855508,2,2,0.9957081545064378,0.9944444444444445,0.994413407821229,0.8353017353017353,3,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.90,old_data,285,64,0.22456140350877193,5,153,0.5368421052631579,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.90,third_batch,306,94,0.30718954248366015,16,154,0.5032679738562091,1,1,0.9934640522875817,0.9878048780487805,0.9876543209876543,0.818270905923345,2,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.90,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.90,all_domains,699,178,0.25464949928469244,21,381,0.5450643776824035,1,1,0.9971387696709585,0.9962962962962962,0.9962825278810409,0.8353017353017353,2,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.95,old_data,285,61,0.21403508771929824,2,156,0.5473684210526316,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.95,third_batch,306,81,0.2647058823529412,3,167,0.545751633986928,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.95,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_pca64_logreg_c03_t0.95,all_domains,699,162,0.2317596566523605,5,397,0.5679542203147353,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.50,old_data,285,124,0.43508771929824563,65,93,0.3263157894736842,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.50,third_batch,306,161,0.5261437908496732,83,87,0.28431372549019607,6,6,0.9771241830065359,0.9611824912891986,0.9559748427672956,0.818270905923345,6,1
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.50,strict_external,108,60,0.5555555555555556,40,34,0.3148148148148148,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.50,all_domains,699,345,0.49356223175965663,188,214,0.3061516452074392,6,6,0.9899856938483548,0.9877233877233877,0.9869158878504672,0.8353017353017353,6,1
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.55,old_data,285,111,0.3894736842105263,52,106,0.3719298245614035,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.55,third_batch,306,146,0.477124183006536,68,102,0.3333333333333333,5,5,0.9803921568627451,0.9634146341463414,0.9620253164556962,0.818270905923345,6,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.55,strict_external,108,56,0.5185185185185185,36,38,0.35185185185185186,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.55,all_domains,699,313,0.44778254649499283,156,246,0.351931330472103,5,5,0.9914163090128756,0.9888888888888889,0.9887640449438202,0.8353017353017353,6,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.60,old_data,285,99,0.3473684210526316,40,118,0.41403508771929826,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.60,third_batch,306,132,0.43137254901960786,54,116,0.3790849673202614,5,5,0.9803921568627451,0.9634146341463414,0.9620253164556962,0.818270905923345,6,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.60,strict_external,108,49,0.4537037037037037,29,45,0.4166666666666667,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.60,all_domains,699,280,0.4005722460658083,123,279,0.39914163090128757,5,5,0.9914163090128756,0.9888888888888889,0.9887640449438202,0.8353017353017353,6,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.65,old_data,285,86,0.3017543859649123,27,131,0.45964912280701753,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.65,third_batch,306,124,0.40522875816993464,46,124,0.40522875816993464,5,5,0.9803921568627451,0.9634146341463414,0.9620253164556962,0.818270905923345,6,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.65,strict_external,108,45,0.4166666666666667,25,49,0.4537037037037037,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.65,all_domains,699,255,0.3648068669527897,98,304,0.43490701001430615,5,5,0.9914163090128756,0.9888888888888889,0.9887640449438202,0.8353017353017353,6,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.70,old_data,285,78,0.2736842105263158,19,139,0.48771929824561405,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.70,third_batch,306,118,0.38562091503267976,40,130,0.42483660130718953,5,5,0.9803921568627451,0.9634146341463414,0.9620253164556962,0.818270905923345,6,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.70,strict_external,108,42,0.3888888888888889,22,52,0.48148148148148145,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.70,all_domains,699,238,0.34048640915593703,81,321,0.4592274678111588,5,5,0.9914163090128756,0.9888888888888889,0.9887640449438202,0.8353017353017353,6,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.75,old_data,285,71,0.24912280701754386,12,146,0.512280701754386,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.75,third_batch,306,108,0.35294117647058826,30,140,0.45751633986928103,5,5,0.9803921568627451,0.9634146341463414,0.9620253164556962,0.818270905923345,6,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.75,strict_external,108,32,0.2962962962962963,12,62,0.5740740740740741,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.75,all_domains,699,211,0.30185979971387694,54,348,0.4978540772532189,5,5,0.9914163090128756,0.9888888888888889,0.9887640449438202,0.8353017353017353,6,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.80,old_data,285,67,0.23508771929824562,8,150,0.5263157894736842,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.80,third_batch,306,94,0.30718954248366015,16,154,0.5032679738562091,2,2,0.9901960784313726,0.9817073170731707,0.9813664596273292,0.818270905923345,3,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.80,strict_external,108,27,0.25,7,67,0.6203703703703703,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.80,all_domains,699,188,0.26895565092989987,31,371,0.530758226037196,2,2,0.9957081545064378,0.9944444444444445,0.994413407821229,0.8353017353017353,3,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.85,old_data,285,62,0.21754385964912282,3,155,0.543859649122807,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.85,third_batch,306,88,0.2875816993464052,10,160,0.5228758169934641,1,1,0.9934640522875817,0.9878048780487805,0.9876543209876543,0.818270905923345,2,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.85,strict_external,108,22,0.2037037037037037,2,72,0.6666666666666666,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.85,all_domains,699,172,0.24606580829756797,15,387,0.5536480686695279,1,1,0.9971387696709585,0.9962962962962962,0.9962825278810409,0.8353017353017353,2,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.90,old_data,285,62,0.21754385964912282,3,155,0.543859649122807,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.90,third_batch,306,85,0.2777777777777778,7,163,0.5326797385620915,1,1,0.9934640522875817,0.9878048780487805,0.9876543209876543,0.818270905923345,2,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.90,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.90,all_domains,699,167,0.23891273247496422,10,392,0.5608011444921316,1,1,0.9971387696709585,0.9962962962962962,0.9962825278810409,0.8353017353017353,2,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.95,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.95,third_batch,306,80,0.26143790849673204,2,168,0.5490196078431373,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.95,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_pca64_logreg_c03_t0.95,all_domains,699,159,0.22746781115879827,2,400,0.5722460658082976,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.50,old_data,285,196,0.6877192982456141,137,21,0.07368421052631578,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.50,third_batch,306,221,0.7222222222222222,143,27,0.08823529411764706,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.50,strict_external,108,75,0.6944444444444444,55,19,0.17592592592592593,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.50,all_domains,699,492,0.703862660944206,335,67,0.09585121602288985,9,9,0.9856938483547926,0.9835405335405336,0.9813432835820896,0.8353017353017353,7,3
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.55,old_data,285,137,0.4807017543859649,78,80,0.2807017543859649,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.55,third_batch,306,168,0.5490196078431373,90,80,0.26143790849673204,4,4,0.9836601307189542,0.9695121951219512,0.9685534591194969,0.818270905923345,5,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.55,strict_external,108,45,0.4166666666666667,25,49,0.4537037037037037,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.55,all_domains,699,350,0.5007153075822603,193,209,0.2989985693848355,5,5,0.9914163090128756,0.9895752395752395,0.9888059701492538,0.8353017353017353,5,1
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.60,old_data,285,72,0.25263157894736843,13,145,0.5087719298245614,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.60,third_batch,306,106,0.3464052287581699,28,142,0.46405228758169936,1,1,0.9934640522875817,0.9878048780487805,0.9876543209876543,0.818270905923345,2,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.60,strict_external,108,24,0.2222222222222222,4,70,0.6481481481481481,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.60,all_domains,699,202,0.28898426323319026,45,357,0.5107296137339056,1,1,0.9971387696709585,0.9962962962962962,0.9962825278810409,0.8353017353017353,2,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.65,old_data,285,61,0.21403508771929824,2,156,0.5473684210526316,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.65,third_batch,306,87,0.28431372549019607,9,161,0.5261437908496732,1,1,0.9934640522875817,0.9878048780487805,0.9876543209876543,0.818270905923345,2,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.65,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.65,all_domains,699,168,0.24034334763948498,11,391,0.5593705293276109,1,1,0.9971387696709585,0.9962962962962962,0.9962825278810409,0.8353017353017353,2,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.70,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.70,third_batch,306,79,0.2581699346405229,1,169,0.5522875816993464,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.70,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.70,all_domains,699,158,0.22603719599427755,1,401,0.5736766809728183,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.75,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.75,third_batch,306,78,0.2549019607843137,0,170,0.5555555555555556,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.75,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.75,all_domains,699,157,0.2246065808297568,0,402,0.575107296137339,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.80,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.80,third_batch,306,78,0.2549019607843137,0,170,0.5555555555555556,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.80,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.80,all_domains,699,157,0.2246065808297568,0,402,0.575107296137339,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.85,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.85,third_batch,306,78,0.2549019607843137,0,170,0.5555555555555556,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.85,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.85,all_domains,699,157,0.2246065808297568,0,402,0.575107296137339,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.90,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.90,third_batch,306,78,0.2549019607843137,0,170,0.5555555555555556,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.90,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.90,all_domains,699,157,0.2246065808297568,0,402,0.575107296137339,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.95,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.95,third_batch,306,78,0.2549019607843137,0,170,0.5555555555555556,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.95,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v118_review_or_control_tabular_dino_extra_trees_d4_t0.95,all_domains,699,157,0.2246065808297568,0,402,0.575107296137339,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.50,old_data,285,198,0.6947368421052632,139,19,0.06666666666666667,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.50,third_batch,306,225,0.7352941176470589,147,23,0.07516339869281045,7,7,0.9738562091503268,0.9550849303135889,0.9493670886075949,0.818270905923345,7,1
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.50,strict_external,108,76,0.7037037037037037,56,18,0.16666666666666666,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.50,all_domains,699,499,0.7138769670958512,342,60,0.08583690987124463,8,8,0.9871244635193133,0.9847060347060348,0.983177570093458,0.8353017353017353,7,2
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.55,old_data,285,133,0.4666666666666667,74,84,0.29473684210526313,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.55,third_batch,306,152,0.49673202614379086,74,96,0.3137254901960784,6,6,0.9771241830065359,0.9573170731707317,0.9554140127388535,0.818270905923345,7,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.55,strict_external,108,54,0.5,34,40,0.37037037037037035,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.55,all_domains,699,339,0.48497854077253216,182,220,0.3147353361945637,6,6,0.9899856938483548,0.987037037037037,0.9868667917448405,0.8353017353017353,7,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.60,old_data,285,66,0.23157894736842105,7,151,0.5298245614035088,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.60,third_batch,306,98,0.3202614379084967,20,150,0.49019607843137253,1,1,0.9934640522875817,0.9878048780487805,0.9876543209876543,0.818270905923345,2,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.60,strict_external,108,21,0.19444444444444445,1,73,0.6759259259259259,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.60,all_domains,699,185,0.2646638054363376,28,374,0.5350500715307582,1,1,0.9971387696709585,0.9962962962962962,0.9962825278810409,0.8353017353017353,2,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.65,old_data,285,60,0.21052631578947367,1,157,0.5508771929824562,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.65,third_batch,306,81,0.2647058823529412,3,167,0.545751633986928,1,1,0.9934640522875817,0.9878048780487805,0.9876543209876543,0.818270905923345,2,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.65,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.65,all_domains,699,161,0.23032904148783978,4,398,0.5693848354792561,1,1,0.9971387696709585,0.9962962962962962,0.9962825278810409,0.8353017353017353,2,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.70,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.70,third_batch,306,79,0.2581699346405229,1,169,0.5522875816993464,1,1,0.9934640522875817,0.9878048780487805,0.9876543209876543,0.818270905923345,2,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.70,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.70,all_domains,699,158,0.22603719599427755,1,401,0.5736766809728183,1,1,0.9971387696709585,0.9962962962962962,0.9962825278810409,0.8353017353017353,2,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.75,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.75,third_batch,306,78,0.2549019607843137,0,170,0.5555555555555556,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.75,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.75,all_domains,699,157,0.2246065808297568,0,402,0.575107296137339,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.80,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.80,third_batch,306,78,0.2549019607843137,0,170,0.5555555555555556,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.80,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.80,all_domains,699,157,0.2246065808297568,0,402,0.575107296137339,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.85,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.85,third_batch,306,78,0.2549019607843137,0,170,0.5555555555555556,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.85,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.85,all_domains,699,157,0.2246065808297568,0,402,0.575107296137339,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.90,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.90,third_batch,306,78,0.2549019607843137,0,170,0.5555555555555556,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.90,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.90,all_domains,699,157,0.2246065808297568,0,402,0.575107296137339,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.95,old_data,285,59,0.20701754385964913,0,158,0.5543859649122806,0,0,1.0,1.0,1.0,0.8737687155240348,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.95,third_batch,306,78,0.2549019607843137,0,170,0.5555555555555556,0,0,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.95,strict_external,108,20,0.18518518518518517,0,74,0.6851851851851852,0,0,1.0,1.0,1.0,0.67317753749564,0,0
v178_union_v161_final_review_or_reject_tabular_dino_extra_trees_d4_t0.95,all_domains,699,157,0.2246065808297568,0,402,0.575107296137339,0,0,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0
v178_union_v118_review_or_control_tabular_hgb_l2_t0.50,old_data,285,217,0.7614035087719299,158,0,0.0,1,1,0.9964912280701754,0.9965277777777778,0.9964664310954063,0.8737687155240348,0,1
v178_union_v118_review_or_control_tabular_hgb_l2_t0.50,third_batch,306,248,0.8104575163398693,170,0,0.0,8,8,0.9705882352941176,0.9528527874564461,0.9433962264150944,0.818270905923345,7,2
