profile,adapt_n,holdout_n,model_kind,repeat_adapt,threshold_objective,threshold,train_accuracy,train_balanced_accuracy,train_f1,train_tn,train_fp,train_fn,train_tp,train_auc,old_oof_accuracy,old_oof_balanced_accuracy,old_oof_f1,old_oof_tn,old_oof_fp,old_oof_fn,old_oof_tp,old_oof_auc,adapt_oof_accuracy,adapt_oof_balanced_accuracy,adapt_oof_f1,adapt_oof_tn,adapt_oof_fp,adapt_oof_fn,adapt_oof_tp,adapt_oof_auc,holdout_accuracy,holdout_balanced_accuracy,holdout_f1,holdout_tn,holdout_fp,holdout_fn,holdout_tp,holdout_auc,selection_score
adapt72_high_focus,72,234,logreg_0.0003,4,accuracy,0.5299999999999999,0.680672268907563,0.6831081081081081,0.6666666666666666,129,43,71,114,0.7325895663104967,0.6771929824561403,0.676418439716312,0.648854961832061,108,36,56,85,0.7302994483845547,0.6944444444444444,0.7045454545454546,0.725,21,7,15,29,0.7402597402597403,0.7435897435897436,0.6560150375939849,0.4,154,42,18,20,0.7289205155746509,0.792251061812092
adapt120_high_focus,120,186,logreg_0.0003,2,balanced_accuracy,0.5499999999999999,0.6790123456790124,0.6799390243902439,0.656084656084656,151,49,81,124,0.7411707317073171,0.6771929824561403,0.6762706855791962,0.6434108527131783,110,34,58,83,0.7353723404255319,0.6833333333333333,0.6863839285714286,0.6833333333333333,41,15,23,41,0.7433035714285715,0.8064516129032258,0.6944444444444444,0.35714285714285715,140,28,8,10,0.7248677248677248,0.7917230176288326
adapt120_high_focus,120,186,logreg_0.0003,2,accuracy,0.5499999999999999,0.6790123456790124,0.6799390243902439,0.656084656084656,151,49,81,124,0.7411707317073171,0.6771929824561403,0.6762706855791962,0.6434108527131783,110,34,58,83,0.7353723404255319,0.6833333333333333,0.6863839285714286,0.6833333333333333,41,15,23,41,0.7433035714285715,0.8064516129032258,0.6944444444444444,0.35714285714285715,140,28,8,10,0.7248677248677248,0.7917230176288326
adapt96_high_focus,96,210,logreg_0.001,1,balanced_accuracy,0.57,0.6719160104986877,0.675837981114363,0.6518105849582173,139,43,82,117,0.7285327737589045,0.6771929824561403,0.67649231678487,0.6515151515151515,107,37,55,86,0.7357663514578409,0.65625,0.6882940108892921,0.6526315789473685,32,6,27,31,0.7232304900181488,0.719047619047619,0.6780913978494624,0.33707865168539325,136,50,9,15,0.6935483870967741,0.7904053745185936
adapt96_high_focus,96,210,logreg_0.001,1,accuracy,0.57,0.6719160104986877,0.675837981114363,0.6518105849582173,139,43,82,117,0.7285327737589045,0.6771929824561403,0.67649231678487,0.6515151515151515,107,37,55,86,0.7357663514578409,0.65625,0.6882940108892921,0.6526315789473685,32,6,27,31,0.7232304900181488,0.719047619047619,0.6780913978494624,0.33707865168539325,136,50,9,15,0.6935483870967741,0.7904053745185936
adapt72_high_focus,72,234,logreg_0.001,1,balanced_accuracy,0.49999999999999994,0.6778711484593838,0.6775455688246386,0.6883468834688347,115,57,58,127,0.7357950974230044,0.6807017543859649,0.6809249408983451,0.6851211072664359,95,49,42,99,0.7435973207249803,0.6666666666666666,0.6753246753246753,0.7,20,8,16,28,0.7305194805194806,0.6837606837606838,0.6521213748657357,0.38333333333333336,137,59,15,23,0.7175080558539206,0.7899634769169653
adapt72_high_focus,72,234,logreg_0.001,1,accuracy,0.49999999999999994,0.6778711484593838,0.6775455688246386,0.6883468834688347,115,57,58,127,0.7357950974230044,0.6807017543859649,0.6809249408983451,0.6851211072664359,95,49,42,99,0.7435973207249803,0.6666666666666666,0.6753246753246753,0.7,20,8,16,28,0.7305194805194806,0.6837606837606838,0.6521213748657357,0.38333333333333336,137,59,15,23,0.7175080558539206,0.7899634769169653
adapt150_high_focus,150,156,logreg_0.0003,4,balanced_accuracy,0.6599999999999999,0.6873563218390805,0.6759809119830329,0.5903614457831325,201,29,107,98,0.732407211028632,0.6771929824561403,0.6749408983451537,0.5855855855855856,128,16,76,65,0.7157702915681639,0.7066666666666667,0.6822311046511628,0.6,73,13,31,33,0.7639898255813953,0.8846153846153846,0.7173913043478262,0.5,129,9,9,9,0.8345410628019324,0.7899182569059247
adapt150_high_focus,150,156,logreg_0.0003,4,accuracy,0.6599999999999999,0.6873563218390805,0.6759809119830329,0.5903614457831325,201,29,107,98,0.732407211028632,0.6771929824561403,0.6749408983451537,0.5855855855855856,128,16,76,65,0.7157702915681639,0.7066666666666667,0.6822311046511628,0.6,73,13,31,33,0.7639898255813953,0.8846153846153846,0.7173913043478262,0.5,129,9,9,9,0.8345410628019324,0.7899182569059247
adapt180_mixed,180,126,logreg_0.0003,2,accuracy,0.5099999999999999,0.6838709677419355,0.6811942992516827,0.6457831325301204,184,78,69,134,0.7455157372240815,0.6736842105263158,0.6738327423167849,0.6759581881533101,95,49,44,97,0.7315307328605202,0.7,0.6755057408419902,0.578125,89,29,25,37,0.761071623838163,0.7777777777777778,0.8070754716981132,0.5483870967741935,81,25,3,17,0.8839622641509434,0.7892602687533026
adapt180_mixed,180,126,logreg_0.0003,2,balanced_accuracy,0.48999999999999994,0.6795698924731183,0.6812601060429436,0.654292343387471,175,87,62,141,0.7455157372240815,0.6701754385964912,0.6705821513002364,0.6802721088435374,91,53,41,100,0.7315307328605202,0.6944444444444444,0.6865773646801531,0.5985401459854015,84,34,21,41,0.761071623838163,0.7380952380952381,0.7834905660377358,0.5074626865671642,76,30,3,17,0.8839622641509434,0.7858421359552141
adapt150_high_focus,150,156,logreg_0.0003,2,balanced_accuracy,0.5499999999999999,0.6942528735632184,0.6893955461293744,0.6509186351706037,178,52,81,124,0.7516012725344645,0.6701754385964912,0.6694001182033097,0.6412213740458015,107,37,57,84,0.727098108747045,0.74,0.7252906976744187,0.6722689075630253,71,15,24,40,0.7986918604651163,0.8012820512820513,0.7185990338164252,0.41509433962264153,114,24,7,11,0.8152173913043478,0.7856363556686592
adapt150_high_focus,150,156,logreg_0.0003,2,accuracy,0.5499999999999999,0.6942528735632184,0.6893955461293744,0.6509186351706037,178,52,81,124,0.7516012725344645,0.6701754385964912,0.6694001182033097,0.6412213740458015,107,37,57,84,0.727098108747045,0.74,0.7252906976744187,0.6722689075630253,71,15,24,40,0.7986918604651163,0.8012820512820513,0.7185990338164252,0.41509433962264153,114,24,7,11,0.8152173913043478,0.7856363556686592
adapt150_high_focus,150,156,logreg_0.001,1,balanced_accuracy,0.5199999999999999,0.6850574712643678,0.6825556733828209,0.656641604010025,167,63,74,131,0.7462778366914102,0.6701754385964912,0.6697695035460993,0.6544117647058824,102,42,52,89,0.7439420803782506,0.7133333333333334,0.706031976744186,0.6614173228346457,65,21,22,42,0.7460029069767441,0.7564102564102564,0.717391304347826,0.3870967741935484,106,32,6,12,0.7922705314009661,0.7851849562818625
adapt150_high_focus,150,156,logreg_0.001,1,accuracy,0.5199999999999999,0.6850574712643678,0.6825556733828209,0.656641604010025,167,63,74,131,0.7462778366914102,0.6701754385964912,0.6697695035460993,0.6544117647058824,102,42,52,89,0.7439420803782506,0.7133333333333334,0.706031976744186,0.6614173228346457,65,21,22,42,0.7460029069767441,0.7564102564102564,0.717391304347826,0.3870967741935484,106,32,6,12,0.7922705314009661,0.7851849562818625
adapt96_high_focus,96,210,logreg_0.001,2,balanced_accuracy,0.5199999999999999,0.6719160104986877,0.6720829421834447,0.680306905370844,123,59,66,133,0.7327295819758131,0.6701754385964912,0.6702127659574468,0.6690140845070423,96,48,46,95,0.7348305752561073,0.6770833333333334,0.6828493647912885,0.7102803738317757,27,11,20,38,0.735934664246824,0.638095238095238,0.6323924731182795,0.2830188679245283,119,67,9,15,0.7116935483870968,0.7843714909492848
adapt180_mixed,180,126,logreg_0.003,2,accuracy,0.4699999999999999,0.6860215053763441,0.686430639642011,0.6572769953051644,179,83,63,140,0.7566840897980671,0.6842105263157895,0.6846926713947991,0.6959459459459459,92,52,38,103,0.761968085106383,0.6888888888888889,0.6670311645708038,0.5692307692307692,87,31,25,37,0.7311372334609075,0.7619047619047619,0.7976415094339622,0.53125,79,27,3,17,0.8509433962264151,0.7836133676436345
adapt150_high_focus,150,156,logreg_0.003,1,accuracy,0.6499999999999999,0.6804597701149425,0.6721102863202546,0.6084507042253521,188,42,97,108,0.7405302226935313,0.6701754385964912,0.6689568557919622,0.624,113,31,63,78,0.7383274231678488,0.7,0.670421511627907,0.5714285714285714,75,11,34,30,0.743640988372093,0.8397435897435898,0.6678743961352657,0.3902439024390244,123,15,10,8,0.78341384863124,0.7831188620802173
adapt120_high_focus,120,186,logreg_0.003,4,balanced_accuracy,0.74,0.6666666666666666,0.6692073170731707,0.5846153846153846,175,25,110,95,0.7112439024390244,0.6701754385964912,0.6679225768321513,0.5765765765765766,127,17,77,64,0.7116331757289204,0.6583333333333333,0.6707589285714286,0.6019417475728155,48,8,33,31,0.7042410714285714,0.8763440860215054,0.683531746031746,0.41025641025641024,155,13,10,8,0.7384259259259259,0.7811441215475985
adapt96_high_focus,96,210,logreg_0.001,4,balanced_accuracy,0.58,0.6824146981627297,0.685653542437462,0.6684931506849315,138,44,77,122,0.748136285824728,0.6947368421052632,0.6940750591016549,0.6716981132075471,109,35,52,89,0.7493104806934594,0.6458333333333334,0.6660617059891107,0.66,29,9,25,33,0.7481851179673321,0.7,0.6673387096774194,0.3225806451612903,132,54,9,15,0.728494623655914,0.780631797748273
