align,pca_components,pca_explained,c,gamma,threshold_objective,old_cv_threshold,old_cv_threshold_score,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_auc,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_auc,strict_accuracy,strict_balanced_accuracy,strict_f1,strict_tn,strict_fp,strict_fn,strict_tp,strict_auc
diag,24,0.5774636268615723,10.0,0.01,accuracy,0.39066792249679594,0.6666666666666666,0.6666666666666666,0.6651152482269503,0.6058091286307054,117,27,68,73,0.7155240346729708,0.5925925925925926,0.5734216951517266,0.47619047619047616,44,17,27,20,0.6250435995814441,0.580952380952381,0.5662142333088774,0.47619047619047616,41,17,27,20,0.615553925165077
diag,32,0.6357396841049194,1.0,0.001,balanced_accuracy,-0.23200139999389646,0.6629728132387707,0.6631578947368421,0.6629728132387707,0.6546762589928058,98,46,50,91,0.6950847123719464,0.5185185185185185,0.5688873386815487,0.6338028169014085,11,50,2,45,0.5988838507150331,0.5238095238095238,0.5649303008070433,0.6428571428571429,10,48,2,45,0.5939104915627293
diag,32,0.6357396841049194,1.0,0.001,accuracy,-0.23200139999389646,0.6631578947368421,0.6631578947368421,0.6629728132387707,0.6546762589928058,98,46,50,91,0.6950847123719464,0.5185185185185185,0.5688873386815487,0.6338028169014085,11,50,2,45,0.5988838507150331,0.5238095238095238,0.5649303008070433,0.6428571428571429,10,48,2,45,0.5939104915627293
diag,32,0.6357396841049194,10.0,scale,balanced_accuracy,0.20175387859344496,0.6617907801418439,0.6631578947368421,0.6617907801418439,0.6097560975609756,114,30,66,75,0.7105988967691096,0.5833333333333334,0.5627833972793861,0.4578313253012048,44,17,28,19,0.5744680851063829,0.580952380952381,0.5641966250917094,0.4634146341463415,42,16,28,19,0.5755685986793837
diag,32,0.6357396841049194,10.0,scale,accuracy,0.20175387859344496,0.6631578947368421,0.6631578947368421,0.6617907801418439,0.6097560975609756,114,30,66,75,0.7105988967691096,0.5833333333333334,0.5627833972793861,0.4578313253012048,44,17,28,19,0.5744680851063829,0.580952380952381,0.5641966250917094,0.4634146341463415,42,16,28,19,0.5755685986793837
diag,32,0.6357396841049194,1.0,0.01,balanced_accuracy,-0.020043846368789753,0.6597222222222222,0.6596491228070176,0.6597222222222222,0.6596491228070176,94,50,47,94,0.7036052009456264,0.5833333333333334,0.5725497035228462,0.5054945054945055,40,21,24,23,0.6320195326124869,0.5714285714285714,0.5636463683052091,0.5054945054945055,37,21,24,23,0.6254585473220837
diag,48,0.71592116355896,3.0,0.001,balanced_accuracy,0.026083173751831,0.6486406619385343,0.6491228070175439,0.6486406619385343,0.6296296296296297,100,44,56,85,0.6792750197005516,0.5833333333333334,0.5725497035228462,0.5054945054945055,40,21,24,23,0.5926055109870945,0.5714285714285714,0.5636463683052091,0.5054945054945055,37,21,24,23,0.5840058694057226
diag,48,0.71592116355896,3.0,0.001,accuracy,0.026083173751831,0.6491228070175439,0.6491228070175439,0.6486406619385343,0.6296296296296297,100,44,56,85,0.6792750197005516,0.5833333333333334,0.5725497035228462,0.5054945054945055,40,21,24,23,0.5926055109870945,0.5714285714285714,0.5636463683052091,0.5054945054945055,37,21,24,23,0.5840058694057226
diag,48,0.71592116355896,1.0,0.003,balanced_accuracy,0.10036602973938002,0.6373374704491725,0.6385964912280702,0.6373374704491725,0.5863453815261044,109,35,68,73,0.6806540583136328,0.5833333333333334,0.5725497035228462,0.5054945054945055,40,21,24,23,0.5905127310777817,0.5714285714285714,0.5636463683052091,0.5054945054945055,37,21,24,23,0.5843727072633896
diag,48,0.71592116355896,1.0,0.003,accuracy,0.10036602973938002,0.6385964912280702,0.6385964912280702,0.6373374704491725,0.5863453815261044,109,35,68,73,0.6806540583136328,0.5833333333333334,0.5725497035228462,0.5054945054945055,40,21,24,23,0.5905127310777817,0.5714285714285714,0.5636463683052091,0.5054945054945055,37,21,24,23,0.5843727072633896
diag,48,0.71592116355896,1.0,0.001,balanced_accuracy,-0.18995748683810232,0.6484929078014184,0.6491228070175439,0.6484929078014184,0.6240601503759399,102,42,58,83,0.6919818754925138,0.5277777777777778,0.564876177188699,0.6106870229007634,17,44,7,40,0.5936519009417509,0.5333333333333333,0.5634629493763756,0.6201550387596899,16,42,7,40,0.5836390315480557
diag,48,0.71592116355896,1.0,0.001,accuracy,-0.18995748683810232,0.6491228070175439,0.6491228070175439,0.6484929078014184,0.6240601503759399,102,42,58,83,0.6919818754925138,0.5277777777777778,0.564876177188699,0.6106870229007634,17,44,7,40,0.5936519009417509,0.5333333333333333,0.5634629493763756,0.6201550387596899,16,42,7,40,0.5836390315480557
diag,48,0.71592116355896,0.3,scale,balanced_accuracy,0.11723942995071412,0.635933806146572,0.6385964912280702,0.635933806146572,0.5118483412322274,128,16,87,54,0.6803092986603625,0.6018518518518519,0.5669689570980119,0.39436619718309857,51,10,33,14,0.632368329264039,0.5904761904761905,0.5627292736610419,0.39436619718309857,48,10,33,14,0.6258253851797505
diag,48,0.71592116355896,0.3,scale,accuracy,0.11723942995071412,0.6385964912280702,0.6385964912280702,0.635933806146572,0.5118483412322274,128,16,87,54,0.6803092986603625,0.6018518518518519,0.5669689570980119,0.39436619718309857,51,10,33,14,0.632368329264039,0.5904761904761905,0.5627292736610419,0.39436619718309857,48,10,33,14,0.6258253851797505
diag,24,0.5774636268615723,3.0,scale,balanced_accuracy,0.23803687810897833,0.6583924349881797,0.6596491228070176,0.6583924349881797,0.6104417670682731,112,32,65,76,0.7011918833727344,0.5925925925925926,0.5685385420299964,0.45,46,15,29,18,0.6048133937914196,0.580952380952381,0.5621790168745415,0.45,43,15,29,18,0.603448275862069
diag,24,0.5774636268615723,3.0,scale,accuracy,0.23803687810897833,0.6596491228070176,0.6596491228070176,0.6583924349881797,0.6104417670682731,112,32,65,76,0.7011918833727344,0.5925925925925926,0.5685385420299964,0.45,46,15,29,18,0.6048133937914196,0.580952380952381,0.5621790168745415,0.45,43,15,29,18,0.603448275862069
diag,16,0.49430108070373535,1.0,0.01,balanced_accuracy,0.1839467358589173,0.6446513002364067,0.6456140350877193,0.6446513002364067,0.6070038910505836,106,38,63,78,0.6795705279747832,0.5833333333333334,0.5701081269619812,0.4943820224719101,41,20,25,22,0.5842343913498431,0.5714285714285714,0.5616287600880411,0.4943820224719101,38,20,25,22,0.5788701393983859
diag,16,0.49430108070373535,1.0,0.01,accuracy,0.1839467358589173,0.6456140350877193,0.6456140350877193,0.6446513002364067,0.6070038910505836,106,38,63,78,0.6795705279747832,0.5833333333333334,0.5701081269619812,0.4943820224719101,41,20,25,22,0.5842343913498431,0.5714285714285714,0.5616287600880411,0.4943820224719101,38,20,25,22,0.5788701393983859
diag,64,0.7723590731620789,1.0,scale,balanced_accuracy,-0.03337092578411105,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6643109540636042,96,48,47,94,0.7133077226162333,0.5555555555555556,0.5552842692710149,0.52,34,27,21,26,0.5542378793163586,0.5619047619047619,0.5610785033015407,0.5306122448979592,33,25,21,26,0.557960381511372
diag,64,0.7723590731620789,1.0,scale,accuracy,-0.03337092578411105,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6643109540636042,96,48,47,94,0.7133077226162333,0.5555555555555556,0.5552842692710149,0.52,34,27,21,26,0.5542378793163586,0.5619047619047619,0.5610785033015407,0.5306122448979592,33,25,21,26,0.557960381511372
diag,64,0.7723590731620789,3.0,0.01,balanced_accuracy,-0.1618748116493225,0.674645390070922,0.6736842105263158,0.674645390070922,0.6990291262135923,84,60,33,108,0.7199566587864459,0.5370370370370371,0.5486571328915243,0.5454545454545454,28,33,17,30,0.5497035228461807,0.5523809523809524,0.5605282465150404,0.5607476635514018,28,30,17,30,0.5506236243580338
diag,16,0.49430108070373535,10.0,scale,balanced_accuracy,-0.03738439083099365,0.6247044917257684,0.624561403508772,0.6247044917257684,0.627177700348432,88,56,51,90,0.6557821118991332,0.5648148148148148,0.5610394140216254,0.5154639175257731,36,25,22,25,0.5388908266480642,0.5619047619047619,0.5590608950843727,0.5208333333333334,34,24,22,25,0.5385179750550256
diag,40,0.6801644563674927,0.3,0.003,balanced_accuracy,0.08777973651885995,0.6026152482269503,0.6035087719298246,0.6026152482269503,0.5637065637065637,99,45,68,73,0.6192868400315208,0.5185185185185185,0.5615626089989536,0.6176470588235294,14,47,5,42,0.6069061737007324,0.5238095238095238,0.5588774761555393,0.6268656716417911,13,45,5,42,0.6001467351430667
diag,40,0.6801644563674927,0.3,0.003,accuracy,0.08777973651885995,0.6035087719298246,0.6035087719298246,0.6026152482269503,0.5637065637065637,99,45,68,73,0.6192868400315208,0.5185185185185185,0.5615626089989536,0.6176470588235294,14,47,5,42,0.6069061737007324,0.5238095238095238,0.5588774761555393,0.6268656716417911,13,45,5,42,0.6001467351430667
diag,64,0.7723590731620789,10.0,0.001,balanced_accuracy,-0.12105551362037659,0.6810726950354611,0.6807017543859649,0.6810726950354611,0.689419795221843,93,51,40,101,0.7083333333333333,0.5648148148148148,0.5708057202650855,0.5523809523809524,32,29,18,29,0.5636553889082665,0.5523809523809524,0.5585106382978724,0.5523809523809524,29,29,18,29,0.5557593543653705
diag,64,0.7723590731620789,10.0,0.001,accuracy,-0.12105551362037659,0.6807017543859649,0.6807017543859649,0.6810726950354611,0.689419795221843,93,51,40,101,0.7083333333333333,0.5648148148148148,0.5708057202650855,0.5523809523809524,32,29,18,29,0.5636553889082665,0.5523809523809524,0.5585106382978724,0.5523809523809524,29,29,18,29,0.5557593543653705
diag,24,0.5774636268615723,1.0,0.001,accuracy,-0.2416928681731224,0.6736842105263158,0.6736842105263158,0.672724586288416,0.6381322957198443,110,34,59,82,0.705181245074862,0.5092592592592593,0.5631321939309383,0.6344827586206897,9,52,1,46,0.6159748866410882,0.5142857142857142,0.5583272193690388,0.6433566433566433,8,50,1,46,0.6038151137197358
diag,64,0.7723590731620789,3.0,scale,balanced_accuracy,0.06474241614341736,0.6590573286052009,0.6596491228070176,0.6590573286052009,0.6367041198501873,103,41,56,85,0.7176418439716312,0.5648148148148148,0.5488315312173003,0.45977011494252873,41,20,27,20,0.536100453435647,0.5714285714285714,0.5575935436537051,0.47058823529411764,40,18,27,20,0.5418195157740279
diag,64,0.7723590731620789,3.0,scale,accuracy,0.06474241614341736,0.6596491228070176,0.6596491228070176,0.6590573286052009,0.6367041198501873,103,41,56,85,0.7176418439716312,0.5648148148148148,0.5488315312173003,0.45977011494252873,41,20,27,20,0.536100453435647,0.5714285714285714,0.5575935436537051,0.47058823529411764,40,18,27,20,0.5418195157740279
diag,16,0.49430108070373535,10.0,0.01,balanced_accuracy,0.05406724929809581,0.677304964539007,0.6771929824561403,0.677304964539007,0.6783216783216783,96,48,44,97,0.6894208037825059,0.5648148148148148,0.5585978374607603,0.5052631578947369,37,24,23,24,0.5828392047436345,0.5619047619047619,0.5570432868672046,0.5106382978723404,35,23,23,24,0.578136463683052
diag,16,0.49430108070373535,10.0,0.01,accuracy,0.05406724929809581,0.6771929824561403,0.6771929824561403,0.677304964539007,0.6783216783216783,96,48,44,97,0.6894208037825059,0.5648148148148148,0.5585978374607603,0.5052631578947369,37,24,23,24,0.5828392047436345,0.5619047619047619,0.5570432868672046,0.5106382978723404,35,23,23,24,0.578136463683052
diag,40,0.6801644563674927,3.0,0.01,balanced_accuracy,0.05620682239532493,0.6735372340425532,0.6736842105263158,0.6735372340425532,0.6666666666666666,99,45,48,93,0.7207446808510638,0.5648148148148148,0.5585978374607603,0.5052631578947369,37,24,23,24,0.6030694105336588,0.5619047619047619,0.5570432868672046,0.5106382978723404,35,23,23,24,0.6005135730007336
diag,40,0.6801644563674927,3.0,0.01,accuracy,0.05620682239532493,0.6736842105263158,0.6736842105263158,0.6735372340425532,0.6666666666666666,99,45,48,93,0.7207446808510638,0.5648148148148148,0.5585978374607603,0.5052631578947369,37,24,23,24,0.6030694105336588,0.5619047619047619,0.5570432868672046,0.5106382978723404,35,23,23,24,0.6005135730007336
diag,64,0.7723590731620789,3.0,0.003,balanced_accuracy,-0.07781164646148686,0.6667405437352245,0.6666666666666666,0.6667405437352245,0.6666666666666666,95,49,46,95,0.7093676122931442,0.5555555555555556,0.5601674223927451,0.5384615384615384,32,29,19,28,0.5723753051970701,0.5523809523809524,0.5564930300807043,0.5436893203883495,30,28,19,28,0.5656639765223771
diag,48,0.71592116355896,1.0,0.01,balanced_accuracy,0.07608734607696532,0.6554373522458629,0.656140350877193,0.6554373522458629,0.6287878787878788,104,40,58,83,0.6969562647754137,0.5740740740740741,0.5643529822113708,0.5,39,22,24,23,0.5859783746076037,0.5619047619047619,0.5550256786500367,0.5,36,22,24,23,0.5818048422597213
diag,48,0.71592116355896,1.0,0.01,accuracy,0.07608734607696532,0.656140350877193,0.656140350877193,0.6554373522458629,0.6287878787878788,104,40,58,83,0.6969562647754137,0.5740740740740741,0.5643529822113708,0.5,39,22,24,23,0.5859783746076037,0.5619047619047619,0.5550256786500367,0.5,36,22,24,23,0.5818048422597213
diag,64,0.7723590731620789,3.0,0.003,accuracy,-0.04525903463363656,0.6666666666666666,0.6666666666666666,0.6665927895981087,0.6619217081850534,97,47,48,93,0.7093676122931442,0.5648148148148148,0.5659225671433554,0.5346534653465347,34,27,20,27,0.5723753051970701,0.5523809523809524,0.5544754218635364,0.5346534653465347,31,27,20,27,0.5656639765223771
diag,16,0.49430108070373535,3.0,0.003,balanced_accuracy,-0.0499853324890136,0.646054964539007,0.6456140350877193,0.646054964539007,0.6576271186440678,87,57,44,97,0.6726753349093775,0.5462962962962963,0.5495291245204046,0.5242718446601942,32,29,20,27,0.5671433554237879,0.5523809523809524,0.5544754218635364,0.5346534653465347,31,27,20,27,0.5641966250917095
diag,24,0.5774636268615723,1.0,scale,balanced_accuracy,0.3341467618942262,0.6679964539007093,0.6701754385964912,0.6679964539007093,0.5803571428571429,126,18,76,65,0.7152777777777777,0.5925925925925926,0.5587722357865365,0.3888888888888889,50,11,33,14,0.6487617718869898,0.580952380952381,0.5541085840058694,0.3888888888888889,47,11,33,14,0.64013206162876
diag,24,0.5774636268615723,1.0,scale,accuracy,0.3341467618942262,0.6701754385964912,0.6701754385964912,0.6679964539007093,0.5803571428571429,126,18,76,65,0.7152777777777777,0.5925925925925926,0.5587722357865365,0.3888888888888889,50,11,33,14,0.6487617718869898,0.580952380952381,0.5541085840058694,0.3888888888888889,47,11,33,14,0.64013206162876
diag,40,0.6801644563674927,0.3,0.01,balanced_accuracy,0.013473582267761297,0.6762706855791962,0.6771929824561403,0.6762706855791962,0.6434108527131783,110,34,58,83,0.7046394799054374,0.5740740740740741,0.5619114056505057,0.4888888888888889,40,21,25,22,0.6114405301709104,0.5619047619047619,0.5530080704328687,0.4888888888888889,37,21,25,22,0.607850330154072
diag,40,0.6801644563674927,0.3,0.01,accuracy,0.013473582267761297,0.6771929824561403,0.6771929824561403,0.6762706855791962,0.6434108527131783,110,34,58,83,0.7046394799054374,0.5740740740740741,0.5619114056505057,0.4888888888888889,40,21,25,22,0.6114405301709104,0.5619047619047619,0.5530080704328687,0.4888888888888889,37,21,25,22,0.607850330154072
diag,16,0.49430108070373535,0.3,0.01,balanced_accuracy,0.1096108317375184,0.6595744680851063,0.6596491228070176,0.6595744680851063,0.6548042704626335,96,48,49,92,0.6631698187549251,0.5648148148148148,0.5634809905824905,0.5252525252525253,35,26,21,26,0.5842343913498431,0.5523809523809524,0.5524578136463683,0.5252525252525253,32,26,21,26,0.578136463683052
diag,16,0.49430108070373535,0.3,0.01,accuracy,0.1096108317375184,0.6596491228070176,0.6596491228070176,0.6595744680851063,0.6548042704626335,96,48,49,92,0.6631698187549251,0.5648148148148148,0.5634809905824905,0.5252525252525253,35,26,21,26,0.5842343913498431,0.5523809523809524,0.5524578136463683,0.5252525252525253,32,26,21,26,0.578136463683052
diag,40,0.6801644563674927,1.0,0.003,balanced_accuracy,-0.03132132291793832,0.6455378250591017,0.6456140350877193,0.6455378250591017,0.6405693950177936,94,50,51,90,0.6920803782505911,0.5648148148148148,0.5634809905824905,0.5252525252525253,35,26,21,26,0.6051621904429718,0.5523809523809524,0.5524578136463683,0.5252525252525253,32,26,21,26,0.5979457079970654
diag,48,0.71592116355896,3.0,0.003,balanced_accuracy,0.1885405218601226,0.66548463356974,0.6666666666666666,0.66548463356974,0.6215139442231076,112,32,63,78,0.695527974783294,0.5740740740740741,0.5594698290896407,0.4772727272727273,41,20,26,21,0.5950470875479595,0.5619047619047619,0.5509904622157007,0.4772727272727273,38,20,26,21,0.5847395451210564
diag,48,0.71592116355896,3.0,0.003,accuracy,0.1885405218601226,0.6666666666666666,0.6666666666666666,0.66548463356974,0.6215139442231076,112,32,63,78,0.695527974783294,0.5740740740740741,0.5594698290896407,0.4772727272727273,41,20,26,21,0.5950470875479595,0.5619047619047619,0.5509904622157007,0.4772727272727273,38,20,26,21,0.5847395451210564
diag,48,0.71592116355896,10.0,0.001,balanced_accuracy,0.19974051117897051,0.6585401891252955,0.6596491228070176,0.6585401891252955,0.616600790513834,110,34,63,78,0.7026694247438928,0.5740740740740741,0.5594698290896407,0.4772727272727273,41,20,26,21,0.6027206138821067,0.5619047619047619,0.5509904622157007,0.4772727272727273,38,20,26,21,0.5887747615553925
diag,48,0.71592116355896,10.0,0.001,accuracy,0.19974051117897051,0.6596491228070176,0.6596491228070176,0.6585401891252955,0.616600790513834,110,34,63,78,0.7026694247438928,0.5740740740740741,0.5594698290896407,0.4772727272727273,41,20,26,21,0.6027206138821067,0.5619047619047619,0.5509904622157007,0.4772727272727273,38,20,26,21,0.5887747615553925
diag,64,0.7723590731620789,0.3,scale,balanced_accuracy,0.17722599327564248,0.6468676122931443,0.6491228070175439,0.6468676122931443,0.5495495495495496,124,20,80,61,0.6775512214342001,0.6018518518518519,0.5523194977328217,0.2711864406779661,57,4,39,8,0.6110917335193581,0.5904761904761905,0.5506236243580337,0.2711864406779661,54,4,39,8,0.6104181951577403
diag,64,0.7723590731620789,0.3,scale,accuracy,0.17722599327564248,0.6491228070175439,0.6491228070175439,0.6468676122931443,0.5495495495495496,124,20,80,61,0.6775512214342001,0.6018518518518519,0.5523194977328217,0.2711864406779661,57,4,39,8,0.6110917335193581,0.5904761904761905,0.5506236243580337,0.2711864406779661,54,4,39,8,0.6104181951577403
diag,40,0.6801644563674927,3.0,0.001,balanced_accuracy,-0.02500934004783617,0.6628989361702128,0.6631578947368421,0.6628989361702128,0.6521739130434783,99,45,51,90,0.6967100078802206,0.5648148148148148,0.5610394140216254,0.5154639175257731,36,25,22,25,0.6044645971398674,0.5523809523809524,0.5504402054292004,0.5154639175257731,33,25,22,25,0.5961115187087307
diag,40,0.6801644563674927,3.0,0.001,accuracy,-0.02500934004783617,0.6631578947368421,0.6631578947368421,0.6628989361702128,0.6521739130434783,99,45,51,90,0.6967100078802206,0.5648148148148148,0.5610394140216254,0.5154639175257731,36,25,22,25,0.6044645971398674,0.5523809523809524,0.5504402054292004,0.5154639175257731,33,25,22,25,0.5961115187087307
diag,24,0.5774636268615723,1.0,0.001,balanced_accuracy,-0.2626947847008705,0.6731678486997636,0.6736842105263158,0.6731678486997636,0.654275092936803,104,40,53,88,0.705181245074862,0.5,0.5549354726194629,0.6301369863013698,8,53,1,46,0.6159748866410882,0.5047619047619047,0.5497065297138665,0.6388888888888888,7,51,1,46,0.6038151137197358
diag,16,0.49430108070373535,3.0,scale,balanced_accuracy,0.030496764183044478,0.6524822695035462,0.6526315789473685,0.6524822695035462,0.6451612903225806,96,48,51,90,0.6774034672970842,0.5555555555555556,0.550401116149285,0.5,36,25,23,24,0.5612138123474015,0.5523809523809524,0.5484225972120322,0.5052631578947369,34,24,23,24,0.5616287600880411
diag,16,0.49430108070373535,3.0,scale,accuracy,0.030496764183044478,0.6526315789473685,0.6526315789473685,0.6524822695035462,0.6451612903225806,96,48,51,90,0.6774034672970842,0.5555555555555556,0.550401116149285,0.5,36,25,23,24,0.5612138123474015,0.5523809523809524,0.5484225972120322,0.5052631578947369,34,24,23,24,0.5616287600880411
diag,40,0.6801644563674927,1.0,0.003,accuracy,-0.010164111852645874,0.6456140350877193,0.6456140350877193,0.645316193853428,0.6327272727272727,97,47,54,87,0.6920803782505911,0.5648148148148148,0.5585978374607603,0.5052631578947369,37,24,23,24,0.6051621904429718,0.5523809523809524,0.5484225972120322,0.5052631578947369,34,24,23,24,0.5979457079970654
diag,40,0.6801644563674927,1.0,0.001,accuracy,-0.2793336896598339,0.6736842105263158,0.6736842105263158,0.6738327423167849,0.6759581881533101,95,49,44,97,0.7063140267927501,0.5,0.5524938960585979,0.625,9,52,2,45,0.6023718172305546,0.5047619047619047,0.5476889214966985,0.6338028169014085,8,50,2,45,0.5946441672780631
diag,32,0.6357396841049194,1.0,0.003,balanced_accuracy,0.10827908515930185,0.6442080378250591,0.6456140350877193,0.6442080378250591,0.5877551020408164,112,32,69,72,0.6913416075650118,0.5740740740740741,0.5545866759679107,0.4523809523809524,43,18,28,19,0.5880711545169166,0.5619047619047619,0.5469552457813647,0.4523809523809524,40,18,28,19,0.5832721936903889
diag,32,0.6357396841049194,1.0,0.003,accuracy,0.10827908515930185,0.6456140350877193,0.6456140350877193,0.6442080378250591,0.5877551020408164,112,32,69,72,0.6913416075650118,0.5740740740740741,0.5545866759679107,0.4523809523809524,43,18,28,19,0.5880711545169166,0.5619047619047619,0.5469552457813647,0.4523809523809524,40,18,28,19,0.5832721936903889
diag,64,0.7723590731620789,10.0,0.003,balanced_accuracy,-0.0336328268051147,0.677304964539007,0.6771929824561403,0.677304964539007,0.6783216783216783,96,48,44,97,0.7236012608353034,0.5555555555555556,0.5577258458318801,0.5294117647058824,33,28,20,27,0.5385420299965121,0.5428571428571428,0.545854732208364,0.5294117647058824,30,28,20,27,0.5366837857666912
diag,64,0.7723590731620789,10.0,0.003,accuracy,-0.0336328268051147,0.6771929824561403,0.6771929824561403,0.677304964539007,0.6783216783216783,96,48,44,97,0.7236012608353034,0.5555555555555556,0.5577258458318801,0.5294117647058824,33,28,20,27,0.5385420299965121,0.5428571428571428,0.545854732208364,0.5294117647058824,30,28,20,27,0.5366837857666912
diag,24,0.5774636268615723,1.0,0.003,balanced_accuracy,-0.02909313917160028,0.6950354609929078,0.6947368421052632,0.6950354609929078,0.7010309278350515,96,48,39,102,0.711436170212766,0.5555555555555556,0.5552842692710149,0.52,34,27,21,26,0.6086501569584932,0.5428571428571428,0.5438371239911959,0.52,31,27,21,26,0.5975788701393984
diag,24,0.5774636268615723,1.0,0.003,accuracy,-0.02909313917160028,0.6947368421052632,0.6947368421052632,0.6950354609929078,0.7010309278350515,96,48,39,102,0.711436170212766,0.5555555555555556,0.5552842692710149,0.52,34,27,21,26,0.6086501569584932,0.5428571428571428,0.5438371239911959,0.52,31,27,21,26,0.5975788701393984
diag,16,0.49430108070373535,3.0,0.003,accuracy,0.005965445041656636,0.6456140350877193,0.6456140350877193,0.6456855791962175,0.6456140350877193,92,52,49,92,0.6726753349093775,0.5462962962962963,0.5470875479595396,0.5148514851485149,33,28,21,26,0.5671433554237879,0.5428571428571428,0.5438371239911959,0.52,31,27,21,26,0.5641966250917095
diag,48,0.71592116355896,3.0,0.01,balanced_accuracy,0.19981252551078788,0.6761229314420805,0.6771929824561403,0.6761229314420805,0.6377952755905512,112,32,60,81,0.7093676122931443,0.5648148148148148,0.5512731077781653,0.47191011235955055,40,21,26,21,0.5870247645622602,0.5523809523809524,0.5423697725605283,0.47191011235955055,37,21,26,21,0.5840058694057226
diag,48,0.71592116355896,3.0,0.01,accuracy,0.19981252551078788,0.6771929824561403,0.6771929824561403,0.6761229314420805,0.6377952755905512,112,32,60,81,0.7093676122931443,0.5648148148148148,0.5512731077781653,0.47191011235955055,40,21,26,21,0.5870247645622602,0.5523809523809524,0.5423697725605283,0.47191011235955055,37,21,26,21,0.5840058694057226
diag,64,0.7723590731620789,1.0,0.003,balanced_accuracy,-0.047134413123130825,0.6563238770685579,0.656140350877193,0.6563238770685579,0.6597222222222222,92,52,46,95,0.702127659574468,0.5462962962962963,0.5446459713986745,0.5050505050505051,34,27,22,25,0.5884199511684687,0.5428571428571428,0.5418195157740279,0.5102040816326531,32,26,22,25,0.5887747615553924
diag,64,0.7723590731620789,1.0,0.003,accuracy,-0.047134413123130825,0.656140350877193,0.656140350877193,0.6563238770685579,0.6597222222222222,92,52,46,95,0.702127659574468,0.5462962962962963,0.5446459713986745,0.5050505050505051,34,27,22,25,0.5884199511684687,0.5428571428571428,0.5418195157740279,0.5102040816326531,32,26,22,25,0.5887747615553924
diag,40,0.6801644563674927,1.0,0.01,balanced_accuracy,-0.1563271927833556,0.6677009456264775,0.6666666666666666,0.6677009456264775,0.6945337620578779,82,62,33,108,0.7059692671394799,0.5277777777777778,0.5380188350191838,0.5321100917431193,28,33,18,29,0.6002790373212417,0.5333333333333333,0.5412692589875275,0.5420560747663551,27,31,18,29,0.5972120322817315
diag,40,0.6801644563674927,1.0,0.01,accuracy,-0.1563271927833556,0.6666666666666666,0.6666666666666666,0.6677009456264775,0.6945337620578779,82,62,33,108,0.7059692671394799,0.5277777777777778,0.5380188350191838,0.5321100917431193,28,33,18,29,0.6002790373212417,0.5333333333333333,0.5412692589875275,0.5420560747663551,27,31,18,29,0.5972120322817315
diag,64,0.7723590731620789,10.0,0.01,accuracy,0.004930710792541593,0.6596491228070176,0.6596491228070176,0.6597960992907801,0.662020905923345,93,51,46,95,0.7109929078014185,0.5370370370370371,0.5340076735263342,0.4897959183673469,34,27,23,24,0.5354028601325427,0.5428571428571428,0.5398019075568599,0.5,33,25,23,24,0.5407190022010271
diag,40,0.6801644563674927,1.0,0.001,balanced_accuracy,-0.28850727796554565,0.6739804964539007,0.6736842105263158,0.6739804964539007,0.6804123711340206,93,51,42,99,0.7063140267927501,0.49074074074074076,0.5442971747471225,0.6206896551724138,8,53,2,45,0.6023718172305546,0.49523809523809526,0.5390682318415261,0.6293706293706294,7,51,2,45,0.5946441672780631
diag,64,0.7723590731620789,1.0,0.01,balanced_accuracy,0.07015607953071612,0.6586879432624113,0.6596491228070176,0.6586879432624113,0.622568093385214,108,36,61,80,0.7114361702127658,0.5555555555555556,0.5381932333449598,0.4418604651162791,41,20,28,19,0.5647017788629229,0.5523809523809524,0.5383345561261922,0.4470588235294118,39,19,28,19,0.5656639765223771
diag,64,0.7723590731620789,1.0,0.01,accuracy,0.07015607953071612,0.6596491228070176,0.6596491228070176,0.6586879432624113,0.622568093385214,108,36,61,80,0.7114361702127658,0.5555555555555556,0.5381932333449598,0.4418604651162791,41,20,28,19,0.5647017788629229,0.5523809523809524,0.5383345561261922,0.4470588235294118,39,19,28,19,0.5656639765223771
diag,16,0.49430108070373535,10.0,scale,accuracy,-0.0024687623977659445,0.624561403508772,0.624561403508772,0.6244828605200945,0.6192170818505338,91,53,54,87,0.6557821118991332,0.5462962962962963,0.5397628182769445,0.4842105263157895,36,25,24,23,0.5388908266480642,0.5428571428571428,0.5377842993396919,0.48936170212765956,34,24,24,23,0.5385179750550256
diag,24,0.5774636268615723,0.3,scale,balanced_accuracy,0.20502257943153368,0.6674793144208038,0.6701754385964912,0.6674793144208038,0.5523809523809524,133,11,83,58,0.7048364854215918,0.5740740740740741,0.5423787931635856,0.3783783783783784,48,13,33,14,0.634461109173352,0.5619047619047619,0.5368672046955245,0.3783783783783784,45,13,33,14,0.6254585473220836
diag,24,0.5774636268615723,0.3,scale,accuracy,0.20502257943153368,0.6701754385964912,0.6701754385964912,0.6674793144208038,0.5523809523809524,133,11,83,58,0.7048364854215918,0.5740740740740741,0.5423787931635856,0.3783783783783784,48,13,33,14,0.634461109173352,0.5619047619047619,0.5368672046955245,0.3783783783783784,45,13,33,14,0.6254585473220836
