candidate,objective,threshold,scope,selection_score,accuracy,balanced_accuracy,f1,sensitivity_high,specificity_low,tn,fp,fn,tp,auc
stack_logreg_c03_multiview_subtype,balanced_accuracy,0.49999999999999994,internal_oof_old_third,1.0,1.0,1.0,1.0,1.0,1.0,368,0,0,223,1.0
stack_logreg_c03_multiview_subtype,accuracy,0.49999999999999994,internal_oof_old_third,1.0,1.0,1.0,1.0,1.0,1.0,368,0,0,223,1.0
stack_logreg_c03_multiview_subtype,high_sensitivity,0.49999999999999994,internal_oof_old_third,1.0,1.0,1.0,1.0,1.0,1.0,368,0,0,223,1.0
stack_gb_d2_multiview_subtype,balanced_accuracy,0.49999999999999994,internal_oof_old_third,1.0,1.0,1.0,1.0,1.0,1.0,368,0,0,223,1.0
stack_gb_d2_multiview_subtype,accuracy,0.49999999999999994,internal_oof_old_third,1.0,1.0,1.0,1.0,1.0,1.0,368,0,0,223,1.0
stack_gb_d2_multiview_subtype,high_sensitivity,0.49999999999999994,internal_oof_old_third,1.0,1.0,1.0,1.0,1.0,1.0,368,0,0,223,1.0
stack_extra_d3_multiview_subtype,balanced_accuracy,0.5149999999999999,internal_oof_old_third,0.9819287385455254,0.9796954314720813,0.9819287385455254,0.973568281938326,0.9910313901345291,0.9728260869565217,358,10,2,221,0.9967708130239813
stack_extra_d3_multiview_subtype,accuracy,0.5149999999999999,internal_oof_old_third,0.9796954314720813,0.9796954314720813,0.9819287385455254,0.973568281938326,0.9910313901345291,0.9728260869565217,358,10,2,221,0.9967708130239813
stack_extra_d3_multiview_subtype,high_sensitivity,0.37499999999999994,internal_oof_old_third,1.0,0.9475465313028765,0.9578804347826086,0.9350104821802935,1.0,0.9157608695652174,337,31,0,223,0.9967708130239813
stack_gb_d2_multiview,balanced_accuracy,0.30999999999999994,internal_oof_old_third,0.870302446870735,0.8747884940778342,0.870302446870735,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816
stack_gb_d2_multiview,accuracy,0.36499999999999994,internal_oof_old_third,0.8764805414551607,0.8764805414551607,0.8690107720803275,0.8366890380313199,0.8385650224215246,0.8994565217391305,331,37,36,187,0.916162994735816
stack_gb_d2_core,balanced_accuracy,0.295,internal_oof_old_third,0.866634577890427,0.868020304568528,0.866634577890427,0.8311688311688312,0.8609865470852018,0.8722826086956522,321,47,31,192,0.9176496393059076
main_prob,balanced_accuracy,0.595,internal_oof_old_third,0.8632347923571846,0.8747884940778342,0.8632347923571846,0.8310502283105022,0.8161434977578476,0.9103260869565217,335,33,41,182,0.9011259504776759
main_prob,accuracy,0.595,internal_oof_old_third,0.8747884940778342,0.8747884940778342,0.8632347923571846,0.8310502283105022,0.8161434977578476,0.9103260869565217,335,33,41,182,0.9011259504776759
stack_logreg_c03_multiview,balanced_accuracy,0.6599999999999999,internal_oof_old_third,0.8579340514720217,0.8747884940778342,0.8579340514720217,0.8262910798122066,0.7892376681614349,0.9266304347826086,341,27,47,176,0.8916942873854552
stack_logreg_c03_multiview,accuracy,0.6599999999999999,internal_oof_old_third,0.8747884940778342,0.8747884940778342,0.8579340514720217,0.8262910798122066,0.7892376681614349,0.9266304347826086,341,27,47,176,0.8916942873854552
stack_logreg_c03_core,balanced_accuracy,0.6599999999999999,internal_oof_old_third,0.8570505946578281,0.8747884940778342,0.8570505946578281,0.8254716981132075,0.7847533632286996,0.9293478260869565,342,26,48,175,0.8934733866250731
stack_logreg_c03_core,accuracy,0.6599999999999999,internal_oof_old_third,0.8747884940778342,0.8747884940778342,0.8570505946578281,0.8254716981132075,0.7847533632286996,0.9293478260869565,342,26,48,175,0.8934733866250731
stack_gb_d2_core,accuracy,0.48999999999999994,internal_oof_old_third,0.871404399323181,0.871404399323181,0.8561001169818678,0.8232558139534883,0.7937219730941704,0.9184782608695652,338,30,46,177,0.9176496393059076
stack_extra_d3_core,balanced_accuracy,0.5149999999999999,internal_oof_old_third,0.8560330961201014,0.868020304568528,0.8560330961201014,0.821917808219178,0.8071748878923767,0.904891304347826,333,35,43,180,0.9036971144472606
stack_extra_d3_core,accuracy,0.5149999999999999,internal_oof_old_third,0.868020304568528,0.868020304568528,0.8560330961201014,0.821917808219178,0.8071748878923767,0.904891304347826,333,35,43,180,0.9036971144472606
stack_extra_d3_multiview,balanced_accuracy,0.605,internal_oof_old_third,0.8556248781438877,0.8697123519458545,0.8556248781438877,0.8221709006928406,0.7982062780269058,0.9130434782608695,336,32,45,178,0.9026735231039189
stack_extra_d3_multiview,accuracy,0.605,internal_oof_old_third,0.8697123519458545,0.8697123519458545,0.8556248781438877,0.8221709006928406,0.7982062780269058,0.9130434782608695,336,32,45,178,0.9026735231039189
pure_auto_pred_as_prob,balanced_accuracy,0.49999999999999994,internal_oof_old_third,0.8445542503411971,0.8460236886632826,0.8445542503411971,0.8043010752688172,0.8385650224215246,0.8505434782608695,313,55,36,187,0.8445542503411972
pure_auto_pred_as_prob,accuracy,0.49999999999999994,internal_oof_old_third,0.8460236886632826,0.8460236886632826,0.8445542503411971,0.8043010752688172,0.8385650224215246,0.8505434782608695,313,55,36,187,0.8445542503411972
pure_auto_pred_as_prob,high_sensitivity,0.49999999999999994,internal_oof_old_third,0.8385650224215246,0.8460236886632826,0.8445542503411971,0.8043010752688172,0.8385650224215246,0.8505434782608695,313,55,36,187,0.8445542503411972
max_all6,balanced_accuracy,0.715,internal_oof_old_third,0.808886966270228,0.8071065989847716,0.808886966270228,0.7615062761506276,0.8161434977578476,0.8016304347826086,295,73,41,182,0.8691265353870151
robust_prob,balanced_accuracy,0.57,internal_oof_old_third,0.8039213296938974,0.8240270727580372,0.8039213296938974,0.755868544600939,0.7219730941704036,0.8858695652173914,326,42,62,161,0.8747806589978553
robust_prob,accuracy,0.57,internal_oof_old_third,0.8240270727580372,0.8240270727580372,0.8039213296938974,0.755868544600939,0.7219730941704036,0.8858695652173914,326,42,62,161,0.8747806589978553
avg_main_core_whole,balanced_accuracy,0.5599999999999999,internal_oof_old_third,0.7935270033144862,0.8121827411167513,0.7935270033144862,0.7424593967517401,0.7174887892376681,0.8695652173913043,320,48,63,160,0.8751218561123026
median_all6,balanced_accuracy,0.5249999999999999,internal_oof_old_third,0.788774614934685,0.7952622673434856,0.788774614934685,0.737527114967462,0.7623318385650224,0.8152173913043478,300,68,53,170,0.8625463053226751
median_all6,accuracy,0.575,internal_oof_old_third,0.8104906937394247,0.8104906937394247,0.7877510235913434,0.7345971563981043,0.695067264573991,0.8804347826086957,324,44,68,155,0.8625463053226751
prob_mean_core,balanced_accuracy,0.49499999999999994,internal_oof_old_third,0.7855149639305907,0.7868020304568528,0.7855149639305907,0.7341772151898734,0.7802690582959642,0.7907608695652174,291,77,49,174,0.860011698186781
avg_main_core_whole,accuracy,0.63,internal_oof_old_third,0.8155668358714044,0.8155668358714044,0.7794587151491519,0.7212276214833759,0.6322869955156951,0.9266304347826086,341,27,82,141,0.8751218561123026
prob_mean_core,accuracy,0.605,internal_oof_old_third,0.8087986463620981,0.8087986463620981,0.7793246734256191,0.7223587223587223,0.6591928251121076,0.8994565217391305,331,37,76,147,0.860011698186781
max_all6,accuracy,0.8099999999999999,internal_oof_old_third,0.8104906937394247,0.8104906937394247,0.7780329986352115,0.72,0.6457399103139013,0.9103260869565217,335,33,79,144,0.8691265353870151
avg_all6,balanced_accuracy,0.4599999999999999,internal_oof_old_third,0.7730856404757263,0.7614213197969543,0.7730856404757263,0.7218934911242604,0.820627802690583,0.7255434782608695,267,101,40,183,0.8562341587054008
