feature_set,model,weight_mode,objective,all_threshold,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_sensitivity_high,all_specificity_low,all_auc,old_threshold,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_sensitivity_high,old_specificity_low,old_auc,third_threshold,third_accuracy,third_balanced_accuracy,third_f1,third_tn,third_fp,third_fn,third_tp,third_sensitivity_high,third_specificity_low,third_auc,adapt_threshold,adapt_accuracy,adapt_balanced_accuracy,adapt_f1,adapt_tn,adapt_fp,adapt_fn,adapt_tp,adapt_sensitivity_high,adapt_specificity_low,adapt_auc,holdout_threshold,holdout_accuracy,holdout_balanced_accuracy,holdout_f1,holdout_tn,holdout_fp,holdout_fn,holdout_tp,holdout_sensitivity_high,holdout_specificity_low,holdout_auc,old_guard_092,old_guard_090,selection_score
prob_only,logreg_bal_c0.1,none,old_third_balanced,0.48999999999999994,0.8629441624365483,0.8572577500487424,0.8211920529801324,324,44,37,186,0.8340807174887892,0.8804347826086957,0.8946553909144083,0.48999999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429176516942475,0.48999999999999994,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7963850174216027,0.48999999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.48999999999999994,0.8461538461538461,0.6960257787325457,0.5,180,16,20,18,0.47368421052631576,0.9183673469387755,0.681390977443609,False,True,0.8513462187274328
prob_only,logreg_bal_c0.1,none,accuracy,0.48999999999999994,0.8629441624365483,0.8572577500487424,0.8211920529801324,324,44,37,186,0.8340807174887892,0.8804347826086957,0.8946553909144083,0.48999999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429176516942475,0.48999999999999994,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7963850174216027,0.48999999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.48999999999999994,0.8461538461538461,0.6960257787325457,0.5,180,16,20,18,0.47368421052631576,0.9183673469387755,0.681390977443609,False,True,0.8513462187274328
prob_only,logreg_bal_c0.1,none,high_sensitivity,0.48999999999999994,0.8629441624365483,0.8572577500487424,0.8211920529801324,324,44,37,186,0.8340807174887892,0.8804347826086957,0.8946553909144083,0.48999999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429176516942475,0.48999999999999994,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7963850174216027,0.48999999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.48999999999999994,0.8461538461538461,0.6960257787325457,0.5,180,16,20,18,0.47368421052631576,0.9183673469387755,0.681390977443609,False,True,0.8513462187274328
prob_only,logreg_bal_c0.1,label,old_third_balanced,0.48999999999999994,0.8629441624365483,0.8572577500487424,0.8211920529801324,324,44,37,186,0.8340807174887892,0.8804347826086957,0.8946553909144083,0.48999999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429176516942475,0.48999999999999994,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7963850174216027,0.48999999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.48999999999999994,0.8461538461538461,0.6960257787325457,0.5,180,16,20,18,0.47368421052631576,0.9183673469387755,0.681390977443609,False,True,0.8513462187274328
prob_only,logreg_bal_c0.1,label,accuracy,0.48999999999999994,0.8629441624365483,0.8572577500487424,0.8211920529801324,324,44,37,186,0.8340807174887892,0.8804347826086957,0.8946553909144083,0.48999999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429176516942475,0.48999999999999994,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7963850174216027,0.48999999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.48999999999999994,0.8461538461538461,0.6960257787325457,0.5,180,16,20,18,0.47368421052631576,0.9183673469387755,0.681390977443609,False,True,0.8513462187274328
prob_only,logreg_bal_c0.1,label,high_sensitivity,0.48999999999999994,0.8629441624365483,0.8572577500487424,0.8211920529801324,324,44,37,186,0.8340807174887892,0.8804347826086957,0.8946553909144083,0.48999999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429176516942475,0.48999999999999994,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7963850174216027,0.48999999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.48999999999999994,0.8461538461538461,0.6960257787325457,0.5,180,16,20,18,0.47368421052631576,0.9183673469387755,0.681390977443609,False,True,0.8513462187274328
prob_only,logreg_plain_c0.1,label,old_third_balanced,0.48999999999999994,0.8629441624365483,0.8572577500487424,0.8211920529801324,324,44,37,186,0.8340807174887892,0.8804347826086957,0.8946553909144083,0.48999999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429176516942475,0.48999999999999994,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7963850174216027,0.48999999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.48999999999999994,0.8461538461538461,0.6960257787325457,0.5,180,16,20,18,0.47368421052631576,0.9183673469387755,0.681390977443609,False,True,0.8513462187274328
prob_only,logreg_plain_c0.1,label,accuracy,0.48999999999999994,0.8629441624365483,0.8572577500487424,0.8211920529801324,324,44,37,186,0.8340807174887892,0.8804347826086957,0.8946553909144083,0.48999999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429176516942475,0.48999999999999994,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7963850174216027,0.48999999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.48999999999999994,0.8461538461538461,0.6960257787325457,0.5,180,16,20,18,0.47368421052631576,0.9183673469387755,0.681390977443609,False,True,0.8513462187274328
prob_only,logreg_plain_c0.1,label,high_sensitivity,0.48999999999999994,0.8629441624365483,0.8572577500487424,0.8211920529801324,324,44,37,186,0.8340807174887892,0.8804347826086957,0.8946553909144083,0.48999999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429176516942475,0.48999999999999994,0.8104575163398693,0.7739002613240418,0.6627906976744186,191,33,25,57,0.6951219512195121,0.8526785714285714,0.7963850174216027,0.48999999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.48999999999999994,0.8461538461538461,0.6960257787325457,0.5,180,16,20,18,0.47368421052631576,0.9183673469387755,0.681390977443609,False,True,0.8513462187274328
prob_only,extra_d4,domain_label_third_up,old_third_balanced,0.6,0.871404399323181,0.8578670306102554,0.8248847926267281,336,32,44,179,0.8026905829596412,0.9130434782608695,0.8955449405342173,0.6,0.9228070175438596,0.9227245862884161,0.9214285714285714,134,10,12,129,0.9148936170212766,0.9305555555555556,0.9496158392434988,0.6,0.8235294117647058,0.755770905923345,0.6493506493506493,202,22,32,50,0.6097560975609756,0.9017857142857143,0.7952417247386758,0.6,0.6944444444444444,0.6915584415584416,0.7380952380952381,19,9,13,31,0.7045454545454546,0.6785714285714286,0.7069805194805194,0.6,0.8632478632478633,0.7168367346938775,0.5428571428571428,183,13,19,19,0.5,0.9336734693877551,0.6952201933404941,True,True,0.8510934234740519
prob_only,extra_d4,domain_label_third_up,accuracy,0.6,0.871404399323181,0.8578670306102554,0.8248847926267281,336,32,44,179,0.8026905829596412,0.9130434782608695,0.8955449405342173,0.6,0.9228070175438596,0.9227245862884161,0.9214285714285714,134,10,12,129,0.9148936170212766,0.9305555555555556,0.9496158392434988,0.6,0.8235294117647058,0.755770905923345,0.6493506493506493,202,22,32,50,0.6097560975609756,0.9017857142857143,0.7952417247386758,0.6,0.6944444444444444,0.6915584415584416,0.7380952380952381,19,9,13,31,0.7045454545454546,0.6785714285714286,0.7069805194805194,0.6,0.8632478632478633,0.7168367346938775,0.5428571428571428,183,13,19,19,0.5,0.9336734693877551,0.6952201933404941,True,True,0.8510934234740519
prob_only,extra_d4,domain_label_third_up,high_sensitivity,0.6,0.871404399323181,0.8578670306102554,0.8248847926267281,336,32,44,179,0.8026905829596412,0.9130434782608695,0.8955449405342173,0.6,0.9228070175438596,0.9227245862884161,0.9214285714285714,134,10,12,129,0.9148936170212766,0.9305555555555556,0.9496158392434988,0.6,0.8235294117647058,0.755770905923345,0.6493506493506493,202,22,32,50,0.6097560975609756,0.9017857142857143,0.7952417247386758,0.6,0.6944444444444444,0.6915584415584416,0.7380952380952381,19,9,13,31,0.7045454545454546,0.6785714285714286,0.7069805194805194,0.6,0.8632478632478633,0.7168367346938775,0.5428571428571428,183,13,19,19,0.5,0.9336734693877551,0.6952201933404941,True,True,0.8510934234740519
prob_only,logreg_bal_c0.1,domain_label,old_third_balanced,0.4799999999999999,0.8612521150592216,0.8558990543965685,0.8193832599118943,323,45,37,186,0.8340807174887892,0.8777173913043478,0.8944847923571846,0.4799999999999999,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429669030732859,0.4799999999999999,0.8071895424836601,0.771668118466899,0.6589595375722543,190,34,25,57,0.6951219512195121,0.8482142857142857,0.7954594947735192,0.4799999999999999,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.4799999999999999,0.8418803418803419,0.6934747583243823,0.4931506849315068,179,17,20,18,0.47368421052631576,0.9132653061224489,0.6797798066595059,False,True,0.850097094077573
prob_only,logreg_bal_c0.1,domain_label,accuracy,0.4799999999999999,0.8612521150592216,0.8558990543965685,0.8193832599118943,323,45,37,186,0.8340807174887892,0.8777173913043478,0.8944847923571846,0.4799999999999999,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429669030732859,0.4799999999999999,0.8071895424836601,0.771668118466899,0.6589595375722543,190,34,25,57,0.6951219512195121,0.8482142857142857,0.7954594947735192,0.4799999999999999,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.4799999999999999,0.8418803418803419,0.6934747583243823,0.4931506849315068,179,17,20,18,0.47368421052631576,0.9132653061224489,0.6797798066595059,False,True,0.850097094077573
prob_only,logreg_bal_c0.1,domain_label,high_sensitivity,0.4799999999999999,0.8612521150592216,0.8558990543965685,0.8193832599118943,323,45,37,186,0.8340807174887892,0.8777173913043478,0.8944847923571846,0.4799999999999999,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9429669030732859,0.4799999999999999,0.8071895424836601,0.771668118466899,0.6589595375722543,190,34,25,57,0.6951219512195121,0.8482142857142857,0.7954594947735192,0.4799999999999999,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.4799999999999999,0.8418803418803419,0.6934747583243823,0.4931506849315068,179,17,20,18,0.47368421052631576,0.9132653061224489,0.6797798066595059,False,True,0.850097094077573
prob_only,logreg_plain_c0.1,none,old_third_balanced,0.37499999999999994,0.8612521150592216,0.8558990543965685,0.8193832599118943,323,45,37,186,0.8340807174887892,0.8777173913043478,0.8959470657048157,0.37499999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9424251379038614,0.37499999999999994,0.8071895424836601,0.771668118466899,0.6589595375722543,190,34,25,57,0.6951219512195121,0.8482142857142857,0.8007948606271779,0.37499999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.7086038961038961,0.37499999999999994,0.8418803418803419,0.6934747583243823,0.4931506849315068,179,17,20,18,0.47368421052631576,0.9132653061224489,0.6894468313641247,False,True,0.850097094077573
prob_only,logreg_plain_c0.1,none,accuracy,0.37499999999999994,0.8612521150592216,0.8558990543965685,0.8193832599118943,323,45,37,186,0.8340807174887892,0.8777173913043478,0.8959470657048157,0.37499999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9424251379038614,0.37499999999999994,0.8071895424836601,0.771668118466899,0.6589595375722543,190,34,25,57,0.6951219512195121,0.8482142857142857,0.8007948606271779,0.37499999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.7086038961038961,0.37499999999999994,0.8418803418803419,0.6934747583243823,0.4931506849315068,179,17,20,18,0.47368421052631576,0.9132653061224489,0.6894468313641247,False,True,0.850097094077573
prob_only,logreg_plain_c0.1,none,high_sensitivity,0.37499999999999994,0.8612521150592216,0.8558990543965685,0.8193832599118943,323,45,37,186,0.8340807174887892,0.8777173913043478,0.8959470657048157,0.37499999999999994,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9424251379038614,0.37499999999999994,0.8071895424836601,0.771668118466899,0.6589595375722543,190,34,25,57,0.6951219512195121,0.8482142857142857,0.8007948606271779,0.37499999999999994,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.7086038961038961,0.37499999999999994,0.8418803418803419,0.6934747583243823,0.4931506849315068,179,17,20,18,0.47368421052631576,0.9132653061224489,0.6894468313641247,False,True,0.850097094077573
prob_only,logreg_plain_c0.1,domain_label,old_third_balanced,0.48499999999999993,0.8612521150592216,0.8558990543965685,0.8193832599118943,323,45,37,186,0.8340807174887892,0.8777173913043478,0.8944360499122636,0.48499999999999993,0.9192982456140351,0.9192523640661938,0.9181494661921709,133,11,12,129,0.9148936170212766,0.9236111111111112,0.9428191489361702,0.48499999999999993,0.8071895424836601,0.771668118466899,0.6589595375722543,190,34,25,57,0.6951219512195121,0.8482142857142857,0.7955683797909409,0.48499999999999993,0.6944444444444444,0.6396103896103896,0.78,11,17,5,39,0.8863636363636364,0.39285714285714285,0.702922077922078,0.48499999999999993,0.8418803418803419,0.6934747583243823,0.4931506849315068,179,17,20,18,0.47368421052631576,0.9132653061224489,0.6800483351235231,False,True,0.850097094077573
