split,level,aggregation,auc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp
test_oof,case,mean,0.7594682199259115,0.6852791878172588,0.6978090271007994,0.7488789237668162,0.6467391304347826,0.5622895622895623,0.6423076923076924,238,130,56,167
test_oof:batch1,case,mean,0.795906432748538,0.7094017094017094,0.712280701754386,0.8245614035087719,0.6,0.6619718309859155,0.734375,36,24,10,47
test_oof:batch2,case,mean,0.6696428571428572,0.625,0.625,0.7261904761904762,0.5238095238095238,0.6039603960396039,0.6594594594594595,44,40,23,61
test_oof:third_batch_adapt72_highfocus,case,mean,0.6915584415584416,0.7083333333333334,0.6704545454545454,0.8409090909090909,0.5,0.7254901960784313,0.7789473684210526,14,14,7,37
test_oof:third_batch_holdout,case,mean,0.7478517722878625,0.7094017094017094,0.6568206229860365,0.5789473684210527,0.7346938775510204,0.2972972972972973,0.39285714285714285,144,52,16,22
test_oof:old,case,mean,0.7221237194641451,0.6596491228070176,0.6607565011820331,0.7659574468085106,0.5555555555555556,0.627906976744186,0.6900958466453674,80,64,33,108
test_oof:third,case,mean,0.7688371080139375,0.7091503267973857,0.7124346689895471,0.7195121951219512,0.7053571428571429,0.472,0.5700483091787439,158,66,23,59
