split,level,aggregation,auc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp
test_oof,case,mean,0.7471607525833495,0.6869712351945855,0.6682467342561903,0.5919282511210763,0.7445652173913043,0.584070796460177,0.5879732739420935,274,94,91,132
test_oof:batch1,case,mean,0.7894736842105262,0.7264957264957265,0.7254385964912281,0.6842105263157895,0.7666666666666667,0.7358490566037735,0.7090909090909091,46,14,18,39
test_oof:batch2,case,mean,0.6601473922902494,0.6369047619047619,0.6369047619047619,0.6309523809523809,0.6428571428571429,0.6385542168674698,0.6347305389221557,54,30,31,53
test_oof:third_batch_adapt72_highfocus,case,mean,0.689935064935065,0.5277777777777778,0.5422077922077921,0.4772727272727273,0.6071428571428571,0.65625,0.5526315789473685,17,11,23,21
test_oof:third_batch_holdout,case,mean,0.7342910848549946,0.7521367521367521,0.6505102040816326,0.5,0.8010204081632653,0.3275862068965517,0.3958333333333333,157,39,19,19
test_oof:old,case,mean,0.7149330181245075,0.6736842105263158,0.6734633569739953,0.6524822695035462,0.6944444444444444,0.6764705882352942,0.6642599277978339,100,44,49,92
test_oof:third,case,mean,0.7494555749128919,0.6993464052287581,0.6322952961672474,0.4878048780487805,0.7767857142857143,0.4444444444444444,0.46511627906976744,174,50,42,40
