audit_domain,rule_id,conditions_json,n_folds,total_cases,released_n_sum,released_error_n_sum,released_error_n_max,released_high_risk_fn_n_sum,released_high_risk_fn_n_max,remaining_review_or_reject_n_sum,auto_error_n_sum,auto_high_risk_fn_n_sum,review_or_reject_rate_mean,balanced_accuracy_min
old_data,rule_0287,"{""model_disagreement_rate"": 0.6666666666666666, ""safe_distance_case_score"": 0.6809192268745825}",5,285,45,0,0,0,0,30,0,0,0.10526315789473684,1.0
old_data,rule_0279,"{""model_disagreement_rate"": 0.5833333333333334, ""safe_distance_case_score"": 0.6809192268745825}",5,285,44,0,0,0,0,31,0,0,0.10877192982456138,1.0
old_data,rule_0271,"{""model_disagreement_rate"": 0.5, ""safe_distance_case_score"": 0.6809192268745825}",5,285,41,0,0,0,0,34,0,0,0.11929824561403508,1.0
old_data,rule_0278,"{""model_disagreement_rate"": 0.5833333333333334, ""safe_distance_case_score"": 0.6307140560545222}",5,285,34,0,0,0,0,41,0,0,0.14385964912280702,1.0
old_data,rule_0286,"{""model_disagreement_rate"": 0.6666666666666666, ""safe_distance_case_score"": 0.6307140560545222}",5,285,34,0,0,0,0,41,0,0,0.14385964912280702,1.0
old_data,rule_0270,"{""model_disagreement_rate"": 0.5, ""safe_distance_case_score"": 0.6307140560545222}",5,285,32,0,0,0,0,43,0,0,0.1508771929824561,1.0
old_data,rule_0671,"{""router_risk_mean"": 0.575419661991361, ""safe_distance_case_score"": 0.6809192268745825}",5,285,29,0,0,0,0,46,0,0,0.16140350877192983,1.0
old_data,rule_0479,"{""base_uncertainty"": 0.3626409721985777, ""safe_distance_case_score"": 0.6809192268745825}",5,285,28,0,0,0,0,47,0,0,0.16491228070175437,1.0
old_data,rule_0607,"{""base_entropy"": 0.6549198040994479, ""safe_distance_case_score"": 0.6809192268745825}",5,285,28,0,0,0,0,47,0,0,0.16491228070175437,1.0
old_data,rule_0206,"{""model_disagreement_rate"": 0.5833333333333334, ""router_risk_mean"": 0.5353073452206201}",5,285,27,0,0,0,0,48,0,0,0.16842105263157894,1.0
old_data,rule_0214,"{""model_disagreement_rate"": 0.6666666666666666, ""router_risk_mean"": 0.5353073452206201}",5,285,27,0,0,0,0,48,0,0,0.16842105263157894,1.0
old_data,rule_0263,"{""model_disagreement_rate"": 0.4166666666666667, ""safe_distance_case_score"": 0.6809192268745825}",5,285,27,0,0,0,0,48,0,0,0.16842105263157894,1.0
old_data,rule_0255,"{""model_disagreement_rate"": 0.3333333333333333, ""safe_distance_case_score"": 0.6809192268745825}",5,285,26,0,0,0,0,49,0,0,0.17192982456140352,1.0
old_data,rule_0183,"{""model_disagreement_rate"": 0.3333333333333333, ""router_risk_mean"": 0.575419661991361}",5,285,25,0,0,0,0,50,0,0,0.17543859649122806,1.0
old_data,rule_0198,"{""model_disagreement_rate"": 0.5, ""router_risk_mean"": 0.5353073452206201}",5,285,25,0,0,0,0,50,0,0,0.17543859649122806,1.0
old_data,rule_0277,"{""model_disagreement_rate"": 0.5833333333333334, ""safe_distance_case_score"": 0.5964855305337708}",5,285,25,0,0,0,0,50,0,0,0.17543859649122806,1.0
old_data,rule_0285,"{""model_disagreement_rate"": 0.6666666666666666, ""safe_distance_case_score"": 0.5964855305337708}",5,285,25,0,0,0,0,50,0,0,0.17543859649122806,1.0
old_data,rule_0269,"{""model_disagreement_rate"": 0.5, ""safe_distance_case_score"": 0.5964855305337708}",5,285,24,0,0,0,0,51,0,0,0.1789473684210526,1.0
old_data,rule_0478,"{""base_uncertainty"": 0.3626409721985777, ""safe_distance_case_score"": 0.6307140560545222}",5,285,24,0,0,0,0,51,0,0,0.1789473684210526,1.0
old_data,rule_0606,"{""base_entropy"": 0.6549198040994479, ""safe_distance_case_score"": 0.6307140560545222}",5,285,24,0,0,0,0,51,0,0,0.1789473684210526,1.0
old_data,rule_0663,"{""router_risk_mean"": 0.5353073452206201, ""safe_distance_case_score"": 0.6809192268745825}",5,285,24,0,0,0,0,51,0,0,0.1789473684210526,1.0
old_data,rule_0670,"{""router_risk_mean"": 0.575419661991361, ""safe_distance_case_score"": 0.6307140560545222}",5,285,24,0,0,0,0,51,0,0,0.1789473684210526,1.0
old_data,rule_0039,"{""base_uncertainty"": 0.3626409721985777, ""model_disagreement_rate"": 0.3333333333333333}",5,285,22,0,0,0,0,53,0,0,0.18596491228070175,1.0
old_data,rule_0111,"{""base_entropy"": 0.6549198040994479, ""model_disagreement_rate"": 0.3333333333333333}",5,285,22,0,0,0,0,53,0,0,0.18596491228070175,1.0
old_data,rule_0175,"{""model_disagreement_rate"": 0.25, ""router_risk_mean"": 0.575419661991361}",5,285,22,0,0,0,0,53,0,0,0.18596491228070175,1.0
old_data,rule_0247,"{""model_disagreement_rate"": 0.25, ""safe_distance_case_score"": 0.6809192268745825}",5,285,22,0,0,0,0,53,0,0,0.18596491228070175,1.0
old_data,rule_0276,"{""model_disagreement_rate"": 0.5833333333333334, ""safe_distance_case_score"": 0.5740271177553192}",5,285,22,0,0,0,0,53,0,0,0.18596491228070175,1.0
old_data,rule_0284,"{""model_disagreement_rate"": 0.6666666666666666, ""safe_distance_case_score"": 0.5740271177553192}",5,285,22,0,0,0,0,53,0,0,0.18596491228070175,1.0
old_data,rule_0471,"{""base_uncertainty"": 0.3315778750082984, ""safe_distance_case_score"": 0.6809192268745825}",5,285,22,0,0,0,0,53,0,0,0.18596491228070175,1.0
old_data,rule_0599,"{""base_entropy"": 0.6352904375198885, ""safe_distance_case_score"": 0.6809192268745825}",5,285,22,0,0,0,0,53,0,0,0.18596491228070175,1.0
old_data,rule_0254,"{""model_disagreement_rate"": 0.3333333333333333, ""safe_distance_case_score"": 0.6307140560545222}",5,285,21,0,0,0,0,54,0,0,0.1894736842105263,1.0
old_data,rule_0262,"{""model_disagreement_rate"": 0.4166666666666667, ""safe_distance_case_score"": 0.6307140560545222}",5,285,21,0,0,0,0,54,0,0,0.1894736842105263,1.0
old_data,rule_0268,"{""model_disagreement_rate"": 0.5, ""safe_distance_case_score"": 0.5740271177553192}",5,285,21,0,0,0,0,54,0,0,0.1894736842105263,1.0
old_data,rule_0414,"{""base_uncertainty"": 0.3626409721985777, ""router_risk_mean"": 0.5353073452206201}",5,285,21,0,0,0,0,54,0,0,0.1894736842105263,1.0
old_data,rule_0542,"{""base_entropy"": 0.6549198040994479, ""router_risk_mean"": 0.5353073452206201}",5,285,21,0,0,0,0,54,0,0,0.1894736842105263,1.0
old_data,rule_0662,"{""router_risk_mean"": 0.5353073452206201, ""safe_distance_case_score"": 0.6307140560545222}",5,285,21,0,0,0,0,54,0,0,0.1894736842105263,1.0
old_data,rule_0167,"{""model_disagreement_rate"": 0.1666666666666666, ""router_risk_mean"": 0.575419661991361}",5,285,20,0,0,0,0,55,0,0,0.19298245614035087,1.0
old_data,rule_0239,"{""model_disagreement_rate"": 0.1666666666666666, ""safe_distance_case_score"": 0.6809192268745825}",5,285,20,0,0,0,0,55,0,0,0.19298245614035087,1.0
old_data,rule_0477,"{""base_uncertainty"": 0.3626409721985777, ""safe_distance_case_score"": 0.5964855305337708}",5,285,20,0,0,0,0,55,0,0,0.19298245614035087,1.0
old_data,rule_0605,"{""base_entropy"": 0.6549198040994479, ""safe_distance_case_score"": 0.5964855305337708}",5,285,20,0,0,0,0,55,0,0,0.19298245614035087,1.0
old_data,rule_0190,"{""model_disagreement_rate"": 0.4166666666666667, ""router_risk_mean"": 0.5353073452206201}",5,285,19,0,0,0,0,56,0,0,0.19649122807017544,1.0
old_data,rule_0470,"{""base_uncertainty"": 0.3315778750082984, ""safe_distance_case_score"": 0.6307140560545222}",5,285,19,0,0,0,0,56,0,0,0.19649122807017544,1.0
old_data,rule_0598,"{""base_entropy"": 0.6352904375198885, ""safe_distance_case_score"": 0.6307140560545222}",5,285,19,0,0,0,0,56,0,0,0.19649122807017544,1.0
old_data,rule_0668,"{""router_risk_mean"": 0.575419661991361, ""safe_distance_case_score"": 0.5740271177553192}",5,285,19,0,0,0,0,56,0,0,0.19649122807017544,1.0
old_data,rule_0669,"{""router_risk_mean"": 0.575419661991361, ""safe_distance_case_score"": 0.5964855305337708}",5,285,19,0,0,0,0,56,0,0,0.19649122807017544,1.0
old_data,rule_0031,"{""base_uncertainty"": 0.3626409721985777, ""model_disagreement_rate"": 0.25}",5,285,18,0,0,0,0,57,0,0,0.2,1.0
old_data,rule_0103,"{""base_entropy"": 0.6549198040994479, ""model_disagreement_rate"": 0.25}",5,285,18,0,0,0,0,57,0,0,0.2,1.0
old_data,rule_0246,"{""model_disagreement_rate"": 0.25, ""safe_distance_case_score"": 0.6307140560545222}",5,285,18,0,0,0,0,57,0,0,0.2,1.0
old_data,rule_0476,"{""base_uncertainty"": 0.3626409721985777, ""safe_distance_case_score"": 0.5740271177553192}",5,285,18,0,0,0,0,57,0,0,0.2,1.0
old_data,rule_0604,"{""base_entropy"": 0.6549198040994479, ""safe_distance_case_score"": 0.5740271177553192}",5,285,18,0,0,0,0,57,0,0,0.2,1.0
old_data,rule_0182,"{""model_disagreement_rate"": 0.3333333333333333, ""router_risk_mean"": 0.5353073452206201}",5,285,17,0,0,0,0,58,0,0,0.20350877192982458,1.0
old_data,rule_0205,"{""model_disagreement_rate"": 0.5833333333333334, ""router_risk_mean"": 0.5101635376559355}",5,285,17,0,0,0,0,58,0,0,0.20350877192982458,1.0
old_data,rule_0213,"{""model_disagreement_rate"": 0.6666666666666666, ""router_risk_mean"": 0.5101635376559355}",5,285,17,0,0,0,0,58,0,0,0.20350877192982458,1.0
old_data,rule_0238,"{""model_disagreement_rate"": 0.1666666666666666, ""safe_distance_case_score"": 0.6307140560545222}",5,285,17,0,0,0,0,58,0,0,0.20350877192982458,1.0
old_data,rule_0275,"{""model_disagreement_rate"": 0.5833333333333334, ""safe_distance_case_score"": 0.5384969832645418}",5,285,17,0,0,0,0,58,0,0,0.20350877192982458,1.0
old_data,rule_0283,"{""model_disagreement_rate"": 0.6666666666666666, ""safe_distance_case_score"": 0.5384969832645418}",5,285,17,0,0,0,0,58,0,0,0.20350877192982458,1.0
old_data,rule_0406,"{""base_uncertainty"": 0.3315778750082984, ""router_risk_mean"": 0.5353073452206201}",5,285,17,0,0,0,0,58,0,0,0.20350877192982458,1.0
old_data,rule_0463,"{""base_uncertainty"": 0.31139524891716197, ""safe_distance_case_score"": 0.6809192268745825}",5,285,17,0,0,0,0,58,0,0,0.20350877192982458,1.0
old_data,rule_0534,"{""base_entropy"": 0.6352904375198885, ""router_risk_mean"": 0.5353073452206201}",5,285,17,0,0,0,0,58,0,0,0.20350877192982458,1.0
old_data,rule_0591,"{""base_entropy"": 0.6202114444725993, ""safe_distance_case_score"": 0.6809192268745825}",5,285,17,0,0,0,0,58,0,0,0.20350877192982458,1.0
old_data,rule_0197,"{""model_disagreement_rate"": 0.5, ""router_risk_mean"": 0.5101635376559355}",5,285,16,0,0,0,0,59,0,0,0.2070175438596491,1.0
old_data,rule_0267,"{""model_disagreement_rate"": 0.5, ""safe_distance_case_score"": 0.5384969832645418}",5,285,16,0,0,0,0,59,0,0,0.2070175438596491,1.0
old_data,rule_0475,"{""base_uncertainty"": 0.3626409721985777, ""safe_distance_case_score"": 0.5384969832645418}",5,285,16,0,0,0,0,59,0,0,0.2070175438596491,1.0
old_data,rule_0603,"{""base_entropy"": 0.6549198040994479, ""safe_distance_case_score"": 0.5384969832645418}",5,285,16,0,0,0,0,59,0,0,0.2070175438596491,1.0
old_data,rule_0660,"{""router_risk_mean"": 0.5353073452206201, ""safe_distance_case_score"": 0.5740271177553192}",5,285,16,0,0,0,0,59,0,0,0.2070175438596491,1.0
old_data,rule_0661,"{""router_risk_mean"": 0.5353073452206201, ""safe_distance_case_score"": 0.5964855305337708}",5,285,16,0,0,0,0,59,0,0,0.2070175438596491,1.0
old_data,rule_0023,"{""base_uncertainty"": 0.3626409721985777, ""model_disagreement_rate"": 0.1666666666666666}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0038,"{""base_uncertainty"": 0.3315778750082984, ""model_disagreement_rate"": 0.3333333333333333}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0095,"{""base_entropy"": 0.6549198040994479, ""model_disagreement_rate"": 0.1666666666666666}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0110,"{""base_entropy"": 0.6352904375198885, ""model_disagreement_rate"": 0.3333333333333333}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0174,"{""model_disagreement_rate"": 0.25, ""router_risk_mean"": 0.5353073452206201}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0204,"{""model_disagreement_rate"": 0.5833333333333334, ""router_risk_mean"": 0.48295647170231426}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0212,"{""model_disagreement_rate"": 0.6666666666666666, ""router_risk_mean"": 0.48295647170231426}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0252,"{""model_disagreement_rate"": 0.3333333333333333, ""safe_distance_case_score"": 0.5740271177553192}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0253,"{""model_disagreement_rate"": 0.3333333333333333, ""safe_distance_case_score"": 0.5964855305337708}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0260,"{""model_disagreement_rate"": 0.4166666666666667, ""safe_distance_case_score"": 0.5740271177553192}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0261,"{""model_disagreement_rate"": 0.4166666666666667, ""safe_distance_case_score"": 0.5964855305337708}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0398,"{""base_uncertainty"": 0.31139524891716197, ""router_risk_mean"": 0.5353073452206201}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0462,"{""base_uncertainty"": 0.31139524891716197, ""safe_distance_case_score"": 0.6307140560545222}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0469,"{""base_uncertainty"": 0.3315778750082984, ""safe_distance_case_score"": 0.5964855305337708}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0526,"{""base_entropy"": 0.6202114444725993, ""router_risk_mean"": 0.5353073452206201}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0590,"{""base_entropy"": 0.6202114444725993, ""safe_distance_case_score"": 0.6307140560545222}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0597,"{""base_entropy"": 0.6352904375198885, ""safe_distance_case_score"": 0.5964855305337708}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0655,"{""router_risk_mean"": 0.5101635376559355, ""safe_distance_case_score"": 0.6809192268745825}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0659,"{""router_risk_mean"": 0.5353073452206201, ""safe_distance_case_score"": 0.5384969832645418}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0667,"{""router_risk_mean"": 0.575419661991361, ""safe_distance_case_score"": 0.5384969832645418}",5,285,15,0,0,0,0,60,0,0,0.21052631578947367,1.0
old_data,rule_0196,"{""model_disagreement_rate"": 0.5, ""router_risk_mean"": 0.48295647170231426}",5,285,14,0,0,0,0,61,0,0,0.21403508771929824,1.0
old_data,rule_0468,"{""base_uncertainty"": 0.3315778750082984, ""safe_distance_case_score"": 0.5740271177553192}",5,285,14,0,0,0,0,61,0,0,0.21403508771929824,1.0
old_data,rule_0596,"{""base_entropy"": 0.6352904375198885, ""safe_distance_case_score"": 0.5740271177553192}",5,285,14,0,0,0,0,61,0,0,0.21403508771929824,1.0
old_data,rule_0159,"{""model_disagreement_rate"": 0.0833333333333333, ""router_risk_mean"": 0.575419661991361}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0166,"{""model_disagreement_rate"": 0.1666666666666666, ""router_risk_mean"": 0.5353073452206201}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0189,"{""model_disagreement_rate"": 0.4166666666666667, ""router_risk_mean"": 0.5101635376559355}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0274,"{""model_disagreement_rate"": 0.5833333333333334, ""safe_distance_case_score"": 0.514713758890918}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0282,"{""model_disagreement_rate"": 0.6666666666666666, ""safe_distance_case_score"": 0.514713758890918}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0390,"{""base_uncertainty"": 0.2930204020410354, ""router_risk_mean"": 0.5353073452206201}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0405,"{""base_uncertainty"": 0.3315778750082984, ""router_risk_mean"": 0.5101635376559355}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0413,"{""base_uncertainty"": 0.3626409721985777, ""router_risk_mean"": 0.5101635376559355}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0455,"{""base_uncertainty"": 0.2930204020410354, ""safe_distance_case_score"": 0.6809192268745825}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0474,"{""base_uncertainty"": 0.3626409721985777, ""safe_distance_case_score"": 0.514713758890918}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0518,"{""base_entropy"": 0.6048336049280865, ""router_risk_mean"": 0.5353073452206201}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0533,"{""base_entropy"": 0.6352904375198885, ""router_risk_mean"": 0.5101635376559355}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0541,"{""base_entropy"": 0.6549198040994479, ""router_risk_mean"": 0.5101635376559355}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0583,"{""base_entropy"": 0.6048336049280865, ""safe_distance_case_score"": 0.6809192268745825}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0602,"{""base_entropy"": 0.6549198040994479, ""safe_distance_case_score"": 0.514713758890918}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0647,"{""router_risk_mean"": 0.48295647170231426, ""safe_distance_case_score"": 0.6809192268745825}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0654,"{""router_risk_mean"": 0.5101635376559355, ""safe_distance_case_score"": 0.6307140560545222}",5,285,13,0,0,0,0,62,0,0,0.21754385964912276,1.0
old_data,rule_0030,"{""base_uncertainty"": 0.3315778750082984, ""model_disagreement_rate"": 0.25}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0102,"{""base_entropy"": 0.6352904375198885, ""model_disagreement_rate"": 0.25}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0188,"{""model_disagreement_rate"": 0.4166666666666667, ""router_risk_mean"": 0.48295647170231426}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0231,"{""model_disagreement_rate"": 0.0833333333333333, ""safe_distance_case_score"": 0.6809192268745825}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0244,"{""model_disagreement_rate"": 0.25, ""safe_distance_case_score"": 0.5740271177553192}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0245,"{""model_disagreement_rate"": 0.25, ""safe_distance_case_score"": 0.5964855305337708}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0266,"{""model_disagreement_rate"": 0.5, ""safe_distance_case_score"": 0.514713758890918}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0397,"{""base_uncertainty"": 0.31139524891716197, ""router_risk_mean"": 0.5101635376559355}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0404,"{""base_uncertainty"": 0.3315778750082984, ""router_risk_mean"": 0.48295647170231426}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0412,"{""base_uncertainty"": 0.3626409721985777, ""router_risk_mean"": 0.48295647170231426}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0454,"{""base_uncertainty"": 0.2930204020410354, ""safe_distance_case_score"": 0.6307140560545222}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0467,"{""base_uncertainty"": 0.3315778750082984, ""safe_distance_case_score"": 0.5384969832645418}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0525,"{""base_entropy"": 0.6202114444725993, ""router_risk_mean"": 0.5101635376559355}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0532,"{""base_entropy"": 0.6352904375198885, ""router_risk_mean"": 0.48295647170231426}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0540,"{""base_entropy"": 0.6549198040994479, ""router_risk_mean"": 0.48295647170231426}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0582,"{""base_entropy"": 0.6048336049280865, ""safe_distance_case_score"": 0.6307140560545222}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0595,"{""base_entropy"": 0.6352904375198885, ""safe_distance_case_score"": 0.5384969832645418}",5,285,12,0,0,0,0,63,0,0,0.22105263157894733,1.0
old_data,rule_0151,"{""model_disagreement_rate"": 0.0, ""router_risk_mean"": 0.575419661991361}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0181,"{""model_disagreement_rate"": 0.3333333333333333, ""router_risk_mean"": 0.5101635376559355}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0230,"{""model_disagreement_rate"": 0.0833333333333333, ""safe_distance_case_score"": 0.6307140560545222}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0236,"{""model_disagreement_rate"": 0.1666666666666666, ""safe_distance_case_score"": 0.5740271177553192}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0237,"{""model_disagreement_rate"": 0.1666666666666666, ""safe_distance_case_score"": 0.5964855305337708}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0251,"{""model_disagreement_rate"": 0.3333333333333333, ""safe_distance_case_score"": 0.5384969832645418}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0259,"{""model_disagreement_rate"": 0.4166666666666667, ""safe_distance_case_score"": 0.5384969832645418}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0396,"{""base_uncertainty"": 0.31139524891716197, ""router_risk_mean"": 0.48295647170231426}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0461,"{""base_uncertainty"": 0.31139524891716197, ""safe_distance_case_score"": 0.5964855305337708}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0524,"{""base_entropy"": 0.6202114444725993, ""router_risk_mean"": 0.48295647170231426}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0589,"{""base_entropy"": 0.6202114444725993, ""safe_distance_case_score"": 0.5964855305337708}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0646,"{""router_risk_mean"": 0.48295647170231426, ""safe_distance_case_score"": 0.6307140560545222}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0658,"{""router_risk_mean"": 0.5353073452206201, ""safe_distance_case_score"": 0.514713758890918}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0666,"{""router_risk_mean"": 0.575419661991361, ""safe_distance_case_score"": 0.514713758890918}",5,285,11,0,0,0,0,64,0,0,0.2245614035087719,1.0
old_data,rule_0022,"{""base_uncertainty"": 0.3315778750082984, ""model_disagreement_rate"": 0.1666666666666666}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0037,"{""base_uncertainty"": 0.31139524891716197, ""model_disagreement_rate"": 0.3333333333333333}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0094,"{""base_entropy"": 0.6352904375198885, ""model_disagreement_rate"": 0.1666666666666666}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0109,"{""base_entropy"": 0.6202114444725993, ""model_disagreement_rate"": 0.3333333333333333}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0173,"{""model_disagreement_rate"": 0.25, ""router_risk_mean"": 0.5101635376559355}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0180,"{""model_disagreement_rate"": 0.3333333333333333, ""router_risk_mean"": 0.48295647170231426}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0202,"{""model_disagreement_rate"": 0.5833333333333334, ""router_risk_mean"": 0.4404604666281271}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0203,"{""model_disagreement_rate"": 0.5833333333333334, ""router_risk_mean"": 0.4682956323462678}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0210,"{""model_disagreement_rate"": 0.6666666666666666, ""router_risk_mean"": 0.4404604666281271}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0211,"{""model_disagreement_rate"": 0.6666666666666666, ""router_risk_mean"": 0.4682956323462678}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0223,"{""model_disagreement_rate"": 0.0, ""safe_distance_case_score"": 0.6809192268745825}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0273,"{""model_disagreement_rate"": 0.5833333333333334, ""safe_distance_case_score"": 0.4848319814504693}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0281,"{""model_disagreement_rate"": 0.6666666666666666, ""safe_distance_case_score"": 0.4848319814504693}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0382,"{""base_uncertainty"": 0.2773597104631068, ""router_risk_mean"": 0.5353073452206201}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0388,"{""base_uncertainty"": 0.2930204020410354, ""router_risk_mean"": 0.48295647170231426}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0389,"{""base_uncertainty"": 0.2930204020410354, ""router_risk_mean"": 0.5101635376559355}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0447,"{""base_uncertainty"": 0.2773597104631068, ""safe_distance_case_score"": 0.6809192268745825}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0460,"{""base_uncertainty"": 0.31139524891716197, ""safe_distance_case_score"": 0.5740271177553192}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0466,"{""base_uncertainty"": 0.3315778750082984, ""safe_distance_case_score"": 0.514713758890918}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
old_data,rule_0473,"{""base_uncertainty"": 0.3626409721985777, ""safe_distance_case_score"": 0.4848319814504693}",5,285,10,0,0,0,0,65,0,0,0.22807017543859648,1.0
