policy,scope,n,accuracy,balanced_accuracy,f1,auc,fn,fp,auto_decision_n,auto_decision_rate,review_or_reject_n,review_or_reject_rate,auto_error_n,auto_error_rate,auto_error_wilson95_high,auto_high_risk_fn_n,auto_low_risk_fp_n,released_n,released_error_n,released_high_risk_fn_n,hard_shift_gate
dino_shift_aware_candidate,old_data,285,1.0,1.0,1.0,0.8737687155240348,0,0,221,0.775438596491228,64,0.22456140350877193,0,0.0,0.017085189007591345,0,0,11,0,0,normal_or_known_shift
dino_shift_aware_candidate,third_batch,306,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0,203,0.6633986928104575,103,0.3366013071895425,1,0.0049261083743842365,0.02737112877451363,1,0,18,0,0,normal_or_known_shift
dino_shift_aware_candidate,strict_external,108,1.0,1.0,1.0,0.67317753749564,0,0,52,0.48148148148148145,56,0.5185185185185185,0,0.0,0.06879223612386234,0,0,0,0,0,severe_unknown_shift
dino_shift_aware_candidate,all_domains,699,0.9985693848354793,0.9981481481481482,0.9981447124304267,0.8353017353017353,1,0,476,0.6809728183118741,223,0.3190271816881259,1,0.0021008403361344537,0.01180278057069832,1,0,29,0,0,domain_applied
