policy,scope,n,accuracy,balanced_accuracy,f1,auc,fn,fp,auto_decision_n,auto_decision_rate,review_or_reject_n,review_or_reject_rate,auto_error_n,auto_error_rate,auto_error_wilson95_high,auto_high_risk_fn_n,auto_low_risk_fp_n,result_family,target_review_rate,actual_review_rate,risk_score,hard_shift_gate
risk_rank_hybrid_score,strict_external,108,1.0,1.0,1.0,0.67317753749564,0,0,43,0.39814814814814814,65,0.6018518518518519,0,0.0,0.08200980322579117,0,0,risk_curve,0.6,0.6018518518518519,hybrid_score,severe_unknown_shift
risk_rank_hybrid_score,all_domains,699,0.9899856938483548,0.9877233877233877,0.9869158878504672,0.8353017353017353,6,1,280,0.4005722460658083,419,0.5994277539341917,7,0.025,0.050695459339000895,6,1,risk_curve,0.6,0.5994277539341917,hybrid_score,mixed
risk_rank_hybrid_score,old_data,285,1.0,1.0,1.0,0.8737687155240348,0,0,85,0.2982456140350877,200,0.7017543859649122,0,0.0,0.04323948381405149,0,0,risk_curve,0.7,0.7017543859649122,hybrid_score,normal_or_known_shift
risk_rank_hybrid_score,third_batch,306,0.9901960784313726,0.9817073170731707,0.9813664596273292,0.818270905923345,3,0,92,0.3006535947712418,214,0.6993464052287581,3,0.03260869565217391,0.09153359952993573,3,0,risk_curve,0.7,0.6993464052287581,hybrid_score,normal_or_known_shift
risk_rank_hybrid_score,strict_external,108,1.0,1.0,1.0,0.67317753749564,0,0,32,0.2962962962962963,76,0.7037037037037037,0,0.0,0.1071791982550706,0,0,risk_curve,0.7,0.7037037037037037,hybrid_score,severe_unknown_shift
risk_rank_hybrid_score,all_domains,699,0.994277539341917,0.9932789432789433,0.9925650557620818,0.8353017353017353,3,1,210,0.30042918454935624,489,0.6995708154506438,4,0.01904761904761905,0.04794338192420791,3,1,risk_curve,0.7,0.6995708154506438,hybrid_score,mixed
risk_rank_hybrid_score,old_data,285,1.0,1.0,1.0,0.8737687155240348,0,0,57,0.2,228,0.8,0,0.0,0.06313883485297894,0,0,risk_curve,0.8,0.8,hybrid_score,normal_or_known_shift
risk_rank_hybrid_score,third_batch,306,0.9967320261437909,0.9939024390243902,0.9938650306748467,0.818270905923345,1,0,61,0.19934640522875818,245,0.8006535947712419,1,0.01639344262295082,0.08718860044641585,1,0,risk_curve,0.8,0.8006535947712419,hybrid_score,normal_or_known_shift
risk_rank_hybrid_score,strict_external,108,1.0,1.0,1.0,0.67317753749564,0,0,22,0.2037037037037037,86,0.7962962962962963,0,0.0,0.14865487460862087,0,0,risk_curve,0.8,0.7962962962962963,hybrid_score,severe_unknown_shift
risk_rank_hybrid_score,all_domains,699,0.9957081545064378,0.9944444444444445,0.994413407821229,0.8353017353017353,3,0,140,0.20028612303290416,559,0.7997138769670958,3,0.02142857142857143,0.06110478852537385,3,0,risk_curve,0.8,0.7997138769670958,hybrid_score,mixed
