policy,scope,n,accuracy,balanced_accuracy,f1,auc,fn,fp,auto_decision_n,auto_decision_rate,review_or_reject_n,review_or_reject_rate,auto_error_n,auto_error_rate,auto_error_wilson95_high,auto_high_risk_fn_n,auto_low_risk_fp_n,released_n,released_error_n,released_high_risk_fn_n
stable_tiebreak_release,old_data,285,1.0,1.0,1.0,0.8737687155240348,0,0,221,0.775438596491228,64,0.22456140350877193,0,0.0,0.017085189007591345,0,0,11,0,0
stable_tiebreak_release,third_batch,306,0.9901960784313726,0.9817073170731707,0.9813664596273292,0.818270905923345,3,0,203,0.6633986928104575,103,0.3366013071895425,3,0.014778325123152709,0.04254125127274616,3,0,18,2,2
stable_tiebreak_release,strict_external,108,1.0,1.0,1.0,0.67317753749564,0,0,60,0.5555555555555556,48,0.4444444444444444,0,0.0,0.06017185214208986,0,0,8,0,0
stable_tiebreak_release,all_domains,699,0.9957081545064378,0.9944444444444445,0.994413407821229,0.8353017353017353,3,0,484,0.6924177396280401,215,0.30758226037195996,3,0.006198347107438017,0.01806328731684174,3,0,37,2,2
