variant,model,weight_mode,objective,all_threshold,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_sensitivity_high,all_specificity_low,all_auc,old_threshold,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_sensitivity_high,old_specificity_low,old_auc,third_threshold,third_accuracy,third_balanced_accuracy,third_f1,third_tn,third_fp,third_fn,third_tp,third_sensitivity_high,third_specificity_low,third_auc,selection_score,old_guard_090
wpc_stats,logreg_bal_c0.03,domain_label,balanced_accuracy,0.39499999999999996,0.626057529610829,0.6582057906024565,0.6143106457242583,194,174,47,176,0.7892376681614349,0.5271739130434783,0.7168916942873853,0.39499999999999996,0.6421052631578947,0.6437647754137116,0.6890243902439024,70,74,28,113,0.8014184397163121,0.4861111111111111,0.7285756501182032,0.39499999999999996,0.6111111111111112,0.6609320557491289,0.5142857142857142,124,100,19,63,0.7682926829268293,0.5535714285714286,0.6782992160278746,0.4041575873605481,False
wpc_stats,logreg_plain_c0.03,domain_label,balanced_accuracy,0.3999999999999999,0.626057529610829,0.6582057906024565,0.6143106457242583,194,174,47,176,0.7892376681614349,0.5271739130434783,0.7168185806200038,0.3999999999999999,0.6421052631578947,0.6437647754137116,0.6890243902439024,70,74,28,113,0.8014184397163121,0.4861111111111111,0.7284771473601261,0.3999999999999999,0.6111111111111112,0.6609320557491289,0.5142857142857142,124,100,19,63,0.7682926829268293,0.5535714285714286,0.6784081010452963,0.4041575873605481,False
wpc_stats,logreg_bal_c0.03,none,balanced_accuracy,0.38999999999999996,0.6243654822335025,0.6586140085786703,0.615916955017301,191,177,45,178,0.7982062780269058,0.5190217391304348,0.7166357964515501,0.38999999999999996,0.6421052631578947,0.6439125295508275,0.6927710843373494,68,76,26,115,0.8156028368794326,0.4722222222222222,0.7262608353033885,0.38999999999999996,0.6078431372549019,0.6586999128919862,0.5121951219512195,123,101,19,63,0.7682926829268293,0.5491071428571429,0.680368031358885,0.4028786759732982,False
wpc_stats,logreg_bal_c0.03,none,high_sens80,0.38999999999999996,0.6243654822335025,0.6586140085786703,0.615916955017301,191,177,45,178,0.7982062780269058,0.5190217391304348,0.7166357964515501,0.38999999999999996,0.6421052631578947,0.6439125295508275,0.6927710843373494,68,76,26,115,0.8156028368794326,0.4722222222222222,0.7262608353033885,0.38999999999999996,0.6078431372549019,0.6586999128919862,0.5121951219512195,123,101,19,63,0.7682926829268293,0.5491071428571429,0.680368031358885,0.4028786759732982,False
whole_crop,logreg_plain_c0.03,none,high_sens80,0.3,0.6142131979695431,0.6566460323649834,0.6187290969899666,178,190,38,185,0.8295964125560538,0.483695652173913,0.7210713589393645,0.3,0.6456140350877193,0.6477541371158393,0.7038123167155426,64,80,21,120,0.851063829787234,0.4444444444444444,0.7314814814814814,0.3,0.5849673202614379,0.6508057491289199,0.5058365758754864,114,110,17,65,0.7926829268292683,0.5089285714285714,0.6837979094076654,0.40129827203097845,False
whole_crop,logreg_bal_c0.003,domain_label,high_sens80,0.4749999999999999,0.6159052453468697,0.6500536166894131,0.6079447322970639,188,180,47,176,0.7892376681614349,0.5108695652173914,0.726640183271593,0.4749999999999999,0.6491228070175439,0.6509308510638298,0.6987951807228916,69,75,25,116,0.8226950354609929,0.4791666666666667,0.7412825059101655,0.4749999999999999,0.5849673202614379,0.6314786585365854,0.48582995951417,119,105,22,60,0.7317073170731707,0.53125,0.6818379790940767,0.40066368535346475,False
wpc_stats,logreg_bal_c0.003,domain_label,high_sens80,0.4749999999999999,0.6142131979695431,0.649578377851433,0.6082474226804123,186,182,46,177,0.7937219730941704,0.5054347826086957,0.7262258724897641,0.4749999999999999,0.6491228070175439,0.6510047281323876,0.7005988023952096,68,76,24,117,0.8297872340425532,0.4722222222222222,0.7411840031520883,0.4749999999999999,0.5816993464052288,0.6292465156794425,0.4838709677419355,118,106,22,60,0.7317073170731707,0.5267857142857143,0.6800413763066202,0.3993626108456475,False
wpc_stats,logreg_bal_c0.03,domain_label,high_sens80,0.37999999999999995,0.6192893401015228,0.6554213784363423,0.614065180102916,187,181,44,179,0.8026905829596412,0.5081521739130435,0.7168916942873853,0.37999999999999995,0.6421052631578947,0.6439864066193853,0.6946107784431138,67,77,25,116,0.8226950354609929,0.4652777777777778,0.7285756501182032,0.37999999999999995,0.5980392156862745,0.6520034843205575,0.5060240963855421,120,104,19,63,0.7682926829268293,0.5357142857142857,0.6782992160278746,0.3989311262087115,False
wpc_stats,logreg_plain_c0.03,domain_label,high_sens80,0.38499999999999995,0.6192893401015228,0.6554213784363423,0.614065180102916,187,181,44,179,0.8026905829596412,0.5081521739130435,0.7168185806200038,0.38499999999999995,0.6421052631578947,0.6439864066193853,0.6946107784431138,67,77,25,116,0.8226950354609929,0.4652777777777778,0.7284771473601261,0.38499999999999995,0.5980392156862745,0.6520034843205575,0.5060240963855421,120,104,19,63,0.7682926829268293,0.5357142857142857,0.6784081010452963,0.3989311262087115,False
crop,logreg_bal_c0.01,none,high_sens80,0.43499999999999994,0.6159052453468697,0.6518205303178007,0.6106346483704974,186,182,45,178,0.7982062780269058,0.5054347826086957,0.727822187560928,0.43499999999999994,0.6456140350877193,0.6475325059101655,0.6985074626865672,67,77,24,117,0.8297872340425532,0.4652777777777778,0.7266548463356974,0.43499999999999994,0.5882352941176471,0.6375762195121951,0.49193548387096775,119,105,21,61,0.7439024390243902,0.53125,0.7061737804878049,0.3979165185555008,False
whole_crop,logreg_bal_c0.03,domain_label,balanced_accuracy,0.38499999999999995,0.622673434856176,0.6572553129264964,0.614853195164076,190,178,45,178,0.7982062780269058,0.5163043478260869,0.7167210957301617,0.38499999999999995,0.6385964912280702,0.6404403073286051,0.6906906906906907,67,77,26,115,0.8156028368794326,0.4652777777777778,0.727344365642238,0.38499999999999995,0.6078431372549019,0.6586999128919862,0.5121951219512195,123,101,19,63,0.7682926829268293,0.5491071428571429,0.6788436411149827,0.397626482990842,False
whole_crop,logreg_bal_c0.03,domain_label,high_sens80,0.38499999999999995,0.622673434856176,0.6572553129264964,0.614853195164076,190,178,45,178,0.7982062780269058,0.5163043478260869,0.7167210957301617,0.38499999999999995,0.6385964912280702,0.6404403073286051,0.6906906906906907,67,77,26,115,0.8156028368794326,0.4652777777777778,0.727344365642238,0.38499999999999995,0.6078431372549019,0.6586999128919862,0.5121951219512195,123,101,19,63,0.7682926829268293,0.5491071428571429,0.6788436411149827,0.397626482990842,False
whole_crop,logreg_plain_c0.03,domain_label,balanced_accuracy,0.38999999999999996,0.622673434856176,0.6572553129264964,0.614853195164076,190,178,45,178,0.7982062780269058,0.5163043478260869,0.716587054006629,0.38999999999999996,0.6385964912280702,0.6404403073286051,0.6906906906906907,67,77,26,115,0.8156028368794326,0.4652777777777778,0.7270488573680063,0.38999999999999996,0.6078431372549019,0.6586999128919862,0.5121951219512195,123,101,19,63,0.7682926829268293,0.5491071428571429,0.6788980836236934,0.397626482990842,False
whole_crop,logreg_plain_c0.03,domain_label,high_sens80,0.38999999999999996,0.622673434856176,0.6572553129264964,0.614853195164076,190,178,45,178,0.7982062780269058,0.5163043478260869,0.716587054006629,0.38999999999999996,0.6385964912280702,0.6404403073286051,0.6906906906906907,67,77,26,115,0.8156028368794326,0.4652777777777778,0.7270488573680063,0.38999999999999996,0.6078431372549019,0.6586999128919862,0.5121951219512195,123,101,19,63,0.7682926829268293,0.5491071428571429,0.6788980836236934,0.397626482990842,False
wpc_stats,logreg_plain_c0.01,domain_label,high_sens80,0.41999999999999993,0.6091370558375635,0.6525699454084617,0.6156405990016639,175,193,38,185,0.8295964125560538,0.47554347826086957,0.7220340222265549,0.41999999999999993,0.6456140350877193,0.6477541371158393,0.7038123167155426,64,80,21,120,0.851063829787234,0.4444444444444444,0.7346335697399526,0.41999999999999993,0.5751633986928104,0.6441093205574913,0.5,111,113,17,65,0.7926829268292683,0.4955357142857143,0.6797147212543554,0.39732855914582443,False
wpc_stats,logreg_plain_c0.003,none,high_sens80,0.4499999999999999,0.6209813874788495,0.653246246831741,0.6097560975609756,192,176,48,175,0.7847533632286996,0.5217391304347826,0.7277490738935464,0.4499999999999999,0.6421052631578947,0.6439125295508275,0.6927710843373494,68,76,26,115,0.8156028368794326,0.4722222222222222,0.7410362490149724,0.4499999999999999,0.6013071895424836,0.6426393728222997,0.49586776859504134,124,100,22,60,0.7317073170731707,0.5535714285714286,0.6840156794425087,0.3967533244099086,False
whole_crop,logreg_bal_c0.03,none,balanced_accuracy,0.38499999999999995,0.6209813874788495,0.6558966172743225,0.6137931034482759,189,179,45,178,0.7982062780269058,0.5135869565217391,0.7166723532852409,0.38499999999999995,0.6385964912280702,0.6404403073286051,0.6906906906906907,67,77,26,115,0.8156028368794326,0.4652777777777778,0.725817572892041,0.38499999999999995,0.6045751633986928,0.6564677700348431,0.5101214574898786,122,102,19,63,0.7682926829268293,0.5446428571428571,0.6810757839721253,0.3963032453624572,False
whole_crop,logreg_bal_c0.03,none,high_sens80,0.38499999999999995,0.6209813874788495,0.6558966172743225,0.6137931034482759,189,179,45,178,0.7982062780269058,0.5135869565217391,0.7166723532852409,0.38499999999999995,0.6385964912280702,0.6404403073286051,0.6906906906906907,67,77,26,115,0.8156028368794326,0.4652777777777778,0.725817572892041,0.38499999999999995,0.6045751633986928,0.6564677700348431,0.5101214574898786,122,102,19,63,0.7682926829268293,0.5446428571428571,0.6810757839721253,0.3963032453624572,False
whole_crop,logreg_bal_c0.01,domain_label,high_sens80,0.41999999999999993,0.6074450084602369,0.6512112497562877,0.6146179401993356,174,194,38,185,0.8295964125560538,0.47282608695652173,0.7226311171768376,0.41999999999999993,0.6456140350877193,0.6477541371158393,0.7038123167155426,64,80,21,120,0.851063829787234,0.4444444444444444,0.7340918045705279,0.41999999999999993,0.5718954248366013,0.6418771777003485,0.49808429118773945,110,114,17,65,0.7926829268292683,0.49107142857142855,0.6813479965156793,0.39600532151743983,False
whole_crop,logreg_plain_c0.01,domain_label,high_sens80,0.41999999999999993,0.6074450084602369,0.6512112497562877,0.6146179401993356,174,194,38,185,0.8295964125560538,0.47282608695652173,0.7225458178982258,0.41999999999999993,0.6456140350877193,0.6477541371158393,0.7038123167155426,64,80,21,120,0.851063829787234,0.4444444444444444,0.7340425531914894,0.41999999999999993,0.5718954248366013,0.6418771777003485,0.49808429118773945,110,114,17,65,0.7926829268292683,0.49107142857142855,0.6813479965156795,0.39600532151743983,False
