domain,model_tag,n,n_folds,accuracy,balanced_accuracy,auc,f1,high_recall,low_specificity,tn,fp,fn,tp,prediction_csv
new_external_160,119_qkvb_whole352_last2,162,5,0.6851851851851852,0.6853323147440795,0.7254392666157372,0.6946107784431138,0.6823529411764706,0.6883116883116883,53,24,27,58,/workspace/thymic_project/experiments/base_model_expansion_20260706/outputs/existing_variant_sweep_new_top/new_external_160/119_qkvb_whole352_last2_tta4_fastcrop/external_tta_predictions.csv
new_external_160,154_qkvb_whole352_full,162,5,0.6790123456790124,0.6782276546982429,0.721772345301757,0.6941176470588235,0.6941176470588235,0.6623376623376623,51,26,26,59,/workspace/thymic_project/experiments/base_model_expansion_20260706/outputs/existing_variant_sweep_new_top/new_external_160/154_qkvb_whole352_full_tta4_fastcrop/external_tta_predictions.csv
