fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,6,0.7124822695035461,0.8325,0.7235772357723578,0.7095833333333333
2,3,0.7117829457364341,0.7364539007092199,0.5983606557377049,0.6375886524822695
3,1,0.6844536476584899,0.7631007751937985,0.6949152542372882,0.6756589147286822
4,2,0.7333333333333334,0.7193373685887225,0.6551724137931034,0.6447913348200063
5,9,0.7424999999999999,0.7598639455782312,0.7410714285714286,0.7071428571428571
