domain,model_tag,n,n_folds,accuracy,balanced_accuracy,auc,f1,high_recall,low_specificity,tn,fp,fn,tp,prediction_csv
strict_external,154_qkvb_whole352_full,108,5,0.5925925925925926,0.6198116498081618,0.6560865015695849,0.639344262295082,0.8297872340425532,0.4098360655737705,25,36,8,39,/workspace/thymic_project/experiments/base_model_expansion_20260706/outputs/existing_variant_sweep/strict_external/154_qkvb_whole352_full_tta4_fastcrop/external_tta_predictions.csv
strict_external,119_qkvb_whole352_last2,108,5,0.5833333333333334,0.6116149284966864,0.6449250087199163,0.6341463414634146,0.8297872340425532,0.39344262295081966,24,37,8,39,/workspace/thymic_project/experiments/base_model_expansion_20260706/outputs/existing_variant_sweep/strict_external/119_qkvb_whole352_last2_tta4_fastcrop/external_tta_predictions.csv
strict_external,113_qkvb_whole448,108,5,0.5740740740740741,0.603418207185211,0.6724799441925358,0.6290322580645161,0.8297872340425532,0.3770491803278688,23,38,8,39,/workspace/thymic_project/experiments/base_model_expansion_20260706/outputs/existing_variant_sweep/strict_external/113_qkvb_whole448_tta4_fastcrop/external_tta_predictions.csv
strict_external,92_dinov3l_wpc352,108,5,0.5740740740740741,0.603418207185211,0.6498081618416464,0.6290322580645161,0.8297872340425532,0.3770491803278688,23,38,8,39,/workspace/thymic_project/experiments/base_model_expansion_20260706/outputs/existing_variant_sweep/strict_external/92_dinov3l_wpc352_tta4_fastcrop/external_tta_predictions.csv
strict_external,171_qkvb_externalmimic,108,5,0.5648148148148148,0.6025462155563306,0.6382978723404255,0.6412213740458015,0.8936170212765957,0.3114754098360656,19,42,5,42,/workspace/thymic_project/experiments/base_model_expansion_20260706/outputs/existing_variant_sweep/strict_external/171_qkvb_externalmimic_tta4_fastcrop/external_tta_predictions.csv
strict_external,75b_dinov3b_wpc_domainrobust,108,5,0.5370370370370371,0.5706313219393093,0.6246948029298918,0.609375,0.8297872340425532,0.3114754098360656,19,42,8,39,/workspace/thymic_project/experiments/base_model_expansion_20260706/outputs/existing_variant_sweep/strict_external/75b_dinov3b_wpc_domainrobust_tta4_fastcrop/external_tta_predictions.csv
strict_external,97_convnext_wpc352_last2,108,5,0.5,0.5231949773282176,0.6083013603069412,0.55,0.7021276595744681,0.3442622950819672,21,40,14,33,/workspace/thymic_project/experiments/base_model_expansion_20260706/outputs/existing_variant_sweep/strict_external/97_convnext_wpc352_last2_tta4_fastcrop/external_tta_predictions.csv
