feature_model,global_pool,input_variant,image_size,estimator,weight_mode,objective,all_threshold,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_sensitivity_high,all_specificity_low,all_auc,old_threshold,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_sensitivity_high,old_specificity_low,old_auc,third_threshold,third_accuracy,third_balanced_accuracy,third_f1,third_tn,third_fp,third_fn,third_tp,third_sensitivity_high,third_specificity_low,third_auc,selection_score,old_guard_090,old_guard_092
vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384,logreg_bal_c0.003,none,balanced_accuracy,0.5299999999999999,0.7021996615905245,0.7069786995515694,0.648,253,115,61,162,0.726457399103139,0.6875,0.756957984012478,0.5299999999999999,0.6771929824561403,0.6779698581560283,0.6973684210526315,87,57,35,106,0.75177304964539,0.6041666666666666,0.7377364066193853,0.5299999999999999,0.7254901960784313,0.7119991289198606,0.5714285714285714,166,58,26,56,0.6829268292682927,0.7410714285714286,0.7565331010452963,0.4576471435541142,False,False
vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384,logreg_bal_c0.003,label,balanced_accuracy,0.5299999999999999,0.7021996615905245,0.7069786995515694,0.648,253,115,61,162,0.726457399103139,0.6875,0.756957984012478,0.5299999999999999,0.6771929824561403,0.6779698581560283,0.6973684210526315,87,57,35,106,0.75177304964539,0.6041666666666666,0.7377364066193853,0.5299999999999999,0.7254901960784313,0.7119991289198606,0.5714285714285714,166,58,26,56,0.6829268292682927,0.7410714285714286,0.7565331010452963,0.4576471435541142,False,False
vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384,logreg_plain_c0.003,label,balanced_accuracy,0.5299999999999999,0.7021996615905245,0.7069786995515694,0.648,253,115,61,162,0.726457399103139,0.6875,0.756957984012478,0.5299999999999999,0.6771929824561403,0.6779698581560283,0.6973684210526315,87,57,35,106,0.75177304964539,0.6041666666666666,0.7377364066193853,0.5299999999999999,0.7254901960784313,0.7119991289198606,0.5714285714285714,166,58,26,56,0.6829268292682927,0.7410714285714286,0.7565331010452963,0.4576471435541142,False,False
vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384,logreg_bal_c0.01,none,balanced_accuracy,0.48499999999999993,0.6903553299492385,0.7001182004289335,0.6432748538011696,243,125,58,165,0.7399103139013453,0.6603260869565217,0.7489398518229673,0.48499999999999993,0.6736842105263158,0.6747192671394799,0.7009646302250804,83,61,32,109,0.7730496453900709,0.5763888888888888,0.7370961386918833,0.48499999999999993,0.7058823529411765,0.6986062717770035,0.5544554455445545,160,64,26,56,0.6829268292682927,0.7142857142857143,0.7406358885017421,0.44452201416305204,False,False
vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384,logreg_bal_c0.01,label,balanced_accuracy,0.48499999999999993,0.6903553299492385,0.7001182004289335,0.6432748538011696,243,125,58,165,0.7399103139013453,0.6603260869565217,0.7489398518229673,0.48499999999999993,0.6736842105263158,0.6747192671394799,0.7009646302250804,83,61,32,109,0.7730496453900709,0.5763888888888888,0.7370961386918833,0.48499999999999993,0.7058823529411765,0.6986062717770035,0.5544554455445545,160,64,26,56,0.6829268292682927,0.7142857142857143,0.7406358885017421,0.44452201416305204,False,False
vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384,logreg_plain_c0.01,label,balanced_accuracy,0.48499999999999993,0.6903553299492385,0.7001182004289335,0.6432748538011696,243,125,58,165,0.7399103139013453,0.6603260869565217,0.7489398518229673,0.48499999999999993,0.6736842105263158,0.6747192671394799,0.7009646302250804,83,61,32,109,0.7730496453900709,0.5763888888888888,0.7370961386918833,0.48499999999999993,0.7058823529411765,0.6986062717770035,0.5544554455445545,160,64,26,56,0.6829268292682927,0.7142857142857143,0.7406358885017421,0.44452201416305204,False,False
vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384,logreg_bal_c0.003,domain_label,balanced_accuracy,0.5299999999999999,0.7021996615905245,0.7060952427373757,0.6465863453815262,254,114,62,161,0.7219730941704036,0.6902173913043478,0.7573844804055372,0.5299999999999999,0.6771929824561403,0.6779698581560283,0.6973684210526315,87,57,35,106,0.75177304964539,0.6041666666666666,0.7389676910953507,0.5299999999999999,0.7254901960784313,0.7081337108013938,0.5670103092783505,167,57,27,55,0.6707317073170732,0.7455357142857143,0.7558797909407665,0.4442923961673546,False,False
vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384,logreg_bal_c0.01,domain_label_third_up,balanced_accuracy,0.49999999999999994,0.6869712351945855,0.695633895496198,0.6379647749510763,243,125,60,163,0.7309417040358744,0.6603260869565217,0.7453329108988106,0.49999999999999994,0.6631578947368421,0.6640809692671394,0.6883116883116883,83,61,35,106,0.75177304964539,0.5763888888888888,0.7316784869976359,0.49999999999999994,0.7091503267973857,0.7047038327526132,0.5615763546798029,160,64,25,57,0.6951219512195121,0.7142857142857143,0.740690331010453,0.44337693086912555,False,False
vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384,logreg_plain_c0.01,domain_label_third_up,balanced_accuracy,0.48999999999999994,0.6852791878172588,0.6942751998440242,0.63671875,242,126,60,163,0.7309417040358744,0.657608695652174,0.7455156950672645,0.48999999999999994,0.6631578947368421,0.6640809692671394,0.6883116883116883,83,61,35,106,0.75177304964539,0.5763888888888888,0.7317769897557131,0.48999999999999994,0.7058823529411765,0.7024716898954704,0.5588235294117647,159,65,25,57,0.6951219512195121,0.7098214285714286,0.740145905923345,0.44205369324074095,False,False
vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384,logreg_plain_c0.003,domain_label,balanced_accuracy,0.5299999999999999,0.6988155668358714,0.7033778514330279,0.644,252,116,62,161,0.7219730941704036,0.6847826086956522,0.7574454084616884,0.5299999999999999,0.6736842105263158,0.6744976359338062,0.6950819672131148,86,58,35,106,0.75177304964539,0.5972222222222222,0.738672182821119,0.5299999999999999,0.7222222222222222,0.7059015679442509,0.5641025641025641,166,58,27,55,0.6707317073170732,0.7410714285714286,0.7559886759581882,0.43771696555651374,False,False
