accuracy,balanced_accuracy,auc,f1,sensitivity,specificity,tn,fp,fn,tp,fold_id,feature_set,model
0.8421052631578947,0.8405172413793103,0.8743842364532021,0.8571428571428571,0.9310344827586208,0.75,21,7,2,27,1,candidates_only,logreg_c03
0.7894736842105263,0.7869458128078818,0.7943349753694582,0.75,0.6428571428571429,0.9310344827586208,27,2,10,18,2,candidates_only,logreg_c03
0.8421052631578947,0.8411330049261083,0.8448275862068966,0.8301886792452831,0.7857142857142857,0.896551724137931,26,3,6,22,3,candidates_only,logreg_c03
0.8070175438596491,0.8066502463054187,0.8374384236453202,0.8,0.7857142857142857,0.8275862068965517,24,5,6,22,4,candidates_only,logreg_c03
0.8947368421052632,0.8947044334975369,0.9261083743842364,0.8928571428571429,0.8928571428571429,0.896551724137931,26,3,3,25,5,candidates_only,logreg_c03
